TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
LA GRAZIA,"4,13",ASSOLUTAMENTE SI,Drammatico,Italia,2025,131,"Un'ode comica e malinconica sulla condizione umana. Un film toccato dalla grazia, con Toni Servillo che giganteggia",Paolo Sorrentino,"Toni Servillo, Anna Ferzetti, Orlando Cinque, Massimo Venturiello",CINEMA Eden,21:10
RENTAL FAMILY - NELLE VITE DEGLI ALTRI,"3,85",ASSOLUTAMENTE SI,Commedia drammatica,"Giappone, USA",2025,103,Una commedia universale che riesce nell'impresa di aprire i cuori e contagiare speranza in chi guarda,HIKARI,"Brendan Fraser, Paolo Andrea Di Pietro, Takehiro Hira, Shinji Ozeki (II)","Eurcine Multisala
CINEMA Madison","15:45, 17:45, 19:45
21:35"
HAMNET - NEL NOME DEL FIGLIO,"3,83",SI,Drammatico,USA,2025,125,"Un film di fantasmi, di morti e rinascite. L'energia potentemente femminile della regista sa affrontare un dolore lancinante con coraggio ed empatia","Drammatico, USA, 2025",N.D.,"CINEMA Eden
CINEMA Madison","18:50
21:35"
LA TORTA DEL PRESIDENTE,"3,82",SI,Drammatico,"Iraq, USA, Qatar",2025,102,"In perfetto equilibrio tra fiaba e realtà, un esordio che dimostra che il particolare può avere una risonanza universale",Hasan Hadi,"Baneen Ahmad Nayyef, Waheed Thabet Khreibat, Sajad Mohamad Qasem, Muthanna Malaghi",CINEMA Tiziano,16:30
RESURRECTION,"3,81",SI,Drammatico,Cina,2025,160,Un romantico e ambiziosissimo viaggio che prova a digerire e risputare un secolo abbondante di cinema,Gan Bi,"Jackson Yee, Qi Shu, Mark Chao, Gengxi Li, Jue Huang","CINEMA Farnese
Nuovo Cinema Aquila
CINEMA Troisi","VO: 15:00
VO: 17:00, 20:00
VO: 21:30"
SENTIMENTAL VALUE,"3,79",SI,"Commedia, Drammatico","Norvegia, Germania, Danimarca, Francia, Svezia",2025,132,"Con una cifra stilistica inconfondibile, Trier delinea con morbidezza e fluidità la complessità dei rapporti familiari",Joachim Trier,"Renate Reinsve, Stellan Skarsgård, Inga Ibsdotter Lilleaas, Elle Fanning","Delle Provincie
CINEMA Madison","18:00
17:00, 21:30"
NINO,"3,78",SI,Drammatico,Francia,2025,96,Un esordio ricco di sfumature e di sottili trovate narrative. Una piccola opera che contiene moltitudini,Pauline Loquès,"Théodore Pellerin, Jeanne Balibar, William Lebghil, Salomé Dewaels","CINEMA Farnese
CINEMA Madison
Nuovo Cinema Aquila
CINEMA Troisi","17:45
15:15, 17:45
17:00 | VO: 21:00
VO: 13:00"
E.1027 - EILEEN GRAY E LA CASA SUL MARE,"3,77",SI,"Documentario, Drammatico",Svizzera,2024,89,"Tra doc, fiction e messa in scena teatrale. La costruzione di una casa diversa per un diverso modo di concepire il mondo","Beatrice Minger, Christoph Schaub","Natalie Radmall-Quirke, Axel Moustache, Charles Morillon, Vera Flück",CINEMA Dei Piccoli,VO: 21:40
L'ORATORE,"3,75",SI,Drammatico,Italia,2026,85,Una storia di coraggio penalizzata da una sceneggiatura che ostacola l'idea originale,Marco Pollini,"Marcello Fonte, Manuel Nucera, Paola Lavini, Giorgio Colangeli",Delle Provincie,16:00
È L'ULTIMA BATTUTA?,"3,72",SI,Commedia,USA,2025,121,Il terzo film di Bradley Cooper è bellissimo e travolgente. Strepitosi Will Arnett e Laura Dern,Bradley Cooper,"Will Arnett, Laura Dern, Andra Day, Bradley Cooper",CINEMA Madison,19:25
