TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
A QUALCUNO PIACE CALDO,"4,30",ASSOLUTAMENTE SI,Commedia,USA,1959,120,"Una pietra miliare della commedia americana, forse la migliore interpretazione di Marilyn Monroe",Billy Wilder,"Jack Lemmon, Billy Gray, Joan Shawlee, Marilyn Monroe",The Space Parco de Medici,VO: 18:50
PRINCIPESSA MONONOKE,"3,92",ASSOLUTAMENTE SI,Animazione,Giappone,1997,133,Un film avventuroso che spiazza lo spettatore senza perdere coerenza. Il più canonico di Miyazaki,Hayao Miyazaki,"Billy Crudup, Billy Bob Thornton, Minnie Driver, John Di Maggio","Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Madison
Quattro Fontane
Uci Cinemas Porta di Roma","16:30, 19:00, 21:00
16:15
17:00, 19:00, 21:30
16:30 | VO: 19:00
14:15"
IL CASO 137,"3,81",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo","CINEMA Arena Tiziano
CINEMA Dei Piccoli
CINEMA Tiziano","21:30
VO: 20:45
16:30, 21:30"
QUANDO LA MOGLIE È IN VACANZA,"3,75",SI,Commedia,USA,1955,105,Un successo straordinario per un film che voleva essere libero,Billy Wilder,"Marilyn Monroe, Tom Ewell, Evelyn Keyes, Sonny Tufts","Casa del Cinema
Teatro all'Aperto Ettore Scola","21:30
21:30"
STILL WALKING - CAMMINANDO IN UN GIORNO D'ESTATE,"3,75",SI,Drammatico,Giappone,2008,114,Il punto più alto di un cinema che ha sempre cercato di raccontare i legami invisibili che uniscono le persone,Kore'eda Hirokazu,"You, Hiroshi Abe, Yoshio Harada, Ryôga Hayashi","CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Mignon
CINEMA Multisala Lux
Nuovo Cinema Aquila","16:15 | VO: 19:00
VO: 20:45
18:30
15:45, 18:00, 20:15, 22:30
VO: 18:45"
YELLOW LETTERS,"3,59",SI,Drammatico,"Germania, Turchia, Francia",2026,127,"Catak si insinua nella coscienza dei suoi personaggi, rivelandone ambiguità morali e passi falsi comportamentali",Ilker Çatak,"Özgü Namal, Tansu Biçer, Leyla Smyrna Cabas, Ipek Bilgin","CINEMA Eden
CINEMA Nuovo Olimpia","19:00
VO: 20:45"
IL GRANDE BOCCIA,"3,47",SI,Commedia,Italia,2025,83,"Karen Di Porto padroneggia la regia in un film dedicato ad un personaggio che ""faceva miracoli""",Karen Di Porto,"Ricky Memphis, Denise Tantucci, Liliana Fiorelli, Nico Di Renzo","CINEMA Cineland
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Multisala Lux","20:30
16:30, 19:15
18:10
20:30"
GIOIA MIA,"3,45",SI,Drammatico,Italia,2025,90,Un film semplice e nostalgico che guarda alla proverbiale estate italiana che forse non esiste più,Margherita Spampinato,"Marco Fiore, Aurora Quattrocchi, Martina Ziami, Camille Dugay Comencini","CINEMA Eden
CINEMA Mignon","15:00
20:00"
DIAZ - NON PULIRE QUESTO SANGUE,"3,39",SI,Drammatico,Italia,2012,120,Un film di forte impegno civile,"Drammatico, Italia, 2012",N.D.,"CINEMA Giulio Cesare
Quattro Fontane
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","18:45, 20:45
20:45
18:50
20:10
18:00"
LE CITTÀ DI PIANURA,"3,39",SI,Drammatico,"Italia, Germania",2025,100,Un road movie che riesce a raccontare un'Italia vera con una sua energia lenta e sul finale commovente,Francesco Sossai,"Filippo Scotti, Sergio Romano, Pierpaolo Capovilla, Roberto Citran","Eurcine Multisala
CINEMA Nuovo Olimpia","21:30
VO: 16:45, 18:45, 21:30"
REBUILDING - COME L'ACQUA PER IL FUOCO,"3,39",SI,Drammatico,USA,2025,95,Il canto di un'America aspra e rurale cucito addosso al talento gentile di Josh O'Connor,Max Walker-Silverman,"Josh O'Connor, Meghann Fahy, Amy Madigan, Lily LaTorre","CINEMA Giulio Cesare
CINEMA Mignon
The Space Parco de Medici","19:00 | VO: 21:00
21:45
14:15"
IL SILENZIO DEGLI ALTRI,"3,38",SI,Drammatico,Spagna,2025,99,Un film che immerge nelle percezioni della protagonista trovando una completa identificazione tra il suo sguardo e quello della cineasta,Eva Libertad,"Miriam Garlo, Álvaro Cervantes, Elena Irureta, Joaquín Notario","CINEMA Giulio Cesare
Quattro Fontane","16:30 | VO: 19:55
16:30 | VO: 20:45"
NO GOOD MEN,"3,37",SI,"Biografico, Commedia","Germania, Francia, Danimarca, Norvegia",2026,103,Una commedia coinvolgente che si fa critica sociale verso un regime e un sistema che opprime donne e oppositori politici,Shahrbanoo Sadat,"Shahrbanoo Sadat, Anwar Hashimi, Liam Hussaini, Yasin Negah","CINEMA Giulio Cesare
CINEMA Greenwich
Nuovo Cinema Aquila
Quattro Fontane","16:30 | VO: 21:15
16:30, 19:00 | VO: 21:00
16:40
16:15"
IL RESTO DI NIENTE,"3,35",SI,Storico,Italia,2004,103,"Un film colto, intenso e coerente con le idee rivoluzionarie della protagonista",Antonietta De Lillo,"Maria de Medeiros, Rosario Sparno, Imma Villa, Raffaele Di Florio",Nuovo Teatro Ateneo,19:00
NEL TEPORE DEL BALLO,"3,35",SI,Drammatico,Italia,2026,92,"Attori che sanno osare in un film libero, dove Pupi Avati si rinnova rimanendo fedele a se stesso",Pupi Avati,"Massimo Ghini, Isabella Ferrari, Giuliana De Sio, Lina Sastri","CINEMA Greenwich
CINEMA Mignon","16:30
18:00"
OBSESSION,"3,34",SI,Horror,USA,2026,108,La conferma del talento dell'astro nascente Curry Barker,Curry Barker,"Michael Johnston (II), Inde Navarrette, Cooper Tomlinson, Megan Lawless","CINEMA Adriano
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","17:00, 19:15, 21:40
19:20, 22:00
VO: 15:00, 19:20, 19:30, 21:30
15:00, 19:00
16:15, 18:30, 21:40
15:30, 19:30, 21:35
20:10, 22:20 | VO: 22:30
20:15, 22:30
21:40
14:30, 17:10, 19:40, 22:25
20:10
23:00
23:10
23:00"
MICHAEL,"3,29",SI,Biografico,USA,2026,127,"Un film-evento musicale, dal ritmo travolgente. Da brividi la performance di Jaafar Jackson",Antoine Fuqua,"Jaafar Jackson, Nia Long, Laura Harrier, Juliano Valdi","CINEMA Adriano
CINEMA Atlantic
CINEMA Barberini
CINEMA Cineland
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","15:00, 20:40
17:30, 21:40
VO: 16:50
18:30, 20:30
18:30, 21:30
VO: 20:45
20:00
14:50, 17:00, 19:20
19:00, 21:30
16:30, 21:45
18:30
22:30
14:50, 17:35, 18:55, 20:45, 21:50
16:30, 21:45
17:00, 22:30
11:30, 18:20, 21:40
16:40, 19:50"
HEN - STORIA DI UNA GALLINA,"3,28",SI,"Commedia, Drammatico","Germania, Grecia, Ungheria",2025,96,"Coming of age ma anche thriller, particolarmente riuscito nelle percezioni sonore della gallina",György Pálfi,"Yannis Kokiasmenos, Maria Diakopanayotou, Argyris Pantazaras, Machmout Bamerni","CINEMA Madison
CINEMA Tiziano","17:15
18:30"
