TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
PRINCIPESSA MONONOKE,"3,92",ASSOLUTAMENTE SI,Animazione,Giappone,1997,133,Un film avventuroso che spiazza lo spettatore senza perdere coerenza. Il più canonico di Miyazaki,Hayao Miyazaki,"Billy Crudup, Billy Bob Thornton, Minnie Driver, John Di Maggio",CINEMA Madison,21:30
KONTINENTAL '25,"3,90",ASSOLUTAMENTE SI,Commedia,Romania,2025,109,"Un film che porta tutti i segni del genio di Jude, con un'elegante struttura e il consueto gusto per l'assurdo",Radu Jude,"Eszter Tompa, Gabriel Spahiu, Adonis Tanta, Serban Pavlu","CINEMA Adriano
Nuovo Cinema Aquila
CINEMA Troisi","19:15 | VO: 17:00
VO: 18:30, 21:00
VO: 11:00, 19:30"
IL CASO 137,"3,81",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo",CINEMA Dei Piccoli,VO: 20:20
E.1027 - EILEEN GRAY E LA CASA SUL MARE,"3,77",SI,"Documentario, Drammatico",Svizzera,2024,89,"Tra doc, fiction e messa in scena teatrale. La costruzione di una casa diversa per un diverso modo di concepire il mondo","Beatrice Minger, Christoph Schaub","Natalie Radmall-Quirke, Axel Moustache, Charles Morillon, Vera Flück",CINEMA Dei Piccoli,VO: 18:45
STILL WALKING - CAMMINANDO IN UN GIORNO D'ESTATE,"3,77",SI,Drammatico,Giappone,2008,114,Il punto più alto di un cinema che ha sempre cercato di raccontare i legami invisibili che uniscono le persone,Kore'eda Hirokazu,"You, Hiroshi Abe, Yoshio Harada, Ryôga Hayashi",CINEMA Greenwich,16:45 | VO: 20:45
EASY RIDER,"3,75",SI,Drammatico,USA,1969,94,Un film-dichiarazione che chiude un'epoca della storia del cinema americano e ne apre una nuova e feconda,Dennis Hopper,"Peter Fonda, Jack Nicholson, Karen Black, Dennis Hopper, Luana Anders","Casa del Cinema
Teatro all'Aperto Ettore Scola","21:30
21:30"
TOY STORY 5,"3,71",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:00, 17:20, 18:20, 19:30, 20:30, 21:40
17:15, 18:15, 18:40, 19:20, 20:30, 21:30
16:00, 18:00, 20:00
15:00, 16:15, 17:10, 18:15, 19:20, 21:30
VO: 14:30, 17:00
15:30, 17:30, 19:30, 21:20
16:00, 17:00, 18:10, 19:15, 20:15
16:00, 17:00, 18:00, 19:00, 21:00
16:15, 18:55, 21:00
16:15, 18:55 | VO: 21:00
17:00, 19:00, 22:20
15:30, 16:30, 17:30, 18:30, 19:30, 21:35
16:00, 17:00, 18:10, 19:15, 20:20, 22:30
16:00, 17:00, 18:10, 19:15, 20:20, 22:30
16:30, 18:30
16:30, 17:25, 18:45, 21:30
21:00, 22:00
14:10, 14:20, 15:00, 15:40, 16:10, 16:30, 16:55, 17:05, 17:35, 17:55, 18:20, 18:50, 19:30, 20:10, 21:00, 21:35, 21:50, 22:10, 22:30
16:00, 17:00, 18:00, 19:00, 20:00, 21:00
16:20, 17:10, 18:00, 18:30, 19:00, 20:00, 20:30, 21:00, 22:10
11:00, 13:00, 14:00, 15:00, 16:00, 16:30, 17:00, 17:30, 18:00, 18:30, 19:00, 20:00, 21:10, 21:40, 22:00, 22:40
15:00, 16:00, 17:30, 18:00, 18:30, 20:00, 20:30, 21:00, 21:40
11:30, 14:00, 15:00, 15:40, 16:30, 17:20, 18:00, 19:00, 19:45, 20:30, 22:10"
PONYO SULLA SCOGLIERA,"3,62",SI,Animazione,Giappone,2008,100,"Una fiaba incantevole sulla potenza della parola data, della promessa mantenuta e del rispetto degli altri",Hayao Miyazaki,"Yuria Nana, Hiroki Doi, Jôji Tokoro, Tomoko Yamaguchi",Arena Parco delle Mura Aureliane,21:00
ELISA,"3,61",SI,Drammatico,Italia,2025,105,Un'opera intensa e rigorosa capace di trasformare un fatto di cronaca nera in un'indagine sull'animo umano,Leonardo Di Costanzo,"Barbara Ronchi, Roschdy Zem, Diego Ribon, Valeria Golino",Arena Garbatella,21:15
IL SILENZIO DEGLI ALTRI,"3,59",SI,Drammatico,Spagna,2025,99,Un film che immerge nelle percezioni della protagonista trovando una completa identificazione tra il suo sguardo e quello della cineasta,Eva Libertad,"Miriam Garlo, Álvaro Cervantes, Elena Irureta, Joaquín Notario",CINEMA Giulio Cesare,18:45
L'AMICO AMERICANO,"3,59",SI,Giallo,"Germania, Francia",1977,125,Un film modernissimo e imprescindibile. Uno dei capolavori di Wim Wenders,Wim Wenders,"Bruno Ganz, Dennis Hopper, Lisa Kreuzer, Nicholas Ray",CINEMA Nuovo Olimpia,VO: 21:15
PECORE SOTTO COPERTURA,"3,51",SI,"Azione, Commedia","Irlanda, Gran Bretagna, Germania, USA",2026,109,"Il divertimento non manca, il gioco del 'chi è stato' è presente, il messaggio è positivo. Un piacevole film per famiglie",Kyle Balda,"Ciro Priello, Arianna Craviotto, Emma Thompson, Hugh Jackman",CINEMA Madison,"15:30, 17:30, 19:30, 21:35"
LO SGUARDO DI EMMA,"3,50",SI,Drammatico,"Svizzera, Francia, Belgio",2025,98,Un doloroso coming of age che mette in scena la forza delle donne che si salvano da sole,Marie-Elsa Sgualdo,"Lila Gueneau, Grégoire Colin, Thomas Doret, Aurelia Petit",Delle Provincie,16:00
IL DIO DELL'AMORE,"3,49",SI,Commedia,Italia,2026,100,Una commedia delicata e gentile che scalda il cuore,Francesco Lagi,"Anna Bellato, Enrico Borello, Benedetta Cimatti, Chiara Ferrara",CINEMA Farnese,21:00
GIULIO REGENI - TUTTO IL MALE DEL MONDO,"3,47",SI,Documentario,Italia,2026,105,"Più di una semplice ricostruzione, un documentario di ampio respiro che diventa simbolo di ogni lotta per i diritti civili e contro la tortura",Simone Manetti,"Claudio Regeni, Paola Deffendi, Alessandra Ballerini",Cinevillage Piazza Vittorio,21:30
LA CITTÀ NUDA,"3,47",SI,Poliziesco,USA,1948,96,Esterni metropolitani da Oscar nel capolavoro di Dassin,Jules Dassin,"Barry Fitzgerald, Howard Duff, Dorothy Hart, Don Taylor, Ted De Corsia",Il in Piazza al Parco Monte Ciocci,21:15
FATHER MOTHER SISTER BROTHER,"3,46",SI,"Commedia, Drammatico","USA, Irlanda, Francia",2025,110,"Un Jarmusch puro, in quello spleen esistenziale che non è mai pessimismo cosmico e sempre poetico struggimento",Jim Jarmusch,"Cate Blanchett, Adam Driver, Charlotte Rampling, Mayim Bialik",CINEMA Nuovo Olimpia,VO: 16:30
OBSESSION,"3,41",SI,Horror,USA,2026,108,La conferma del talento dell'astro nascente Curry Barker,Curry Barker,"Michael Johnston (II), Inde Navarrette, Cooper Tomlinson, Megan Lawless","CINEMA Adriano
CINEMA Atlantic
CINEMA Barberini
CINEMA Cineland
CINEMA Madison
CINEMA Multisala Lux
The Space Parco de Medici
CINEMA Trianon
CINEMA Troisi
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","17:00, 19:15, 21:40
19:15, 21:30
VO: 14:30, 16:30, 21:15
21:40
15:30, 17:00, 19:30, 21:35
19:00, 21:30 | VO: 22:30
14:25, 19:25, 21:45
18:45, 22:00
VO: 00:30, 17:30
23:00
23:00
23:00"
LE CITTÀ DI PIANURA,"3,40",SI,Drammatico,"Italia, Germania",2025,100,Un road movie che riesce a raccontare un'Italia vera con una sua energia lenta e sul finale commovente,Francesco Sossai,"Filippo Scotti, Sergio Romano, Pierpaolo Capovilla, Roberto Citran",CINEMA Giulio Cesare,20:45
