TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
VIALE DEL TRAMONTO,"4,59",ASSOLUTAMENTE SI,"Drammatico, Noir",USA,1950,110,"Un monumento del cinema noir, un omaggio alla vecchia Hollywood, un film inesauribile",Billy Wilder,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson",CINEMA Troisi,VO: 00:30
L'HANGAR ROSSO,"4,00",ASSOLUTAMENTE SI,Drammatico,"Italia, Cile",2026,83,"Un ottimo thriller dall'eleganza concisa. Il racconto degli Anni Settanta in Cile, intriso delle preoccupazioni del presente",Juan Pablo Sallato,"Nicolás Zárate, Boris Quercia, Marcial Tagle, Catalina Stuardo",CINEMA Eden,"16:10, 21:15"
ODISSEA,"3,79",SI,"Avventura, Drammatico, Fantasy","USA, Gran Bretagna",2026,172,L'epica si fa cinema. Nolan rilegge l'Odissea e ci illumina con messaggi pacifisti e femministi,Christopher Nolan,"Matt Damon, Tom Holland, Anne Hathaway, Robert Pattinson","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Eden
Eurcine Multisala
CINEMA Farnese
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
Quattro Fontane
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:30, 17:00, 18:00, 20:30
18:00
17:00, 20:30
15:00, 18:15, 20:40
VO: 14:30, 16:30, 18:30, 21:30
15:00, 20:40
16:45, 20:00
18:30
18:10
16:00, 18:00, 21:15
VO: 18:30
20:45
16:00 | VO: 18:00, 21:15
17:00 | VO: 20:00
18:30, 21:30
14:45, 17:45, 20:45
16:30, 18:00, 20:00, 21:30
18:15, 21:30
16:00 | VO: 15:00, 18:15, 21:30
17:00, 20:30
17:30, 20:45
16:50
14:20, 14:40, 17:30, 20:30, 21:10, 21:15
17:00, 20:30
16:10, 18:00, 20:20, 21:45, 22:00
10:10, 11:20, 12:00, 14:40, 15:20, 16:10, 18:10, 20:20, 22:20
14:40, 16:10, 20:20, 21:30, 22:10
10:30, 15:10, 21:20"
L'INNOCENZA,"3,78",SI,Drammatico,Giappone,2023,126,Kore'eda indaga con delicatezza nei dubbi di un preadolescente confuso dal proprio desiderio,Kore'eda Hirokazu,"Sakura Andô, Eita, Soya Kurokawa, Hinata Hiiragi",CINEMA Greenwich,17:00
TOY STORY 5,"3,77",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa",CINEMA Madison,"15:35, 17:30, 19:25, 21:05"
IL CASO 137,"3,76",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo",CINEMA Eden,21:30
UN SEMPLICE INCIDENTE,"3,74",SI,Drammatico,"Iran, Francia, Lussemburgo",2025,101,Un film in cui la denuncia si fa durissima anche quando sceglie la strada dell'ironia,Jafar Panahi,"Vahid Mobasseri, Mariam Afshari, Ebrahim Azizi, Hadis Pakbaten",CINEMA Eden,16:00
MABOROSI - I BAGLIORI DELL'ANIMA,"3,73",SI,Drammatico,Giappone,1995,110,"Un'opera silenziosa, quasi astratta, un debutto sorprendente per rigore formale e intensità emotiva",Kore'eda Hirokazu,"Makiko Esumi, Takashi Naitô, Tadanobu Asano, Gohki Kashiyama",CINEMA Tiziano,17:00
È L'ULTIMA BATTUTA?,"3,71",SI,Commedia,USA,2025,121,Il terzo film di Bradley Cooper è bellissimo e travolgente. Strepitosi Will Arnett e Laura Dern,Bradley Cooper,"Will Arnett, Laura Dern, Andra Day, Bradley Cooper",Cinevillage Parco Tevere Marconi,21:00
LO STRANIERO,"3,68",SI,Drammatico,Francia,2025,120,Ozon indovina il giusto equilibrio tra la fedeltà al testo di Camus e la necessità di personalizzarlo,François Ozon,"Benjamin Voisin, Rebecca Marder, Pierre Lottin, Denis Lavant",CINEMA Giulio Cesare,"16:15, 18:45"
"CAMP MIASMA - ADOLESCENZA, SESSO E MORTE","3,67",SI,Horror,"USA, Gran Bretagna, Canada",2026,106,Una rilettura in chiave gender dell'horror degli anni '80 e '90. Con un attualissimo sguardo sulla contemporaneità,Jane Schoenbrun,"Gillian Anderson, Hannah Einbinder, Patrick Fischler, Jack Haven","CINEMA Giulio Cesare
Quattro Fontane
The Space Parco de Medici
CINEMA Troisi","16:30 | VO: 18:45, 20:45
VO: 18:45, 21:00
14:30
VO: 11:00, 21:30"
L'ISOLA DEI RICORDI,"3,66",SI,Drammatico,Germania,2025,93,Una vicenda che scava nelle perversioni di una ideologia attraverso gli occhi di una madre e di un figlio,Fatih Akin,"Jasper Billerbeck, Laura Tonke, Lisa Hagmeister, Kian Köppke",Delle Provincie,18:30
MALDOROR,"3,63",SI,Drammatico,Belgio,2024,155,Il film entra in modo viscerale nelle zone oscure del male,Fabrice Du Welz,"Anthony Bajon, Alba Gaïa Bellugi, Alexis Manenti, Sergi López","CINEMA Farnese
CINEMA Greenwich","17:00 | VO: 21:00
VO: 21:15"
YELLOW LETTERS,"3,59",SI,Drammatico,"Germania, Turchia, Francia",2026,127,"Catak si insinua nella coscienza dei suoi personaggi, rivelandone ambiguità morali e passi falsi comportamentali",Ilker Çatak,"Özgü Namal, Tansu Biçer, Leyla Smyrna Cabas, Ipek Bilgin","Arena Nuovo Sacher
CINEMA Arena Tiziano
CINEMA Nuovo Sacher
CINEMA Tiziano","21:00
21:30
21:00
21:30"
FIRST MAN - IL PRIMO UOMO,"3,49",SI,"Biografico, Drammatico, Storico",USA,2018,141,Un compendio di generi che si arricchiscono a vicenda biasimando il mondo contemporaneo che ha perso il suo fervore,Damien Chazelle,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler",Casa del Cinema,21:00
SPIDER-MAN - BRAND NEW DAY,"3,42",SI,"Azione, Avventura, Fantasy",USA,2026,145,"Cinema di formazione, iperbolico nella forma ma umano nella sostanza",Destin Daniel Cretton,"Tom Holland, Zendaya, Sadie Sink, Jacob Batalon","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:30, 17:00, 18:30, 20:30, 21:30
21:15
15:20, 18:00, 21:30
VO: 14:30, 16:30, 19:10, 21:45
18:05, 21:30
16:45, 18:15, 20:00
16:30, 19:15, 22:00
16:15, 18:15, 21:15
15:30
16:00, 18:15 | VO: 21:15
18:30, 21:30
15:30, 18:15, 21:00
16:30, 19:15, 22:00
16:30, 19:15, 22:00
18:20, 21:20
19:00
14:00, 14:25, 16:15, 18:30, 20:45, 21:20, 21:40
18:30, 21:15
16:20, 19:25, 21:40, 22:20
10:50, 13:00, 16:20, 19:30, 21:30, 22:10
15:45, 16:20, 19:30, 21:40, 22:30
11:50, 16:30, 22:00"
LE CITTÀ DI PIANURA,"3,40",SI,Drammatico,"Italia, Germania",2025,100,Un road movie che riesce a raccontare un'Italia vera con una sua energia lenta e sul finale commovente,Francesco Sossai,"Filippo Scotti, Sergio Romano, Pierpaolo Capovilla, Roberto Citran","Eurcine Multisala
CINEMA Giulio Cesare","19:00, 21:00
16:15, 21:00"
SIRAT,"3,39",SI,Drammatico,"Spagna, Francia",2025,120,Un film fortemente fisico con degli spunti di scrittura potenzialmente interessanti,Oliver Laxe,"Sergi López, Bruno Núñez, Stefania Gadda, Joshua Liam Herderson",CINEMA Giulio Cesare,"VO: 19:15, 21:30"
MINIONS & MONSTERS,"3,38",SI,Animazione,USA,2026,90,Un'avventura godibile - e una bella lettera d'amore per il cinema - che mantiene viva la natura surreale dei piccoli protagonisti,"Pierre Coffin, Patrick Delage","Marcello Macchia, Pierre Coffin, Romesh Ranganathan, Zoey Deutch","CINEMA Madison
Uci Cinemas Porta di Roma","15:45, 17:30, 19:25
10:40, 12:20"
HARRY POTTER E LA PIETRA FILOSOFALE,"3,36",SI,Fantastico,USA,2001,151,La magia di un film davvero 'per tutti',Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, John Cleese","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA FCE Majestic
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Space Moderno
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","VO: 21:00
18:00, 21:00
20:40
21:05
15:00, 18:15, 21:00
18:00, 21:30 | VO: 21:00
21:30
20:40
17:10, 18:15, 19:00, 20:00, 20:40, 21:45
17:00, 20:30 | VO: 18:30
10:20, 17:00, 20:30 | VO: 18:30
17:00, 20:30, 21:00
10:50, 13:15, 18:00"
MARCO BELLOCCHIO - LA PORTA DELLA REALTÀ,"3,34",SI,Documentario,Italia,2026,65,Un tributo ma anche un confessionale che scorre via veloce,Fabio Lovino,"Elena Bellocchio, Pier Giorgio Bellocchio, Francesca Calvelli, Daniele Ciprì","CINEMA Giulio Cesare
CINEMA Greenwich
Quattro Fontane","16:30, 19:00, 20:45
16:45, 18:15, 20:30
15:45, 19:15, 21:00"
LA VILLA PORTOGHESE,"3,30",SI,Drammatico,"Portogallo, Spagna",2025,114,Un piacevole racconto morale su come gli imprevisti della vita aprono la strada alle scoperte più importanti,Avelina Prat,"Manolo Solo, Maria de Medeiros, Branka Katic, Rita Cabaço",Arena Garbatella,21:15
IL PRIGIONIERO,"3,29",SI,Drammatico,"Spagna, Italia",2024,134,Una biofiction libera e coraggiosa dedicata a Miguel de Cervantes. E al potere delle storie di sottrarci alla sottomissione,Alejandro Amenábar,"Julio Peña (III), Alessandro Borghi, Miguel Rellán, Fernando Tejero","Cinevillage Villa Lazzaroni
CINEMA Eden","21:00
18:20"
KIM NOVAK'S VERTIGO,"3,25",SI,Documentario,USA,2025,76,"Un autoritratto senza nostalgia. Kim Novak, tra Hollywood e Vertigo",Alexandre O. Philippe,Kim Novak,CINEMA Farnese,VO: 19:30
