TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
UNA BARCA IN GIARDINO,"3,94",ASSOLUTAMENTE SI,Animazione,"Francia, Lussemburgo",2024,75,Quando il cinema rifugge ogni moda: un film animato sul tempo perduto e sull'importanza di una folle fantasia,Jean-François Laguionie,"Elise Tielrooy, Grégory Gadebois, Coraly Zahonero, André Marcon",CINEMA Dei Piccoli,16:30
KONTINENTAL '25,"3,93",ASSOLUTAMENTE SI,Commedia,Romania,2025,109,"Un film che porta tutti i segni del genio di Jude, con un'elegante struttura e il consueto gusto per l'assurdo",Radu Jude,"Eszter Tompa, Gabriel Spahiu, Adonis Tanta, Serban Pavlu","CINEMA Adriano
CINEMA Madison
Nuovo Cinema Aquila
CINEMA Troisi","19:30 | VO: 16:30
VO: 17:30
VO: 21:00
VO: 11:00, 21:30"
IL CASO 137,"3,81",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo",CINEMA Dei Piccoli,VO: 19:15
LISBON STORY,"3,81",SI,Commedia,"Germania, Portogallo",1995,105,"Un film nel film, in cui Wenders torna a riflettere sul senso della sua professione",Wim Wenders,"Rudiger Vogler, Patrick Bauchau, Vasco Sequeira, Canto e Castro",CINEMA Nuovo Olimpia,VO: 18:45
SENTIMENTAL VALUE,"3,80",SI,"Commedia, Drammatico","Norvegia, Germania, Danimarca, Francia, Svezia",2025,132,"Con una cifra stilistica inconfondibile, Trier delinea con morbidezza e fluidità la complessità dei rapporti familiari",Joachim Trier,"Renate Reinsve, Stellan Skarsgård, Inga Ibsdotter Lilleaas, Elle Fanning","Arena Nuovo Sacher
CINEMA Nuovo Sacher","VO: 21:30
VO: 21:30"
THELMA & LOUISE,"3,80",SI,Drammatico,"USA, Francia",1991,128,Straordinario road movie al femminile verso la libertà,Ridley Scott,"Susan Sarandon, Geena Davis, Harvey Keitel, Michael Madsen, Brad Pitt","Casa del Cinema
Teatro all'Aperto Ettore Scola","21:30
21:30"
STILL WALKING - CAMMINANDO IN UN GIORNO D'ESTATE,"3,77",SI,Drammatico,Giappone,2008,114,Il punto più alto di un cinema che ha sempre cercato di raccontare i legami invisibili che uniscono le persone,Kore'eda Hirokazu,"You, Hiroshi Abe, Yoshio Harada, Ryôga Hayashi",CINEMA Greenwich,16:45 | VO: 21:15
LE AVVENTURE DEL PICCOLO NICOLAS,"3,75",SI,Animazione,Francia,2022,82,Nicolas incontra i suoi creatori: una storia animata di amicizia raccontata con grazia e tenerezza,"Amandine Fredon, Benjamin Massoubre","Alain Chabat, Laurent Lafitte, Simon Faliu, Marc Arnaud",Nuovo Cinema Aquila,21:00
TOY STORY 5,"3,75",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:00, 17:20, 18:20, 19:30, 20:30, 21:40
17:15, 19:20, 20:20, 21:30
16:30, 18:30
15:00, 16:00, 17:10, 18:10, 19:20, 21:30
VO: 14:15, 16:15, 18:10, 20:10, 21:15
15:30, 17:30, 19:30, 21:20
16:00, 17:00, 18:10, 19:15, 20:15
16:00, 18:00, 20:00
16:30, 18:30, 20:30
16:30, 18:30
16:00 | VO: 20:45
17:00, 19:00, 21:45
15:00, 17:00, 19:00, 21:00
16:00, 17:00, 18:10, 19:15, 20:20, 22:30
16:00, 18:10, 20:20, 22:30
16:30, 18:30
16:30, 18:40, 21:30
15:30, 18:10, 20:45
14:00, 15:25, 17:25, 18:55, 19:00, 19:30, 19:55, 20:50, 21:40, 22:10
16:00, 17:00, 18:00, 19:00, 20:00
14:40, 16:20, 17:20, 18:30, 19:40, 21:10
11:00, 13:50, 14:40, 16:20, 17:20, 18:30, 19:20, 21:00
11:10, 13:50, 14:40, 16:20, 17:20, 18:50, 19:40, 21:20
11:00, 14:00, 16:40, 18:00, 20:30"
IL TEMPO CHE CI VUOLE,"3,74",SI,Drammatico,Italia,2024,110,"Con un coraggio da leonessa, Francesca Comencini racconta il rapporto con il padre Luigi in un film libero che rende universale la sua storia personale",Francesca Comencini,"Fabrizio Gifuni, Romana Maggiora Vergano, Anna Mangiocavallo, Luca Donini",Nuovo Teatro Ateneo,19:00
