TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
UN GIORNO SENZA DONNE,"4,25",ASSOLUTAMENTE SI,Documentario,"Islanda, USA",2024,70,"Tra cronaca e storia, la rievocazione sentita dello storico sciopero che nel 1975 fermò l'Islanda",Pamela Hogan,Vigdís Finnbogadóttir,CINEMA Dei Piccoli,"VO: 19:45, 21:00"
I FIGLI DELLA SCIMMIA,"4,00",ASSOLUTAMENTE SI,Drammatico,Italia,2026,110,Le difficoltà genitoriali legate al mondo della disabilità raccontate con delicatezza e profondità,Tommaso Landucci,"Riccardo Scamarcio, Fausto Russo Alesi, Andrea Aggio, Tancredi Naldini","CINEMA Cineland
CINEMA Eden
Eurcine Multisala
CINEMA Multisala Lux
Multisala Odeon
Nuovo Cinema Aquila
Quattro Fontane
CINEMA Savoy","16:00, 18:30
15:30, 18:30, 21:30
15:30, 17:45
16:00, 20:00
18:10
16:00, 18:10, 21:00
18:45, 21:00
16:00"
ODISSEA,"3,80",SI,"Avventura, Drammatico, Fantasy","USA, Gran Bretagna",2026,172,L'epica si fa cinema. Nolan rilegge l'Odissea e ci illumina con messaggi pacifisti e femministi,Christopher Nolan,"Matt Damon, Tom Holland, Anne Hathaway, Robert Pattinson","CINEMA Adriano
CINEMA Atlantic
CINEMA Barberini
Eurcine Multisala
CINEMA Madison
CINEMA Multisala Lux
CINEMA Savoy
The Space Moderno
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","15:00, 17:20, 20:40
18:20
VO: 14:30
21:15
17:00, 20:15
18:10
17:00, 20:30
15:05
14:40, 18:05, 21:00
19:10
21:10
12:20, 21:00"
AVENGERS: ENDGAME,"3,79",SI,"Azione, Fantastico",USA,2019,182,"Un film che chiude un cerchio, celebra i suoi protagonisti e regala uno spettacolo impressionante","Joe Russo, Anthony Russo","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA FCE Majestic
CINEMA Jolly
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:30, 17:20, 21:00
17:30, 20:50 | VO: 20:20
15:00, 17:30, 21:00
18:30 | VO: 14:45, 18:15, 21:30
14:45, 18:00, 21:10
17:00, 20:30
16:30, 20:30
21:35
17:30, 21:00
18:00, 21:30 | VO: 17:30, 21:00
18:00
17:10, 20:40
17:10, 20:10, 21:10, 21:40
14:10, 14:55, 16:05, 16:40, 17:05, 17:20, 18:05, 18:25, 19:30, 20:05, 20:35, 21:10, 21:20, 21:35, 22:00, 22:10, 22:20
16:30
14:20, 15:10, 16:40, 17:40, 18:20, 19:40, 20:30, 21:30, 22:20, 22:50 | VO: 19:00
10:15, 12:50, 13:30, 15:10, 16:40, 17:20, 18:40, 19:00, 19:30, 20:30, 21:30, 22:30, 22:50, 23:20 | VO: 11:10
10:15, 10:30, 12:50, 13:50, 15:10, 16:40, 17:20, 17:40, 18:30, 19:30, 20:30, 21:30, 22:20, 22:50, 23:30
09:00, 10:00, 12:50, 14:00, 15:10, 16:40, 18:30, 21:40, 22:20, 23:45 | VO: 11:00"
COYOTE VS. ACME,"3,78",SI,"Animazione, Avventura, Commedia",USA,2026,103,"Un legal drama dell'assurdo, un'opera contro l'impunità delle grandi aziende",Dave Green,"John Cena, Lana Condor, Will Forte, P.J. Byrne","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Dei Piccoli
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:40, 18:00, 20:30, 22:45
16:45, 21:20
15:00, 17:10, 21:30
18:00
17:00
15:30, 17:30, 19:30, 21:30
16:00, 20:20
20:20
21:30
17:35
14:10, 18:10, 19:25, 22:25, 23:30
14:15, 18:40
10:30, 13:50, 17:10
19:10
10:20, 12:20"
TOY STORY 5,"3,78",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa",CINEMA Madison,15:15
SILENT FRIEND,"3,72",SI,Drammatico,"Germania, Francia, Ungheria",2025,145,Una sfida vinta: Enyedi affronta con originalità l'impresa di relazionare esseri umani con il mondo vegetale,Ildikó Enyedi,"Tony Chiu-Wai Leung, Luna Wedler, Enzo Brumm, Léa Seydoux",CINEMA Farnese,VO: 20:45
MAD MAX: FURY ROAD,"3,57",SI,"Azione, Avventura, Thriller","USA, Australia",2015,120,"George Miller si riprende ciò che è suo, ridando vita alla più cinematografica e cinefila tra le saghe action",George Miller (II),"Zoë Kravitz, Nicholas Hoult, Melissa Jaffer, Courtney Eaton, Megan Gale","Arena Nuovo Teatro Ateneo
Nuovo Teatro Ateneo","20:30
20:30"
NOI E LORO,"3,52",SI,Drammatico,"Belgio, Francia",2024,110,"Un'opera attuale sulla difficoltà, o addirittura impossibilità, di un dialogo. Vincent Lindon sempre una garanzia","Delphine Coulin, Muriel Coulin","Vincent Lindon, Benjamin Voisin, Stefan Crepon, Arnaud Rebotini (II)",Institut Français - Centre Saint-Louis,VO: 19:00
TONY - DIARIO DI UN GIOVANE CUOCO,"3,51",SI,"Biografico, Commedia, Drammatico",USA,2026,106,Un coming of age ironico e anticonvenzionale. Un'ode stravagante a tutte le persone fuori dal comune,Matt Johnson,"Dominic Sessa, Antonio Banderas, Leo Woodall, Emilia Jones",Teatro Don Bosco,18:00
"CAMP MIASMA - ADOLESCENZA, SESSO E MORTE","3,45",SI,Horror,"USA, Gran Bretagna, Canada",2026,106,Una rilettura in chiave gender dell'horror degli anni '80 e '90. Con un attualissimo sguardo sulla contemporaneità,Jane Schoenbrun,"Gillian Anderson, Hannah Einbinder, Patrick Fischler, Jack Haven",Nuovo Cinema Aquila,VO: 18:30
PALESTINA 36 - QUANDO TUTTO EBBE INIZIO,"3,43",SI,"Drammatico, Guerra, Storico","Regno Unito, Qatar",2025,119,"Un'opera - a tratti brutale - sulla rivolta araba del '36. Un film di ampio respiro, dalla natura corale e capace di abbracciare molti punti di vista","Drammatico, Guerra, Storico, Regno Unito, Qatar, 2025",N.D.,"CINEMA Alhambra
CINEMA Barberini
CINEMA Giulio Cesare
CINEMA Greenwich
Nuovo Cinema Aquila","18:40, 20:45
21:30
16:30
16:15
16:00 | VO: 21:00"
SPIDER-MAN - BRAND NEW DAY,"3,42",SI,"Azione, Avventura, Fantasy",USA,2026,145,"Cinema di formazione, iperbolico nella forma ma umano nella sostanza",Destin Daniel Cretton,"Tom Holland, Zendaya, Sadie Sink, Jacob Batalon","CINEMA Adriano
The Space Parco de Medici
CINEMA Tiziano
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","18:30, 21:30
21:50
16:30
22:40
13:00"
