TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
LUCI DELLA RIBALTA,"4,54",ASSOLUTAMENTE SI,Drammatico,USA,1952,145,"Un film capace di far ridere e sorridere, e anche commuovere, con uno dei più bei temi di tutta la musica da film",Charles Chaplin,"Sydney Chaplin, Claire Bloom, Buster Keaton, Charles Chaplin, Nigel Bruce",CINEMA Troisi,11:00
LA GRAZIA,"4,13",ASSOLUTAMENTE SI,Drammatico,Italia,2025,131,"Un'ode comica e malinconica sulla condizione umana. Un film toccato dalla grazia, con Toni Servillo che giganteggia",Paolo Sorrentino,"Toni Servillo, Anna Ferzetti, Orlando Cinque, Massimo Venturiello",Cinevillage Villa Lazzaroni,21:30
VACANZE ROMANE,"4,05",ASSOLUTAMENTE SI,Commedia,USA,1953,119,"La sobrietà di Wyler per un'avventura romantica indimenticabile, dove il valore di un attimo vale più di qualunque happy ending",William Wyler,"Gregory Peck, Eddie Albert, Audrey Hepburn, Harcourt Williams",Cineclub Alphaville,20:00
L'ANNO NUOVO CHE NON ARRIVA,"4,01",ASSOLUTAMENTE SI,Drammatico,"Romania, Serbia",2024,138,Una tragicommedia traboccante d'ironia. E dallo spregiudicato coraggio civile,Bogdan Muresanu,"Adrian Vancica, Nicoleta Hâncu, Emilia Dobrin, Iulian Postelnicu",Delle Provincie,VO: 20:30
NOUVELLE VAGUE,"3,92",ASSOLUTAMENTE SI,"Commedia, Biografico, Drammatico",Francia,2025,106,"Il racconto appassionato e appassionante della realizzazione di Fino all'ultimo respiro, film-simbolo della nouvelle vague",Richard Linklater,"Guillaume Marbeck, Zoey Deutch, Aubry Dullin, Alix Bénézech",CINEMA Farnese,VO: 19:00
DAISIES - LE MARGHERITINE,"3,90",ASSOLUTAMENTE SI,Commedia,Repubblica Ceca,1966,74,Il manifesto di un femminismo che assume i toni dell'estetica dadaista: l'opera più significativa e trasgressiva di Chytilová,Vera Chytilová,"Ivana Karbanová, Jitka Cerhová, Julius Albert, Jan Klusák",CINEMA Troisi,VO: 00:30
TOY STORY 5,"3,78",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:00, 17:20, 19:30, 21:40
17:15, 19:20, 20:20, 21:30
16:30, 18:30
15:00, 17:10, 19:20, 21:30
VO: 14:45, 17:20, 18:10, 21:30
15:30, 17:30, 19:30, 21:20
16:00, 17:00, 18:10, 20:15
16:00, 18:00
17:00
16:30, 18:30
16:30, 18:30
17:30, 19:30, 21:30
15:00, 17:00, 19:00, 21:00
16:00, 18:10, 20:20, 22:30
16:00, 18:10, 20:20, 22:30
16:30, 18:40, 21:20
11:00, 14:20, 17:00
11:20, 13:50, 15:05, 15:55, 17:00, 18:00, 19:40, 20:55
16:00, 17:00, 18:00, 19:00
14:00, 15:30, 16:40, 18:00, 19:00, 20:00, 21:30
10:30, 11:20, 12:20, 13:10, 14:00, 15:50, 16:40, 18:00, 19:00, 20:00, 21:30
10:30, 11:20, 12:30, 13:10, 14:00, 15:50, 16:40, 18:00, 19:00, 20:00, 21:30
11:20, 13:50, 16:20, 19:00, 21:20"
COCO,"3,77",SI,"Animazione, Avventura, Commedia",USA,2017,109,La Pixar s'immerge in un'altra cultura per ribadire il suo nucleo tematico di sempre: per questo Coco è un film diverso eppure di famiglia,"Lee Unkrich, Adrian Molina","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach",Arena Meda - Oasi Urbana,21:00
STILL WALKING - CAMMINANDO IN UN GIORNO D'ESTATE,"3,77",SI,Drammatico,Giappone,2008,114,Il punto più alto di un cinema che ha sempre cercato di raccontare i legami invisibili che uniscono le persone,Kore'eda Hirokazu,"You, Hiroshi Abe, Yoshio Harada, Ryôga Hayashi","CINEMA Greenwich
CINEMA Mignon","19:00
16:45, 19:00, 21:15"
IL CASO 137,"3,70",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo",CINEMA Dei Piccoli,VO: 20:00
