TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
L'HANGAR ROSSO,"4,04",ASSOLUTAMENTE SI,Drammatico,"Italia, Cile",2026,83,"Un ottimo thriller dall'eleganza concisa. Il racconto degli Anni Settanta in Cile, intriso delle preoccupazioni del presente",Juan Pablo Sallato,"Nicolás Zárate, Boris Quercia, Marcial Tagle, Catalina Stuardo",CINEMA Eden,"16:10, 21:15"
ARANCIA MECCANICA,"4,00",ASSOLUTAMENTE SI,Drammatico,Gran Bretagna,1971,137,Una geniale traversata di generi per un film che mostra la violenza per esserne un contro-manifesto,Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Adrienne Corri, Michael Bates",CINEMA Adriano,VO: 20:30
LA TORTA DEL PRESIDENTE,"3,97",ASSOLUTAMENTE SI,Drammatico,"Iraq, USA, Qatar",2025,102,"In perfetto equilibrio tra fiaba e realtà, un esordio che dimostra che il particolare può avere una risonanza universale",Hasan Hadi,"Baneen Ahmad Nayyef, Waheed Thabet Khreibat, Sajad Mohamad Qasem, Muthanna Malaghi",Cinevillage Piazza Vittorio,21:00
ODISSEA,"3,80",SI,"Avventura, Drammatico, Fantasy","USA, Gran Bretagna",2026,172,L'epica si fa cinema. Nolan rilegge l'Odissea e ci illumina con messaggi pacifisti e femministi,Christopher Nolan,"Matt Damon, Tom Holland, Anne Hathaway, Robert Pattinson","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Eden
Eurcine Multisala
CINEMA Farnese
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
Quattro Fontane
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","17:00, 18:00, 19:02, 20:30
18:00
17:00, 20:30
15:00, 18:15, 20:40
VO: 14:30, 16:30, 18:30, 21:30
15:00, 20:30
16:45, 20:00
18:30
18:10
16:00, 18:00, 21:15
18:30
18:05
16:00 | VO: 18:00, 21:15
17:00 | VO: 20:00
18:30, 21:30
14:45, 17:45, 20:45
16:30, 18:00, 20:00, 21:30
18:15, 21:30
16:45 | VO: 17:15, 20:45
17:00, 20:30
20:50
16:55
14:25, 14:30, 17:10, 17:55, 19:35, 20:35, 21:00, 21:20
17:00, 19:30, 20:30
16:10, 18:40, 20:40
10:10, 11:20, 14:40, 15:20, 16:10, 18:10, 20:20, 21:40
14:40, 16:10, 18:10, 20:20, 21:30, 22:10
10:30, 16:00, 21:20"
L'INNOCENZA,"3,78",SI,Drammatico,Giappone,2023,126,Kore'eda indaga con delicatezza nei dubbi di un preadolescente confuso dal proprio desiderio,Kore'eda Hirokazu,"Sakura Andô, Eita, Soya Kurokawa, Hinata Hiiragi",CINEMA Greenwich,17:00
TOY STORY 5,"3,77",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa",CINEMA Madison,"15:35, 17:30, 19:25"
UN SEMPLICE INCIDENTE,"3,74",SI,Drammatico,"Iran, Francia, Lussemburgo",2025,101,Un film in cui la denuncia si fa durissima anche quando sceglie la strada dell'ironia,Jafar Panahi,"Vahid Mobasseri, Mariam Afshari, Ebrahim Azizi, Hadis Pakbaten",Cinevillage Villa Lazzaroni,21:00
"CAMP MIASMA - ADOLESCENZA, SESSO E MORTE","3,68",SI,Horror,"USA, Gran Bretagna, Canada",2026,106,Una rilettura in chiave gender dell'horror degli anni '80 e '90. Con un attualissimo sguardo sulla contemporaneità,Jane Schoenbrun,"Gillian Anderson, Hannah Einbinder, Patrick Fischler, Jack Haven","CINEMA Giulio Cesare
Quattro Fontane
The Space Parco de Medici
CINEMA Troisi","16:30 | VO: 18:45
VO: 18:45, 21:15
14:00
VO: 14:00, 22:30"
LO STRANIERO,"3,68",SI,Drammatico,Francia,2025,120,Ozon indovina il giusto equilibrio tra la fedeltà al testo di Camus e la necessità di personalizzarlo,François Ozon,"Benjamin Voisin, Rebecca Marder, Pierre Lottin, Denis Lavant",CINEMA Giulio Cesare,"16:15, 18:45"
MALDOROR,"3,66",SI,Drammatico,Belgio,2024,155,Il film entra in modo viscerale nelle zone oscure del male,Fabrice Du Welz,"Anthony Bajon, Alba Gaïa Bellugi, Alexis Manenti, Sergi López","CINEMA Farnese
CINEMA Greenwich","17:00 | VO: 21:10
VO: 21:15"
IL CILENO,"3,48",SI,"Biografico, Drammatico, Storico","Svizzera, Cile, Italia",2026,100,Un film in cui i meccanismi del genere thriller sono tutti al posto giusto,Sergio Castro San Martín,"Camilo Arancibia, Sara Serraiocco, Andrew Bargsted, Gaetano Bruno","CINEMA Cineland
CINEMA Eden
Quattro Fontane
CINEMA Tibur","15:45, 17:50
16:20, 18:40, 21:20
16:45, 18:30, 21:00
18:10, 22:00"
TONY - DIARIO DI UN GIOVANE CUOCO,"3,46",SI,"Biografico, Commedia, Drammatico",USA,2026,106,Un coming of age ironico e anticonvenzionale. Un'ode stravagante a tutte le persone fuori dal comune,Matt Johnson,"Dominic Sessa, Antonio Banderas, Leo Woodall, Emilia Jones","CINEMA Barberini
CINEMA Cineland
CINEMA Eden
Eurcine Multisala
CINEMA Madison
CINEMA Multisala Lux
The Space Parco de Medici
CINEMA Tibur
Uci Cinemas Porta di Roma","17:30 | VO: 14:30, 17:15, 19:15, 21:30
19:20, 21:30
16:10, 18:30, 21:10
16:15, 21:00
17:30, 19:30
16:00, 20:20
15:20
16:00, 20:00
19:00"
MINIONS & MONSTERS,"3,43",SI,Animazione,USA,2026,90,Un'avventura godibile - e una bella lettera d'amore per il cinema - che mantiene viva la natura surreale dei piccoli protagonisti,"Pierre Coffin, Patrick Delage","Marcello Macchia, Pierre Coffin, Romesh Ranganathan, Zoey Deutch","CINEMA Madison
Uci Cinemas Porta di Roma","15:45, 17:30, 19:25
10:40"
SPIDER-MAN - BRAND NEW DAY,"3,42",SI,"Azione, Avventura, Fantasy",USA,2026,145,"Cinema di formazione, iperbolico nella forma ma umano nella sostanza",Destin Daniel Cretton,"Tom Holland, Zendaya, Sadie Sink, Jacob Batalon","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:30, 17:30, 18:30, 21:30
21:15
15:20, 18:00, 21:30
VO: 14:30, 16:30, 19:10, 21:45
18:00, 21:00
16:45, 18:15, 20:00
16:30, 19:15
16:15, 18:15, 21:15
21:25
16:00, 18:15 | VO: 21:15
18:30, 21:30
15:30, 18:15, 21:00
16:30, 19:15, 22:00
16:30, 19:15, 22:00
18:10
18:50
14:15, 16:30, 18:20, 20:25, 21:20, 21:55
16:30, 18:30, 21:15
16:20, 19:25, 22:15
10:50, 13:00, 16:20, 19:30, 21:30, 22:30
15:45, 16:20, 19:30, 21:50
12:30, 15:30, 22:20"
LE CITTÀ DI PIANURA,"3,39",SI,Drammatico,"Italia, Germania",2025,100,Un road movie che riesce a raccontare un'Italia vera con una sua energia lenta e sul finale commovente,Francesco Sossai,"Filippo Scotti, Sergio Romano, Pierpaolo Capovilla, Roberto Citran","Arena Garbatella
Casilino Sky Park - sul Tetto
Eurcine Multisala
CINEMA Giulio Cesare","21:15
21:00
19:00, 21:00
16:15, 21:00"
SIRAT,"3,39",SI,Drammatico,"Spagna, Francia",2025,120,Un film fortemente fisico con degli spunti di scrittura potenzialmente interessanti,Oliver Laxe,"Sergi López, Bruno Núñez, Stefania Gadda, Joshua Liam Herderson",CINEMA Giulio Cesare,"VO: 19:15, 21:30"
HARRY POTTER E LA PIETRA FILOSOFALE,"3,36",SI,Fantastico,USA,2001,151,La magia di un film davvero 'per tutti',Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, John Cleese","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA FCE Majestic
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Space Moderno
The Space Parco de Medici
CINEMA Troisi
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","VO: 21:00
18:00, 21:00
20:40
21:05
15:30, 18:15, 21:00
18:00, 21:30 | VO: 21:00
21:30
20:40
14:25, 16:10, 17:10, 18:15, 19:00, 20:40, 21:45
VO: 11:00
17:00, 20:30 | VO: 18:30
10:20, 12:50, 14:00, 17:00, 20:00, 20:30, 21:40 | VO: 18:30
17:00, 20:30
10:50, 18:00"
