TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
PRINCIPESSA MONONOKE,"3,92",ASSOLUTAMENTE SI,Animazione,Giappone,1997,133,Un film avventuroso che spiazza lo spettatore senza perdere coerenza. Il più canonico di Miyazaki,Hayao Miyazaki,"Billy Crudup, Billy Bob Thornton, Minnie Driver, John Di Maggio",CINEMA Madison,"17:00, 19:00, 21:30"
THE SEA,"3,65",SI,Drammatico,Israele,2025,93,"Un'opera divenuta un ""caso"" che ci costringe a non voltare lo sguardo altrove",Shai Carmeli-Pollak,"Muhammad Gazawi, Khalifa Natour, Marlene Bajali, Hilla Sarjon","CINEMA Barberini
CINEMA Intrastevere
CINEMA Madison","21:30
17:15
16:00, 17:45, 19:35, 21:35, 15:40"
VELLUTO BLU,"3,65",SI,Thriller,USA,1986,120,"Il noir secondo David Lynch: da qui nascerà Twin Peaks , da qui cambierà il cinema",David Lynch,"Isabella Rossellini, Kyle MacLachlan, Dennis Hopper, Laura Dern",Il in Piazza al Casale della Cervelletta,21:15
SEND HELP,"3,53",SI,Horror,USA,2026,113,"Un fim che si snoda tra satira e apologo morale, confermando Raimi come regista energico e ironico",Sam Raimi,"Rachel McAdams, Dylan O'Brien, Dennis Haysbert, Chris Pang",CINEMA Troisi,VO: 00:30
GLI SPOSTATI,"3,45",SI,Drammatico,USA,1961,124,"L'ultimo film della star americana Marilyn Monroe, un western crepuscolare e paradossalmente proiettato nel futuro",John Huston,"Clark Gable, Marilyn Monroe, Montgomery Clift, Thelma Ritter",CINEMA Troisi,VO: 14:30
L'AMORE CHE RIMANE,"3,38",SI,Drammatico,"Islanda, Danimarca, Svezia, Francia",2025,109,Un'opera che sembra aver trovato la soluzione perfetta per equilibrare la commedia con un tocco di surreale e il dramma famigliare,Hlynur Palmason,"Saga Garðarsdóttir, Sverrir Gudnason, Ída Mekkín Hlynsdóttir, Grímur Hlynsson","CINEMA Farnese
CINEMA Madison","17:30 | VO: 21:30
17:30"
NEL TEPORE DEL BALLO,"3,35",SI,Drammatico,Italia,2026,92,"Attori che sanno osare in un film libero, dove Pupi Avati si rinnova rimanendo fedele a se stesso",Pupi Avati,"Massimo Ghini, Isabella Ferrari, Giuliana De Sio, Lina Sastri",Teatro Don Bosco,18:00
OBSESSION,"3,31",SI,Horror,USA,2026,108,La conferma del talento dell'astro nascente Curry Barker,Curry Barker,"Michael Johnston (II), Inde Navarrette, Cooper Tomlinson, Megan Lawless","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","17:00, 19:15, 21:40
21:20
17:15, 22:00
VO: 15:00, 17:00, 19:00, 21:45
17:00, 21:35
16:15, 18:30, 21:40
15:45, 21:35, 15:30
20:00, 22:15 | VO: 22:30
20:10, 22:30
21:40
14:40, 16:50, 18:30, 21:10
21:00
17:40, 20:20, 22:00, 23:00
16:10, 18:10, 20:45, 22:50
17:40, 20:20, 22:00, 23:00"
MICHAEL,"3,29",SI,Biografico,USA,2026,127,"Un film-evento musicale, dal ritmo travolgente. Da brividi la performance di Jaafar Jackson",Antoine Fuqua,"Jaafar Jackson, Nia Long, Laura Harrier, Juliano Valdi","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Intrastevere
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:20, 17:45, 20:30, 21:30
16:20, 18:50, 21:20
15:30, 18:00, 20:30
VO: 15:00, 17:20, 19:20, 21:45
15:00, 19:15
16:00, 17:00, 18:30, 20:15, 21:15
21:30
16:30, 19:00, 21:30
16:30, 19:00 | VO: 21:30
VO: 19:15, 21:45
14:45, 17:00, 19:20, 21:35
16:30, 19:00, 21:30
16:30, 19:00, 21:30
19:00, 21:30
18:45, 21:15
15:45, 18:50
14:35, 16:30, 17:50, 18:25, 20:35, 21:30, 22:10
16:30, 19:00, 21:30
16:10, 19:00, 22:20
14:00, 15:10, 17:00, 20:00, 21:20, 22:30
15:10, 16:20, 19:10, 22:30
15:10, 18:10, 21:00"
HEN - STORIA DI UNA GALLINA,"3,28",SI,"Commedia, Drammatico","Germania, Grecia, Ungheria",2025,96,"Coming of age ma anche thriller, particolarmente riuscito nelle percezioni sonore della gallina",György Pálfi,"Yannis Kokiasmenos, Maria Diakopanayotou, Argyris Pantazaras, Machmout Bamerni","Eurcine Multisala
CINEMA Madison","16:45
17:45, 19:35, 17:15"
