TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
THE FABELMANS,"4,16",ASSOLUTAMENTE SI,"Drammatico, Biografico",USA,2022,151,Un monumento alla mitologia del suo autore che firma qui un'intima lettera d'amore e un'emozionante autobiografia,Steven Spielberg,"Michelle Williams, Paul Dano, Seth Rogen, Gabriel LaBelle",Arena Vigna Murata,20:30
LA GRAZIA,"4,13",ASSOLUTAMENTE SI,Drammatico,Italia,2025,131,"Un'ode comica e malinconica sulla condizione umana. Un film toccato dalla grazia, con Toni Servillo che giganteggia",Paolo Sorrentino,"Toni Servillo, Anna Ferzetti, Orlando Cinque, Massimo Venturiello",Arena Garbatella,21:15
FRANKENSTEIN JUNIOR,"4,06",ASSOLUTAMENTE SI,Comico,USA,1974,106,Un umorismo che non vuole essere dissacrante e che lascia trapelare la nostalgia senza però frenare la comicità,Mel Brooks,"Gene Wilder, Peter Boyle, Marty Feldman, Teri Garr",Roma Arena - Parco degli Acquedotti,21:15
L'ANNO NUOVO CHE NON ARRIVA,"4,01",ASSOLUTAMENTE SI,Drammatico,"Romania, Serbia",2024,138,Una tragicommedia traboccante d'ironia. E dallo spregiudicato coraggio civile,Bogdan Muresanu,"Adrian Vancica, Nicoleta Hâncu, Emilia Dobrin, Iulian Postelnicu",Delle Provincie,18:00
NOUVELLE VAGUE,"3,92",ASSOLUTAMENTE SI,"Commedia, Biografico, Drammatico",Francia,2025,106,"Il racconto appassionato e appassionante della realizzazione di Fino all'ultimo respiro, film-simbolo della nouvelle vague",Richard Linklater,"Guillaume Marbeck, Zoey Deutch, Aubry Dullin, Alix Bénézech",CINEMA Farnese,VO: 19:00
DAISIES - LE MARGHERITINE,"3,90",ASSOLUTAMENTE SI,Commedia,Repubblica Ceca,1966,74,Il manifesto di un femminismo che assume i toni dell'estetica dadaista: l'opera più significativa e trasgressiva di Chytilová,Vera Chytilová,"Ivana Karbanová, Jitka Cerhová, Julius Albert, Jan Klusák",CINEMA Troisi,VO: 00:30
SCIROCCO E IL REGNO DEI VENTI,"3,82",SI,Animazione,"Belgio, Francia",2023,81,Un film d'animazione che regge il confronto con Miyazaki. Affascinando grandi e piccini,Benoît Chieux,N.D.,CINEMA Dei Piccoli,16:00
TOY STORY 5,"3,78",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:00, 17:20, 19:30, 21:40
17:15, 19:20, 20:20, 21:30
16:30, 18:30
15:00, 17:10, 19:20, 21:30
VO: 14:45, 17:20, 18:10, 21:30
15:30, 17:30, 19:30, 21:20
16:00, 17:00, 18:10, 20:15
16:00, 18:00
17:00
16:30, 18:30
16:30, 18:30
17:30, 19:30, 21:30
15:00, 17:00, 19:00, 21:00
16:00, 18:10, 20:20, 22:30
16:00, 18:10, 20:20, 22:30
17:30, 18:40, 21:35
15:00, 17:00, 19:25, 21:25
14:10, 15:50, 16:30, 17:05, 17:50, 19:00, 19:45, 20:50, 21:40
16:00, 17:00, 18:00, 19:00
14:00, 16:40, 19:00, 20:00, 21:30
10:30, 11:20, 12:20, 13:10, 14:00, 15:50, 16:40, 18:00, 19:00, 21:30
10:30, 11:20, 12:30, 13:10, 14:00, 15:50, 16:40, 18:00, 19:00, 20:00, 21:30
11:20, 13:50, 16:20, 19:00, 21:20"
E.1027 - EILEEN GRAY E LA CASA SUL MARE,"3,77",SI,"Documentario, Drammatico",Svizzera,2024,89,"Tra doc, fiction e messa in scena teatrale. La costruzione di una casa diversa per un diverso modo di concepire il mondo","Beatrice Minger, Christoph Schaub","Natalie Radmall-Quirke, Axel Moustache, Charles Morillon, Vera Flück",CINEMA Dei Piccoli,VO: 18:50
STILL WALKING - CAMMINANDO IN UN GIORNO D'ESTATE,"3,77",SI,Drammatico,Giappone,2008,114,Il punto più alto di un cinema che ha sempre cercato di raccontare i legami invisibili che uniscono le persone,Kore'eda Hirokazu,"You, Hiroshi Abe, Yoshio Harada, Ryôga Hayashi","CINEMA Greenwich
CINEMA Mignon","19:00
16:45, 19:00, 21:15"
