TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
LUPIN III - IL CASTELLO DI CAGLIOSTRO,"3,84",SI,Animazione,Giappone,1979,100,"Miyazaki entusiasma, diverte e stupisce con il contributo di una sceneggiatura brillante e ben bilanciata",Hayao Miyazaki,"Eiko Masuyama, Gorô Naya, Kiyoshi Kobayashi, Makio Inoue",CINEMA Madison,"15:00, 21:35"
SENTIMENTAL VALUE,"3,80",SI,"Commedia, Drammatico","Norvegia, Germania, Danimarca, Francia, Svezia",2025,132,"Con una cifra stilistica inconfondibile, Trier delinea con morbidezza e fluidità la complessità dei rapporti familiari",Joachim Trier,"Renate Reinsve, Stellan Skarsgård, Inga Ibsdotter Lilleaas, Elle Fanning",Cinevillage Piazza Vittorio,21:30
TOY STORY 5,"3,78",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
Eurcine Multisala
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 17:20, 19:30
17:20, 18:20, 19:20, 21:20
15:00, 17:10, 19:20, 21:30
VO: 14:15
15:20
16:20, 18:30, 20:40
17:00
17:20
15:15, 17:00, 19:00, 21:00
16:00, 18:00, 20:00
16:00, 18:00, 20:00
19:20
14:45
14:00, 18:30
16:00, 17:00, 19:00
14:40, 16:10, 17:10, 20:10
11:30, 13:20, 14:40, 15:50, 17:10
20:10
13:50, 16:30"
STILL WALKING - CAMMINANDO IN UN GIORNO D'ESTATE,"3,77",SI,Drammatico,Giappone,2008,114,Il punto più alto di un cinema che ha sempre cercato di raccontare i legami invisibili che uniscono le persone,Kore'eda Hirokazu,"You, Hiroshi Abe, Yoshio Harada, Ryôga Hayashi","CINEMA Greenwich
CINEMA Mignon","VO: 18:15
16:30, 18:45"
AFTER LIFE - QUAL È IL TUO RICORDO PIÙ BELLO?,"3,73",SI,Drammatico,Giappone,1998,118,"L'indagine sull'uomo di Kore-eda sconfina nell'aldilà, in una riflessione originale sul significato dell'esistenza",Kore'eda Hirokazu,"Arata, Erika Oda, Susumu Terajima, Takashi Naitô","CINEMA Giulio Cesare
CINEMA Mignon
Quattro Fontane","16:30, 18:45 | VO: 21:00
19:00, 21:15
18:45 | VO: 21:00"
NINO,"3,73",SI,Drammatico,Francia,2025,96,Un esordio ricco di sfumature e di sottili trovate narrative. Una piccola opera che contiene moltitudini,Pauline Loquès,"Théodore Pellerin, Jeanne Balibar, William Lebghil, Salomé Dewaels",Azzurro Scipioni,19:00
ODISSEA,"3,73",SI,"Avventura, Drammatico, Fantasy","USA, Gran Bretagna",2026,172,L'epica si fa cinema. Nolan rilegge l'Odissea e ci illumina con messaggi pacifisti e femministi,Christopher Nolan,"Matt Damon, Tom Holland, Anne Hathaway, Robert Pattinson","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Eden
Eurcine Multisala
CINEMA Farnese
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Jolly
CINEMA Madison
CINEMA Mignon
CINEMA Multisala Lux
Multisala Odeon
Quattro Fontane
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
CINEMA Troisi
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:00, 17:00, 18:00, 19:50, 20:30, 21:30, 21:40 | VO: 19:00
17:15, 17:40, 18:20, 19:00, 20:30, 21:00 | VO: 20:30
16:30, 18:00, 20:00, 21:30
15:00, 16:00, 17:00, 18:15, 19:20, 20:20, 21:30
15:30, 18:00, 18:45, 21:00, 21:45 | VO: 14:00, 15:00, 16:10, 17:15, 18:15, 18:40, 20:30, 21:30, 22:00
15:00, 16:00, 18:00, 19:00, 21:00
15:45, 16:45, 18:30, 19:15, 20:15
16:30, 18:00, 19:00, 20:30, 21:30
16:30, 17:40, 19:00, 20:00, 21:00
16:00, 17:00, 18:00, 20:00, 20:30, 21:15
17:00 | VO: 20:30
15:15, 21:00 | VO: 15:45, 20:45
16:00, 20:00 | VO: 18:00, 19:30, 21:15
16:30, 20:00 | VO: 18:00, 21:15
17:00, 18:00, 19:30, 20:30, 21:30
14:45, 15:45, 17:00, 17:50, 18:45, 20:00, 20:55
15:45, 17:30, 20:45
16:00, 16:30, 17:15, 18:00, 19:30, 20:00, 20:45, 21:30, 22:00 | VO: 17:00, 18:00, 20:30, 21:30, 22:00
16:00, 18:00, 20:00, 21:30, 22:00
16:30, 20:15 | VO: 15:00, 18:15, 21:30
16:30, 18:00, 20:30, 21:30
17:15, 18:15, 20:30, 21:30
14:20, 15:15, 16:30, 17:30, 18:10, 18:45, 19:00, 20:30, 21:30, 22:00, 22:30
14:15, 15:05, 15:35, 15:50, 15:55, 16:20, 16:30, 17:00, 17:20, 17:30, 18:15, 18:35, 18:55, 19:00, 19:15, 19:35, 19:45, 20:00, 20:15, 20:30, 20:45, 21:00, 21:15, 21:30, 21:45, 22:15, 22:25
16:00, 17:00, 18:00, 19:30, 20:30, 21:30
VO: 11:00, 14:30, 18:00, 21:30
14:00, 15:00, 15:30, 16:00, 16:30, 17:00, 18:00, 18:30, 19:00, 19:30, 20:00, 20:30, 21:00, 21:20, 21:40, 22:00, 22:30, 23:00 | VO: 15:50
10:00, 11:00, 12:10, 13:00, 14:00, 14:20, 15:00, 15:30, 16:00, 16:20, 16:30, 17:00, 17:30, 18:00, 18:15, 18:30, 19:00, 19:30, 20:00, 20:15, 20:30, 21:00, 21:10, 21:20, 21:40, 21:50, 22:00, 22:20, 22:40, 23:00, 23:20 | VO: 10:30
13:00, 14:00, 15:00, 15:30, 16:00, 16:30, 17:00, 18:00, 18:30, 19:00, 19:30, 20:00, 20:30, 21:00, 21:20, 21:40, 22:00, 23:00 | VO: 15:50
10:00, 12:00, 13:00, 13:20, 14:00, 15:00, 16:00, 17:00, 18:00, 18:50, 20:00, 21:00, 21:30, 22:00, 22:30, 23:10, 23:50 | VO: 09:10, 19:30"
IL CASO 137,"3,70",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo",Azzurro Scipioni,21:00
L'HANGAR ROSSO,"3,70",SI,Drammatico,"Italia, Cile",2026,83,"Un ottimo thriller dall'eleganza concisa. Il racconto degli Anni Settanta in Cile, intriso delle preoccupazioni del presente",Juan Pablo Sallato,"Nicolás Zárate, Boris Quercia, Marcial Tagle, Catalina Stuardo","CINEMA Barberini
CINEMA Cineland
CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Greenwich
Uci Cinemas Porta di Roma","VO: 16:10
20:30
16:30, 18:45, 21:15
17:00, 19:00
17:30, 19:15 | VO: 21:00
16:30 | VO: 20:30
13:40"
LO STRANIERO,"3,68",SI,Drammatico,Francia,2025,120,Ozon indovina il giusto equilibrio tra la fedeltà al testo di Camus e la necessità di personalizzarlo,François Ozon,"Benjamin Voisin, Rebecca Marder, Pierre Lottin, Denis Lavant",Delle Provincie,VO: 20:30
40 SECONDI,"3,65",SI,"Biografico, Drammatico",Italia,2025,121,Un film dalla marcia in più. Un teso e riuscito 'romanzo criminale' sull'omicidio di Willy Monteiro Duarte,Vincenzo Alfieri,"Francesco Gheghi, Enrico Borello, Francesco Di Leva, Beatrice Puccilli",Cinevillage Villa Bonelli,21:15
MARTY SUPREME,"3,57",SI,"Biografico, Drammatico, Sportivo",USA,2025,149,Chalamet gioca (letteralmente) il ruolo della vita in un'opera formalmente e tematicamente esaltante,Josh Safdie,"Timothée Chalamet, Gwyneth Paltrow, Odessa A'zion, Kevin O'Leary",Arena Garbatella,21:15
MR. NOBODY AGAINST PUTIN - IL FILM CONTRO TUTTE LE GUERRE,"3,57",SI,Documentario,"Danimarca, Repubblica Ceca",2025,90,Un documentario che riesce a mostrare dove la propaganda di un regime può arrivare,"David Borenstein, Pavel Ilyich Talankin",N.D.,Arena di Tor Marancia,21:15
SPRINGSTEEN - LIBERAMI DAL NULLA,"3,57",SI,"Biografico, Drammatico",USA,2025,120,Una ballata folk che racconta il Boss - magistralmente interpretato da Jeremy Allen White - come paladino delle imperfezioni,Scott Cooper,"Jeremy Allen White, Jeremy Strong, Paul Walter Hauser, Stephen Graham","Arena Nuovo Sacher
CINEMA Nuovo Sacher","VO: 21:30
VO: 21:30"
LA MATTINA SCRIVO,"3,56",SI,Drammatico,Francia,2025,92,"Un racconto che ruota attorno a un punto di rottura. Una fotografia del presente, scattata con gentilezza, ma crudamente a fuoco",Valérie Donzelli,"Bastien Bouillon, André Marcon, Virginie Ledoyen, Adrien Barazzone",CINEMA Tiziano,17:00
AMORI CHE NON SANNO STARE AL MONDO,"3,55",SI,Drammatico,Italia,2017,92,"Tra sorriso e riflessione, una commedia che sa guardare oltre la superficie delle sempre più complesse relazioni amorose",Francesca Comencini,"Lucia Mascino, Thomas Trabacchi, Carlotta Natoli, Valentina Bellè",CINEMA Effetto Notte,21:40
OPERAZIONE SOTTOVESTE,"3,44",SI,Commedia,USA,1959,120,N.D.,Blake Edwards,"Cary Grant, Tony Curtis, Joan O'Brien, Dina Merrill, Gene Evans","Casa del Cinema
Teatro all'Aperto Ettore Scola","21:30
21:30"
LE CITTÀ DI PIANURA,"3,40",SI,Drammatico,"Italia, Germania",2025,100,Un road movie che riesce a raccontare un'Italia vera con una sua energia lenta e sul finale commovente,Francesco Sossai,"Filippo Scotti, Sergio Romano, Pierpaolo Capovilla, Roberto Citran",Cinevillage Parco Tevere Marconi,21:30
BASSIFONDI,"3,33",SI,Drammatico,Italia,2022,94,"Una storia lineare, quasi trasparente, che cattura il viaggio lancinante dentro una Roma di ombre",Francesco Pividori,"Gabriele Silli, Romano Talevi, Edoardo Pesce, Asia Zanzuri",Arena Meda - Oasi Urbana,21:00
LA CANZONE DI CARLA,"3,33",SI,Drammatico,Gran Bretagna,1996,127,Il racconto di una realtà che reclama il ritorno alle radici di una lotta di popolo che si alimenta grazie alle singole esistenze,Ken Loach,"Scott Glenn, Robert Carlyle, Oyanka Cabezas, Gary Lewis",Arena San Lorenzo,21:00
MINIONS & MONSTERS,"3,33",SI,Animazione,USA,2026,90,Un'avventura godibile - e una bella lettera d'amore per il cinema - che mantiene viva la natura surreale dei piccoli protagonisti,"Pierre Coffin, Patrick Delage","Marcello Macchia, Pierre Coffin, Romesh Ranganathan, Zoey Deutch","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:00, 17:00, 18:40, 20:30
17:20, 18:40
16:15
15:00, 15:50, 17:40, 19:30, 21:20
VO: 14:30, 17:45
17:15, 19:10
16:30, 17:30, 18:30, 20:00
16:00, 17:00
16:15, 19:15
19:00
16:15, 19:00
17:00, 19:00, 21:00
15:15, 17:00, 19:00, 21:00
16:00, 18:00, 20:00
16:00, 18:00, 20:00
16:15
17:25, 18:30, 21:15
14:00, 16:20
14:00, 16:05, 16:45, 17:40, 19:55, 22:20
16:15, 18:15, 20:00
14:20, 15:20, 16:20, 17:40, 19:10
10:20, 11:10, 12:30, 13:30, 14:10, 15:10, 16:00, 17:20, 19:10, 21:10
14:20, 15:20, 16:20, 17:50, 19:10
10:30, 17:10, 19:00"
