TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
IL CIELO SOPRA BERLINO,"4,07",ASSOLUTAMENTE SI,"Drammatico, Fantasy",Germania,1987,130,Uno dei capolavori di Wim Wenders,Wim Wenders,"Bruno Ganz, Peter Falk, Solveig Dommartin, Otto Sander",Palazzo San Lorenzo,21:00
RENTAL FAMILY - NELLE VITE DEGLI ALTRI,"3,87",ASSOLUTAMENTE SI,Commedia drammatica,"Giappone, USA",2025,103,Una commedia universale che riesce nell'impresa di aprire i cuori e contagiare speranza in chi guarda,HIKARI,"Brendan Fraser, Paolo Andrea Di Pietro, Takehiro Hira, Shinji Ozeki (II)",CINEMA Madison,21:35
È L'ULTIMA BATTUTA?,"3,72",SI,Commedia,USA,2025,121,Il terzo film di Bradley Cooper è bellissimo e travolgente. Strepitosi Will Arnett e Laura Dern,Bradley Cooper,"Will Arnett, Laura Dern, Andra Day, Bradley Cooper",CINEMA Madison,21:35
THE SEA,"3,66",SI,Drammatico,Israele,2025,93,"Un'opera divenuta un ""caso"" che ci costringe a non voltare lo sguardo altrove",Shai Carmeli-Pollak,"Muhammad Gazawi, Khalifa Natour, Marlene Bajali, Hilla Sarjon","Azzurro Scipioni
CINEMA Barberini
CINEMA Intrastevere
CINEMA Madison
CINEMA Tibur","18:45, 20:30
13:20
17:15
16:00, 17:45, 19:35, 21:35
18:15, 20:10"
LO STRANIERO,"3,65",SI,Drammatico,Francia,2025,120,Ozon indovina il giusto equilibrio tra la fedeltà al testo di Camus e la necessità di personalizzarlo,François Ozon,"Benjamin Voisin, Rebecca Marder, Pierre Lottin, Denis Lavant",CINEMA Madison,"19:25, 21:35"
A CENA CON IL DITTATORE,"3,49",SI,"Commedia, Drammatico, Storico","Spagna, Francia",2025,106,Un film dal deciso affondo politico. Un cinema vecchia scuola che è sempre un piacere da guardare,Manuel Gómez Pereira,"Mario Casas, Alberto San Juan, Asier Etxeandia, Oscar Lasarte","CINEMA Eden
CINEMA Madison
CINEMA Mignon
CINEMA Tiziano","21:15
17:30, 19:30
16:00, 20:45
21:30"
LA SALITA,"3,41",SI,Drammatico,Italia,2026,90,"Esordio alla regia dell'attore Massimiliano Gallo, un tributo all'amore per il palcoscenico e alla sua capacità trasformativa",Massimiliano Gallo,"Roberta Caronia, Francesco Cossu, Antonio Milo, Shalana Santana","CINEMA Greenwich
CINEMA Madison","15:45
15:45"
MICHAEL,"3,37",SI,Biografico,USA,2026,127,"Un film-evento musicale, dal ritmo travolgente. Da brividi la performance di Jafaar Jackson",Antoine Fuqua,"Jaafar Jackson, Nia Long, Laura Harrier, Juliano Valdi","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Intrastevere
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Tibur
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:20, 17:45, 19:00, 20:30, 21:40 | VO: 21:00
16:20, 17:40, 18:45, 20:30, 21:20
16:30, 19:00
15:30, 18:00, 19:00, 20:30, 21:30
12:40, 15:00, 17:00, 19:20 | VO: 13:00, 15:20, 17:45, 19:20, 21:45
17:00, 19:15, 21:30
16:00, 17:00, 18:30, 20:15, 21:15
16:30, 19:00, 21:30
16:30, 18:15, 19:15, 20:30, 21:30
15:45, 20:45 | VO: 18:15, 21:30
VO: 19:15, 21:45
16:00, 18:10, 20:10, 22:30
14:45, 16:15, 17:00, 18:35, 19:20, 21:15
14:00, 16:30, 19:00, 20:00, 21:30, 22:30 | VO: 13:15, 22:15
16:30, 19:00, 20:00, 21:30, 22:30
16:30, 19:00, 21:30
16:15, 17:45, 18:45, 20:25, 21:15
11:40, 17:50, 20:50
11:35, 13:45, 14:40, 15:25, 16:20, 17:40, 18:50, 19:50, 20:35, 20:50, 21:25, 22:00, 22:30, 23:00
16:00 | VO: 22:00
16:30, 18:00, 19:00, 21:30
11:30, 13:30, 15:10, 16:20, 17:20, 18:10, 18:30, 19:10, 20:10, 21:10, 22:10, 22:50 | VO: 12:30
11:30, 13:30, 15:00, 15:30, 17:30, 18:00, 18:50, 19:20, 20:00, 20:30, 21:20, 22:10 | VO: 12:30
11:30, 13:30, 15:10, 17:20, 18:10, 19:10, 20:10, 20:50, 21:00, 22:10, 22:50 | VO: 12:30
11:10, 15:30, 16:50, 18:20, 19:40, 21:10, 22:30, 23:40"
ANTARTICA - QUASI UNA FIABA,"3,26",SI,Commedia,Italia,2026,93,"Un film più unico che raro in Italia sulla ricerca scientifica, con un ottimo cast",Lucia Calamaro,"Silvio Orlando, Barbara Ronchi, Valentina Bellè, Simone Liberati","CINEMA Adriano
CINEMA Cineland
CINEMA Giulio Cesare
CINEMA Madison
Quattro Fontane","17:20
18:30, 20:30
17:55, 19:40, 21:45
17:45, 19:35, 15:55
15:45, 19:50, 21:45"
FILM D'AMORE E D'ANARCHIA OVVERO: STAMATTINA ALLE 10 IN VIA DEI FIORI NELLA NOTA CASA DI TOLLERANZA,"3,07",SI,Commedia,Italia,1973,125,N.D.,Lina Wertmüller,"Giancarlo Giannini, Mariangela Melato, Eros Pagni, Lina Polito, Anna Bonaiuto",Palazzo San Lorenzo,18:00
