TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
L'HANGAR ROSSO,"4,04",ASSOLUTAMENTE SI,Drammatico,"Italia, Cile",2026,83,"Un ottimo thriller dall'eleganza concisa. Il racconto degli Anni Settanta in Cile, intriso delle preoccupazioni del presente",Juan Pablo Sallato,"Nicolás Zárate, Boris Quercia, Marcial Tagle, Catalina Stuardo","CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Greenwich","21:15
16:00
16:15
VO: 19:45"
LUPIN III - IL CASTELLO DI CAGLIOSTRO,"3,84",SI,Animazione,Giappone,1979,100,"Miyazaki entusiasma, diverte e stupisce con il contributo di una sceneggiatura brillante e ben bilanciata",Hayao Miyazaki,"Eiko Masuyama, Gorô Naya, Kiyoshi Kobayashi, Makio Inoue",CINEMA Madison,15:00
ORFEO,"3,79",SI,Fantasy,Italia,2025,74,Love story all'insegna della fantasia e della sperimentazione. Villoresi mette in mostra un talento determinato,Virgilio Villoresi,"Luca Vergoni, Giulia Maenza, Aomi Muyock, Lorenzo Talotti",CINEMA Troisi,VO: 13:30
ODISSEA,"3,78",SI,"Avventura, Drammatico, Fantasy","USA, Gran Bretagna",2026,172,L'epica si fa cinema. Nolan rilegge l'Odissea e ci illumina con messaggi pacifisti e femministi,Christopher Nolan,"Matt Damon, Tom Holland, Anne Hathaway, Robert Pattinson","CINEMA Adriano
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Jolly
CINEMA Madison
CINEMA Mignon
CINEMA Multisala Lux
Multisala Odeon
Quattro Fontane
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Tibur
CINEMA Trianon
CINEMA Troisi
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:30, 17:00, 18:00, 19:50, 20:30, 21:00, 21:30 | VO: 19:00
17:00, 18:00, 20:30, 21:30
14:15, 17:20, 19:15, 20:30, 22:00 | VO: 14:00, 15:00, 16:00, 17:40, 18:15, 19:00, 20:45, 22:00, 22:15
15:00, 18:00, 21:00
15:45, 16:45, 18:30, 19:15, 20:15
16:30, 17:45, 19:00, 20:00, 21:00
16:00, 18:00, 19:00, 20:00, 21:15
16:30, 17:30, 19:30, 20:30 | VO: 18:00, 19:30, 21:15
16:30, 20:00 | VO: 18:00, 21:15
17:00, 18:00, 20:30, 21:15, 21:45
14:50, 15:45, 17:00, 17:50, 18:45, 20:00, 20:55
16:00, 17:30, 19:15, 20:45
16:00, 17:15, 18:00, 19:15, 20:45, 21:30, 22:00 | VO: 17:00, 20:30, 22:00
16:30, 18:15, 20:00, 21:30
16:15, 17:00, 20:30 | VO: 15:00, 18:15, 19:30, 21:30
16:30, 17:50, 20:10, 21:15
15:15, 17:30, 21:15, 21:55
14:10, 14:25, 15:05, 15:40, 16:30, 17:00, 17:30, 17:50, 18:15, 18:50, 19:30, 19:45, 20:05, 20:15, 20:45, 21:10, 21:15, 21:30
17:30, 18:15, 20:45 | VO: 21:30
16:00, 17:00, 18:00, 19:30, 20:30, 21:30
VO: 15:30, 18:30, 21:30
15:05, 16:00, 16:30, 17:30, 18:00, 19:10, 19:30, 20:10, 21:00, 21:30, 22:00 | VO: 20:40
11:10, 13:00, 14:20, 14:50, 15:30, 16:20, 17:00, 18:00, 18:30, 19:10, 20:00, 20:40, 21:00, 21:30, 22:20, 22:45, 23:10 | VO: 10:20
13:10, 14:10, 16:30, 17:30, 18:30, 19:10, 20:10, 21:00, 21:40, 22:10, 22:45 | VO: 15:10
09:20, 11:00, 14:25, 17:00, 18:00, 19:00, 20:40, 21:40, 22:40"
TOY STORY 5,"3,78",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa","CINEMA Adriano
CINEMA Cineland
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00
16:30, 20:30
17:15, 19:15, 21:05
18:00
18:30
14:20
16:25
10:50, 16:10
14:40, 16:50
14:35"
STILL WALKING - CAMMINANDO IN UN GIORNO D'ESTATE,"3,77",SI,Drammatico,Giappone,2008,114,Il punto più alto di un cinema che ha sempre cercato di raccontare i legami invisibili che uniscono le persone,Kore'eda Hirokazu,"You, Hiroshi Abe, Yoshio Harada, Ryôga Hayashi","CINEMA Greenwich
CINEMA Mignon","16:45
18:45"
AFTER LIFE - QUAL È IL TUO RICORDO PIÙ BELLO?,"3,73",SI,Drammatico,Giappone,1998,118,"L'indagine sull'uomo di Kore-eda sconfina nell'aldilà, in una riflessione originale sul significato dell'esistenza",Kore'eda Hirokazu,"Arata, Erika Oda, Susumu Terajima, Takashi Naitô",CINEMA Mignon,21:00
MABOROSI - I BAGLIORI DELL'ANIMA,"3,73",SI,Drammatico,Giappone,1995,110,"Un'opera silenziosa, quasi astratta, un debutto sorprendente per rigore formale e intensità emotiva",Kore'eda Hirokazu,"Makiko Esumi, Takashi Naitô, Tadanobu Asano, Gohki Kashiyama",CINEMA Troisi,VO: 11:00
UN SEMPLICE INCIDENTE,"3,73",SI,Drammatico,"Iran, Francia, Lussemburgo",2025,101,Un film in cui la denuncia si fa durissima anche quando sceglie la strada dell'ironia,Jafar Panahi,"Vahid Mobasseri, Mariam Afshari, Ebrahim Azizi, Hadis Pakbaten",CINEMA Eden,"16:30, 18:45, 21:10"
IL CASO 137,"3,70",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo",CINEMA Eden,"16:30, 18:45"
