TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
M - IL MOSTRO DI DÜSSELDORF,"4,59",ASSOLUTAMENTE SI,Drammatico,Germania,1931,117,Un capolavoro la cui inquietudine risuona anche a un secolo di distanza,Fritz Lang,"Peter Lorre, Gustaf Gründgens, Rudolf Blummer, Ellen Widman",Quattro Fontane,"VO: 16:30, 18:45, 21:00"
UN GIORNO SENZA DONNE,"4,25",ASSOLUTAMENTE SI,Documentario,"Islanda, USA",2024,70,"Tra cronaca e storia, la rievocazione sentita dello storico sciopero che nel 1975 fermò l'Islanda",Pamela Hogan,Vigdís Finnbogadóttir,CINEMA Farnese,"VO: 16:00, 19:15"
YES,"3,88",ASSOLUTAMENTE SI,Drammatico,"Francia, Cipro, Germania, Israele",2025,150,Film mostro che si interroga sulla posizione dell'artista in tempo di guerra quando l'ignoranza diventa un crimine,Nadav Lapid,"Ariel Bronz, Efrat Dor, Sharon Alexander, Pablo Pillaud-Vivien",CINEMA Troisi,VO: 15:00
ODISSEA,"3,80",SI,"Avventura, Drammatico, Fantasy","USA, Gran Bretagna",2026,172,L'epica si fa cinema. Nolan rilegge l'Odissea e ci illumina con messaggi pacifisti e femministi,Christopher Nolan,"Matt Damon, Tom Holland, Anne Hathaway, Robert Pattinson","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA Farnese
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
Quattro Fontane
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 17:20, 20:40
20:00
16:30, 20:00
17:40, 21:00
16:10, 21:45 | VO: 14:30, 18:30, 21:30
16:45, 20:00
17:00
17:15, 20:45
20:30
VO: 20:45
21:30
17:45, 20:45
16:30, 18:15, 20:00
18:15, 21:30
VO: 17:15, 20:45
17:00, 20:30
20:30
21:30
14:35, 15:10, 15:30, 17:50, 19:20, 20:05, 21:20
17:00, 20:00
16:45, 17:40, 19:40, 21:15
14:20, 17:10, 20:45, 22:00
14:00, 17:40, 20:00, 21:30
14:00, 19:30, 21:10"
COYOTE VS. ACME,"3,78",SI,"Animazione, Avventura, Commedia",USA,2026,103,"Un legal drama dell'assurdo, un'opera contro l'impunità delle grandi aziende",Dave Green,"John Cena, Lana Condor, Will Forte, P.J. Byrne","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Broadway
CINEMA Cineland
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
Palazzo San Lorenzo
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:40, 18:00, 20:30
19:15, 21:15
15:00, 17:05, 21:40
15:10, 18:30, 21:00
16:00, 18:10, 20:30
16:30, 18:45
16:20
16:15, 18:30
17:30, 19:30
15:30, 17:30, 19:30, 21:30
16:00, 18:10, 20:20 | VO: 22:30
16:30
VO: 22:30
17:00, 19:10, 21:30
16:00, 18:25, 21:00
14:25, 16:35, 19:00, 20:20, 22:10
17:10, 18:50, 19:45, 21:10, 22:15
14:30, 16:20, 17:00, 19:30, 21:40, 22:00
14:30, 15:30, 16:30, 17:00, 19:20, 21:45
16:00, 17:40, 18:50, 22:15"
SILENT FRIEND,"3,75",SI,Drammatico,"Germania, Francia, Ungheria",2025,145,Una sfida vinta: Enyedi affronta con originalità l'impresa di relazionare esseri umani con il mondo vegetale,Ildikó Enyedi,"Tony Chiu-Wai Leung, Luna Wedler, Enzo Brumm, Léa Seydoux","CINEMA Eden
CINEMA Farnese
CINEMA Mignon
CINEMA Troisi","15:30
16:00 | VO: 18:30
16:15 | VO: 21:15
VO: 11:00"
BATMAN,"3,72",SI,Fantastico,USA,1989,126,"Un film imperfetto, che lanciò Burton tra i grandi di Hollywood",Tim Burton,"Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Multisala Lux
The Space Moderno
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","VO: 21:00
16:50, 19:10, 21:20
21:20
VO: 17:30, 21:30
20:30 | VO: 21:30
19:20
20:35
18:20, 21:10
18:20, 21:10
19:50, 21:10
21:10"
BIRDMAN,"3,59",SI,Commedia,USA,2014,119,"Un film magmatico, gioiosamente ridondante, tracimante vita ed ambizione",Alejandro G. Iñárritu,"Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough",Palazzo San Lorenzo,VO: 20:30
TONY - DIARIO DI UN GIOVANE CUOCO,"3,49",SI,"Biografico, Commedia, Drammatico",USA,2026,106,Un coming of age ironico e anticonvenzionale. Un'ode stravagante a tutte le persone fuori dal comune,Matt Johnson,"Dominic Sessa, Antonio Banderas, Leo Woodall, Emilia Jones","CINEMA Barberini
CINEMA Eden
Eurcine Multisala
CINEMA Madison
CINEMA Multisala Lux","VO: 14:30, 16:30, 19:45
15:00, 17:10, 19:20, 21:30
17:00, 21:00
15:05, 21:30
16:00"
"CAMP MIASMA - ADOLESCENZA, SESSO E MORTE","3,45",SI,Horror,"USA, Gran Bretagna, Canada",2026,106,Una rilettura in chiave gender dell'horror degli anni '80 e '90. Con un attualissimo sguardo sulla contemporaneità,Jane Schoenbrun,"Gillian Anderson, Hannah Einbinder, Patrick Fischler, Jack Haven",Nuovo Cinema Aquila,18:30 | VO: 21:00
