TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
M - IL MOSTRO DI DÜSSELDORF,"4,59",ASSOLUTAMENTE SI,Drammatico,Germania,1931,117,Un capolavoro la cui inquietudine risuona anche a un secolo di distanza,Fritz Lang,"Peter Lorre, Gustaf Gründgens, Rudolf Blummer, Ellen Widman","Quattro Fontane
CINEMA Troisi","VO: 16:30, 18:45, 21:00
VO: 14:00, 22:30"
UN GIORNO SENZA DONNE,"4,25",ASSOLUTAMENTE SI,Documentario,"Islanda, USA",2024,70,"Tra cronaca e storia, la rievocazione sentita dello storico sciopero che nel 1975 fermò l'Islanda",Pamela Hogan,Vigdís Finnbogadóttir,CINEMA Madison,"15:00, 16:20, 17:45, 19:05"
L'ANNO NUOVO CHE NON ARRIVA,"3,99",ASSOLUTAMENTE SI,Drammatico,"Romania, Serbia",2024,138,Una tragicommedia traboccante d'ironia. E dallo spregiudicato coraggio civile,Bogdan Muresanu,"Adrian Vancica, Nicoleta Hâncu, Emilia Dobrin, Iulian Postelnicu",CINEMA Tiziano,16:30
JFK - UN CASO ANCORA APERTO,"3,83",SI,Drammatico,USA,1991,189,N.D.,Oliver Stone,"Kevin Costner, Tommy Lee Jones, Edward Asner, Walter Matthau, Sally Kirkland",Casa del Cinema,19:00
ODISSEA,"3,80",SI,"Avventura, Drammatico, Fantasy","USA, Gran Bretagna",2026,172,L'epica si fa cinema. Nolan rilegge l'Odissea e ci illumina con messaggi pacifisti e femministi,Christopher Nolan,"Matt Damon, Tom Holland, Anne Hathaway, Robert Pattinson","CINEMA Adriano
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 17:20, 20:40
16:30, 20:00
17:40, 20:20
21:15 | VO: 14:30, 18:30
18:30
16:30
16:00, 20:45
17:15
17:30, 21:00
21:00
17:00, 20:30
17:45
16:00, 21:00
14:40, 16:40, 17:35, 21:20
16:30, 20:00
16:30, 17:20, 19:40, 21:30
10:30, 14:20, 16:50, 20:50, 22:10
14:40, 17:30, 20:45
11:50, 17:10"
COYOTE VS. ACME,"3,78",SI,"Animazione, Avventura, Commedia",USA,2026,103,"Un legal drama dell'assurdo, un'opera contro l'impunità delle grandi aziende",Dave Green,"John Cena, Lana Condor, Will Forte, P.J. Byrne","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Broadway
CINEMA Cineland
Eurcine Multisala
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:40, 18:00, 20:40
17:10, 19:15, 21:20
15:30, 17:40, 21:00
17:40, 19:10
18:30
16:15
16:00, 18:00
15:30, 17:30, 19:30, 21:30
16:00
16:00, 22:30
19:40
15:05, 18:20
14:05, 17:10, 19:15, 19:50, 21:40
17:30, 20:30
11:30, 15:00, 16:00, 21:40
14:50, 17:40, 19:20, 21:50
14:30, 19:40"
TOY STORY 5,"3,78",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa",CINEMA Madison,15:15
I FIGLI DELLA SCIMMIA,"3,73",SI,Drammatico,Italia,2026,110,Le difficoltà genitoriali legate al mondo della disabilità raccontate con delicatezza e profondità,Tommaso Landucci,"Riccardo Scamarcio, Fausto Russo Alesi, Andrea Aggio, Tancredi Naldini","CINEMA Cineland
CINEMA Eden
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Multisala Lux
Multisala Odeon
Nuovo Cinema Aquila
Quattro Fontane
CINEMA Savoy
The Space Parco de Medici
CINEMA Troisi
Uci Cinemas Porta di Roma","16:10, 20:30
15:00, 17:10, 19:20, 21:30
16:30, 18:45, 21:30
17:45
16:00, 18:10, 20:20
16:00, 18:10, 20:20
16:30, 21:10
16:30, 18:45, 21:00
16:15, 18:30, 21:00
14:20, 17:10, 22:30
VO: 16:15
20:00"
SILENT FRIEND,"3,72",SI,Drammatico,"Germania, Francia, Ungheria",2025,145,Una sfida vinta: Enyedi affronta con originalità l'impresa di relazionare esseri umani con il mondo vegetale,Ildikó Enyedi,"Tony Chiu-Wai Leung, Luna Wedler, Enzo Brumm, Léa Seydoux",CINEMA Farnese,16:30
WITH HASAN IN GAZA,"3,69",SI,Documentario,"Palestina, Germania, Francia, Svizzera",2025,106,"Un'opera impressionante di immagini e memoria, di monito e di profezia",Kamal Aljafari,N.D.,Nuovo Cinema Aquila,VO: 19:00
