TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
LA GRAZIA,"4,13",ASSOLUTAMENTE SI,Drammatico,Italia,2025,131,"Un'ode comica e malinconica sulla condizione umana. Un film toccato dalla grazia, con Toni Servillo che giganteggia",Paolo Sorrentino,"Toni Servillo, Anna Ferzetti, Orlando Cinque, Massimo Venturiello",CINEMA Eden,21:10
ARCO - UN'AMICIZIA PER SALVARE IL FUTURO,"3,99",ASSOLUTAMENTE SI,Animazione,Francia,2025,88,"Un coming of age poetico e gentile che affronta temi scottanti, dal cambiamento climatico alla morte",Ugo Bienvenu,N.D.,CINEMA Dei Piccoli,14:50
RENTAL FAMILY - NELLE VITE DEGLI ALTRI,"3,85",ASSOLUTAMENTE SI,Commedia drammatica,"Giappone, USA",2025,103,Una commedia universale che riesce nell'impresa di aprire i cuori e contagiare speranza in chi guarda,HIKARI,"Brendan Fraser, Paolo Andrea Di Pietro, Takehiro Hira, Shinji Ozeki (II)","Eurcine Multisala
CINEMA Madison","15:45, 17:45, 19:45
21:35"
HAMNET - NEL NOME DEL FIGLIO,"3,83",SI,Drammatico,USA,2025,125,"Un film di fantasmi, di morti e rinascite. L'energia potentemente femminile della regista sa affrontare un dolore lancinante con coraggio ed empatia","Drammatico, USA, 2025",N.D.,"CINEMA Eden
CINEMA Madison","18:50
21:35"
LA TORTA DEL PRESIDENTE,"3,82",SI,Drammatico,"Iraq, USA, Qatar",2025,102,"In perfetto equilibrio tra fiaba e realtà, un esordio che dimostra che il particolare può avere una risonanza universale",Hasan Hadi,"Baneen Ahmad Nayyef, Waheed Thabet Khreibat, Sajad Mohamad Qasem, Muthanna Malaghi",CINEMA Tiziano,16:30
RESURRECTION,"3,81",SI,Drammatico,Cina,2025,160,Un romantico e ambiziosissimo viaggio che prova a digerire e risputare un secolo abbondante di cinema,Gan Bi,"Jackson Yee, Qi Shu, Mark Chao, Gengxi Li, Jue Huang","CINEMA Barberini
CINEMA Farnese
Nuovo Cinema Aquila
CINEMA Troisi","VO: 11:30
VO: 21:00
VO: 17:00, 20:00
VO: 14:00"
SENTIMENTAL VALUE,"3,79",SI,"Commedia, Drammatico","Norvegia, Germania, Danimarca, Francia, Svezia",2025,132,"Con una cifra stilistica inconfondibile, Trier delinea con morbidezza e fluidità la complessità dei rapporti familiari",Joachim Trier,"Renate Reinsve, Stellan Skarsgård, Inga Ibsdotter Lilleaas, Elle Fanning","Delle Provincie
CINEMA Madison
Teatro Don Bosco","20:00
17:00, 21:30
15:30"
DOLOR Y GLORIA,"3,78",SI,Drammatico,Spagna,2019,113,Almodóvar torna ad essere Pedro lasciandosi andare sul piano emotivo,Pedro Almodóvar,"Antonio Banderas, Asier Etxeandia, Leonardo Sbaraglia, Nora Navas",Palazzo delle Esposizioni,20:00
NINO,"3,78",SI,Drammatico,Francia,2025,96,Un esordio ricco di sfumature e di sottili trovate narrative. Una piccola opera che contiene moltitudini,Pauline Loquès,"Théodore Pellerin, Jeanne Balibar, William Lebghil, Salomé Dewaels","CINEMA Farnese
CINEMA Madison
Nuovo Cinema Aquila","VO: 17:15
15:15, 17:45
17:00 | VO: 21:00"
E.1027 - EILEEN GRAY E LA CASA SUL MARE,"3,77",SI,"Documentario, Drammatico",Svizzera,2024,89,"Tra doc, fiction e messa in scena teatrale. La costruzione di una casa diversa per un diverso modo di concepire il mondo","Beatrice Minger, Christoph Schaub","Natalie Radmall-Quirke, Axel Moustache, Charles Morillon, Vera Flück",CINEMA Dei Piccoli,VO: 21:20
L'ORATORE,"3,75",SI,Drammatico,Italia,2026,85,Una storia di coraggio penalizzata da una sceneggiatura che ostacola l'idea originale,Marco Pollini,"Marcello Fonte, Manuel Nucera, Paola Lavini, Giorgio Colangeli",Delle Provincie,18:00
È L'ULTIMA BATTUTA?,"3,72",SI,Commedia,USA,2025,121,Il terzo film di Bradley Cooper è bellissimo e travolgente. Strepitosi Will Arnett e Laura Dern,Bradley Cooper,"Will Arnett, Laura Dern, Andra Day, Bradley Cooper","CINEMA Adriano
CINEMA Farnese
CINEMA Madison","17:00
19:00
19:25"
JUMPERS - UN SALTO TRA GLI ANIMALI,"3,67",SI,"Animazione, Avventura, Commedia",USA,2026,104,Un cartone animato che continua la tradizione Disney Pixar di affrontare argomenti delicati con un piglio coraggioso,Daniel Chong,"Tecla Insolia, Giorgio Panariello, Francesco Prando, Rossella Izzo","CINEMA Andromeda
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","16:00
11:00, 11:10
11:00, 11:10
10:40"
LA MATTINA SCRIVO,"3,67",SI,Drammatico,Francia,2025,92,"Un racconto che ruota attorno a un punto di rottura. Una fotografia del presente, scattata con gentilezza, ma crudamente a fuoco",Valérie Donzelli,"Bastien Bouillon, André Marcon, Virginie Ledoyen, Adrien Barazzone","CINEMA Dei Piccoli
CINEMA Madison","VO: 19:45
17:45"
LA PICCOLA AMELIE,"3,64",SI,Animazione,Francia,2025,75,"Forte e coloratissimo, un adattamento animato della biografia creativa di Amélie Nothomb","Liane-Cho Han Jin Kuang, Mailys Vallade",N.D.,CINEMA Dei Piccoli,16:25
LO STRANIERO,"3,63",SI,Drammatico,Francia,2025,120,Ozon indovina il giusto equilibrio tra la fedeltà al testo di Camus e la necessità di personalizzarlo,François Ozon,"Benjamin Voisin, Rebecca Marder, Pierre Lottin, Denis Lavant","CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Mignon
Quattro Fontane","16:30 | VO: 18:45, 20:45
16:15 | VO: 21:15
15:45, 18:15, 20:45
18:15 | VO: 20:45"
MARTY SUPREME,"3,59",SI,"Biografico, Drammatico, Sportivo",USA,2025,149,Chalamet gioca (letteralmente) il ruolo della vita in un'opera formalmente e tematicamente esaltante,Josh Safdie,"Timothée Chalamet, Gwyneth Paltrow, Odessa A'zion, Kevin O'Leary",Teatro San Timoteo,21:00
UN ANNO DI SCUOLA,"3,58",SI,Drammatico,"Italia, Francia",2025,102,Da tempo non si vedeva un'adolescenza raccontata in questo modo. Un film pieno di consapevolezza e libertà,Laura Samani,"Stella Wendick, Giacomo Covi, Pietro Giustolisi, Samuel Volturno","CINEMA Giulio Cesare
Quattro Fontane","21:00
16:00"
LA CADUTA DEGLI DEI,"3,57",SI,Drammatico,Italia,1969,155,Un film che è una vera opera d'arte totale,Luchino Visconti,"Dirk Bogarde, Ingrid Thulin, Helmut Griem, Renaud Verley, Umberto Orsini",Casa del Cinema,19:00
IL CASO 137,"3,55",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo","CINEMA Giulio Cesare
CINEMA Nuovo Sacher
Quattro Fontane","16:15 | VO: 18:30
18:15, 20:45 | VO: 16:00
16:15, 21:15 | VO: 18:45"
NEL TEPORE DEL BALLO,"3,54",SI,Drammatico,Italia,2026,92,"Attori che sanno osare in un film libero, dove Pupi Avati si rinnova rimanendo fedele a se stesso",Pupi Avati,"Massimo Ghini, Isabella Ferrari, Giuliana De Sio, Lina Sastri","CINEMA Adriano
CINEMA Atlantic
CINEMA Cineland
CINEMA Eden
Eurcine Multisala
CINEMA Intrastevere
CINEMA Madison
CINEMA Multisala Lux
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
Uci Cinemas Porta di Roma","15:30, 17:30, 20:30
17:30, 19:30
15:45, 20:30
15:30, 17:30, 19:45
15:45, 17:40, 19:35
15:30, 17:15
16:00, 17:45, 19:35, 21:30
14:00, 16:00, 18:00, 20:00
16:30, 18:30
15:30, 18:00, 21:00
11:30, 13:50, 16:20
13:40, 16:50"
VITA MIA,"3,52",SI,Drammatico,"Italia, Francia",2026,125,Winspeare amplia il suo sguardo all'Europa conservando intatta la sua sensibilità nei confronti di chi porta sullo schermo,Edoardo Winspeare,"Dominique Sanda, Celeste Casciaro, Antonino Bruschetta, Ignazio Oliva",Azzurro Scipioni,"14:45, 18:45"
MR. NOBODY AGAINST PUTIN - IL FILM CONTRO TUTTE LE GUERRE,"3,50",SI,Documentario,"Danimarca, Repubblica Ceca",2025,90,Un documentario che riesce a mostrare dove la propaganda di un regime può arrivare,"David Borenstein, Pavel Ilyich Talankin",N.D.,"CINEMA Intrastevere
Nuovo Cinema Aquila","VO: 15:30
VO: 19:00"
A CENA CON IL DITTATORE,"3,49",SI,"Commedia, Drammatico, Storico","Spagna, Francia",2025,106,Un film dal deciso affondo politico. Un cinema vecchia scuola che è sempre un piacere da guardare,Manuel Gómez Pereira,"Mario Casas, Alberto San Juan, Asier Etxeandia, Oscar Lasarte","CINEMA Alhambra
CINEMA Eden
CINEMA Greenwich
CINEMA Mignon","15:15, 19:30
15:00, 17:10, 19:20, 21:30
17:45 | VO: 19:45
16:00, 18:30, 21:00"
