TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
FRANKENSTEIN JUNIOR,"4,06",ASSOLUTAMENTE SI,Comico,USA,1974,106,Un umorismo che non vuole essere dissacrante e che lascia trapelare la nostalgia senza però frenare la comicità,Mel Brooks,"Gene Wilder, Peter Boyle, Marty Feldman, Teri Garr",Casa del Cinema,21:30
L'ANNO NUOVO CHE NON ARRIVA,"4,01",ASSOLUTAMENTE SI,Drammatico,"Romania, Serbia",2024,138,Una tragicommedia traboccante d'ironia. E dallo spregiudicato coraggio civile,Bogdan Muresanu,"Adrian Vancica, Nicoleta Hâncu, Emilia Dobrin, Iulian Postelnicu",Delle Provincie,VO: 20:00
UNA BARCA IN GIARDINO,"3,94",ASSOLUTAMENTE SI,Animazione,"Francia, Lussemburgo",2024,75,Quando il cinema rifugge ogni moda: un film animato sul tempo perduto e sull'importanza di una folle fantasia,Jean-François Laguionie,"Elise Tielrooy, Grégory Gadebois, Coraly Zahonero, André Marcon",CINEMA Dei Piccoli,16:30
KONTINENTAL '25,"3,92",ASSOLUTAMENTE SI,Commedia,Romania,2025,109,"Un film che porta tutti i segni del genio di Jude, con un'elegante struttura e il consueto gusto per l'assurdo",Radu Jude,"Eszter Tompa, Gabriel Spahiu, Adonis Tanta, Serban Pavlu","CINEMA Adriano
Nuovo Cinema Aquila
CINEMA Troisi","18:20 | VO: 16:00
VO: 18:30
VO: 17:00"
PRINCIPESSA MONONOKE,"3,92",ASSOLUTAMENTE SI,Animazione,Giappone,1997,133,Un film avventuroso che spiazza lo spettatore senza perdere coerenza. Il più canonico di Miyazaki,Hayao Miyazaki,"Billy Crudup, Billy Bob Thornton, Minnie Driver, John Di Maggio",CINEMA Troisi,VO: 14:00
LISBON STORY,"3,81",SI,Commedia,"Germania, Portogallo",1995,105,"Un film nel film, in cui Wenders torna a riflettere sul senso della sua professione",Wim Wenders,"Rudiger Vogler, Patrick Bauchau, Vasco Sequeira, Canto e Castro",CINEMA Nuovo Olimpia,VO: 21:15
E.1027 - EILEEN GRAY E LA CASA SUL MARE,"3,77",SI,"Documentario, Drammatico",Svizzera,2024,89,"Tra doc, fiction e messa in scena teatrale. La costruzione di una casa diversa per un diverso modo di concepire il mondo","Beatrice Minger, Christoph Schaub","Natalie Radmall-Quirke, Axel Moustache, Charles Morillon, Vera Flück",Delle Provincie,16:00
STILL WALKING - CAMMINANDO IN UN GIORNO D'ESTATE,"3,77",SI,Drammatico,Giappone,2008,114,Il punto più alto di un cinema che ha sempre cercato di raccontare i legami invisibili che uniscono le persone,Kore'eda Hirokazu,"You, Hiroshi Abe, Yoshio Harada, Ryôga Hayashi","CINEMA Greenwich
CINEMA Mignon","17:00 | VO: 21:00
16:45, 19:00, 21:15"
TOY STORY 5,"3,73",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:00, 17:20, 19:30, 21:40
17:15, 19:20, 20:20, 21:30
16:30, 18:30
15:00, 16:00, 17:10, 19:20, 21:30
VO: 14:30, 16:20, 18:10, 20:00
15:30, 17:30, 19:30, 21:20
16:00, 17:00, 18:10, 19:15, 20:15
16:00, 18:00, 20:00
16:30, 18:30, 20:30
16:30, 18:30
16:00, 18:45 | VO: 20:45
17:00, 19:00, 21:45
15:00, 17:00, 19:00, 21:00
16:00, 18:10, 20:20, 22:30
16:00, 18:10, 20:20, 22:30
16:30, 18:30
16:30, 18:40, 21:30
16:40, 19:20
14:30, 15:50, 16:30, 17:15, 18:25, 19:10, 20:15, 21:00, 21:35, 22:10
16:00, 17:00, 18:00, 19:00, 20:00
17:00, 18:00, 21:40
14:20, 15:50, 16:20, 17:00, 18:00, 19:00, 20:30, 21:40, 22:20
14:20, 17:00, 18:00, 19:10, 20:30, 21:40
11:40, 13:50, 16:20, 19:00"
PRIMAVERA,"3,72",SI,"Drammatico, Storico","Italia, Francia",2025,110,Un film solido - classico ma contemporaneo - che parla dell'ingiustizia della condizione femminile. E dove la musica può fare tutto,Damiano Michieletto,"Tecla Insolia, Michele Riondino, Andrea Pennacchi, Fabrizia Sacchi",CINEMA Arena Tiziano,21:30
AFTER LIFE - QUAL È IL TUO RICORDO PIÙ BELLO?,"3,67",SI,Drammatico,Giappone,1998,118,"L'indagine sull'uomo di Kore-eda sconfina nell'aldilà, in una riflessione originale sul significato dell'esistenza",Kore'eda Hirokazu,"Arata, Erika Oda, Susumu Terajima, Takashi Naitô","CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Mignon
Nuovo Cinema Aquila
Quattro Fontane","16:15, 18:45 | VO: 21:15
16:30, 18:45 | VO: 21:00
16:45, 19:00, 21:15
VO: 21:00
16:30, 18:45 | VO: 21:00"
LA MATTINA SCRIVO,"3,67",SI,Drammatico,Francia,2025,92,"Un racconto che ruota attorno a un punto di rottura. Una fotografia del presente, scattata con gentilezza, ma crudamente a fuoco",Valérie Donzelli,"Bastien Bouillon, André Marcon, Virginie Ledoyen, Adrien Barazzone",Delle Provincie,18:00
STAND BY ME - RICORDO DI UN'ESTATE,"3,64",SI,Avventura,USA,1986,89,Un'opera memorabile. Sul tema della ricerca di se stessi e sull'importanza dell'amicizia,Rob Reiner,"River Phoenix, Wil Wheaton, Corey Feldman, Kiefer Sutherland",Roma Arena - Parco degli Acquedotti,21:15
IL SILENZIO DEGLI ALTRI,"3,60",SI,Drammatico,Spagna,2025,99,Un film che immerge nelle percezioni della protagonista trovando una completa identificazione tra il suo sguardo e quello della cineasta,Eva Libertad,"Miriam Garlo, Álvaro Cervantes, Elena Irureta, Joaquín Notario","CINEMA Giulio Cesare
CINEMA Nuovo Olimpia","VO: 19:00
VO: 16:45"
YELLOW LETTERS,"3,59",SI,Drammatico,"Germania, Turchia, Francia",2026,127,"Catak si insinua nella coscienza dei suoi personaggi, rivelandone ambiguità morali e passi falsi comportamentali",Ilker Çatak,"Özgü Namal, Tansu Biçer, Leyla Smyrna Cabas, Ipek Bilgin",CINEMA Eden,"18:00, 21:10"
ALICE NELLE CITTÀ,"3,55",SI,Drammatico,Germania,1973,110,Una sincera ricerca di messa a confronto con uno sguardo innocente,Wim Wenders,"Rudiger Vogler, Yella Rottlander, Lisa Kreuzer, Edda Köchl",CINEMA Nuovo Olimpia,VO: 18:45
HARRY A PEZZI,"3,52",SI,Commedia,USA,1997,95,Una summa del lavoro di Woody Allen,Woody Allen,"Woody Allen, Demi Moore, Amy Irving, Robin Williams",Arena al Corviale,21:15
LA FOSSA DELLE MARIANNE,"3,48",SI,"Avventura, Commedia, Drammatico","Lussemburgo, Italia, Austria",2024,87,Un road movie dolce e malinconico dedicato a un percorso condiviso di elaborazione del lutto,Eileen Byrne,"Luna Wedler, Edgar Selge, Willie Vonnemann, Martin Abram",CINEMA Dei Piccoli,VO: 19:15
NO GOOD MEN,"3,48",SI,"Biografico, Commedia","Germania, Francia, Danimarca, Norvegia",2026,103,Una commedia coinvolgente che si fa critica sociale verso un regime e un sistema che opprime donne e oppositori politici,Shahrbanoo Sadat,"Shahrbanoo Sadat, Anwar Hashimi, Liam Hussaini, Yasin Negah","CINEMA Greenwich
Quattro Fontane","VO: 19:15
VO: 20:45"
LE CITTÀ DI PIANURA,"3,40",SI,Drammatico,"Italia, Germania",2025,100,Un road movie che riesce a raccontare un'Italia vera con una sua energia lenta e sul finale commovente,Francesco Sossai,"Filippo Scotti, Sergio Romano, Pierpaolo Capovilla, Roberto Citran","Arena Garbatella
Cinevillage Villa Lazzaroni","21:15
21:30"
LOVE LETTERS,"3,40",SI,Drammatico,Francia,2025,96,Una storia apparentemente piccola che diventa il frattale delle dinamiche alla base del nucleo sociale,Alice Douard,"Ella Rumpf, Monia Chokri, Noémie Lvovsky, Félix Kysyl","CINEMA Cineland
CINEMA Madison","16:30, 18:20
VO: 17:40"
IL TERZO OMICIDIO,"3,34",SI,Thriller,Giappone,2017,125,Kore-Eda prosegue la sua personale indagine sull’animo delle persone quando si trovano dinanzi a una svolta della loro vita,Kore'eda Hirokazu,"Masaharu Fukuyama, Kôji Yakusho, Suzu Hirose, Mikako Ichikawa, Yuki Saitô",Nuovo Cinema Aquila,VO: 21:15
VITTORIO DE SICA - LA VITA IN SCENA,"3,34",SI,Documentario,Italia,2026,100,Il rapporto con la realtà e l'eredità lasciata nel cinema mondiale: artisti e familiari ricordano l'autore di Umberto D,Francesco Zippel,N.D.,"CINEMA Barberini
CINEMA Eden","21:15
16:30"
ZAMORA,"3,34",SI,Drammatico,Italia,2023,100,"Divertente e produttivo di riflessioni, l'esordio da regista di Neri Marcorè non perde mai di vista la giusta misura",Neri Marcorè,"Alberto Paradossi, Neri Marcorè, Marta Gastini, Anna Ferraioli Ravel",Arena Vigna Murata,20:30
OBSESSION,"3,32",SI,Horror,USA,2026,108,La conferma del talento dell'astro nascente Curry Barker,Curry Barker,"Michael Johnston (II), Inde Navarrette, Cooper Tomlinson, Megan Lawless","CINEMA Adriano
CINEMA Atlantic
CINEMA Barberini
CINEMA Cineland
CINEMA Giulio Cesare
CINEMA Madison
CINEMA Multisala Lux
The Space Parco de Medici
CINEMA Trianon
CINEMA Troisi
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","17:00, 19:15, 21:40
19:50
VO: 15:30, 17:30, 19:30, 22:00
21:40
19:00 | VO: 21:45
15:30, 21:35
19:00, 21:30 | VO: 22:30
16:10, 19:20, 21:25
22:00
VO: 21:00
23:00
20:00, 23:10
23:00"
I COLORI DEL TEMPO,"3,31",SI,Commedia,Francia,2025,124,"Un riuscito esercizio di cinema popolare, sempre ammiccante ma mai stucchevole",Cédric Klapisch,"Suzanne Lindon, Abraham Wapler, Julia Piaton, Vincent Macaigne","Arena Nuovo Sacher
CINEMA Giulio Cesare
CINEMA Nuovo Sacher","VO: 21:30
16:15 | VO: 21:30
VO: 21:30"
MICHAEL,"3,29",SI,Biografico,USA,2026,127,"Un film-evento musicale, dal ritmo travolgente. Da brividi la performance di Jaafar Jackson",Antoine Fuqua,"Jaafar Jackson, Nia Long, Laura Harrier, Juliano Valdi","CINEMA Adriano
CINEMA Barberini
CINEMA Madison
CINEMA Multisala Lux
The Space Parco de Medici
Uci Cinemas Roma Est","18:40
VO: 14:30, 21:30
17:00, 19:20, 21:35
16:30
14:50
16:05"
IL PRIGIONIERO,"3,28",SI,Drammatico,"Spagna, Italia",2024,134,Una biofiction libera e coraggiosa dedicata a Miguel de Cervantes. E al potere delle storie di sottrarci alla sottomissione,Alejandro Amenábar,"Julio Peña (III), Alessandro Borghi, Miguel Rellán, Fernando Tejero","CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
Quattro Fontane","18:40, 21:00
16:00
VO: 21:00
16:15"
IL SUONO DI UNA CADUTA,"3,26",SI,Drammatico,Germania,2025,149,Un'opera ambiziosa che mette in scena la condizione femminile con un raffinato gusto compositivo e qualche vezzo,Mascha Schilinski,"Hanna Heckt, Greta Krämer, Filip Schnack, Helena Luer",CINEMA Tiziano,20:30
PECORE SOTTO COPERTURA,"3,24",SI,"Azione, Commedia","Irlanda, Gran Bretagna, Germania, USA",2026,109,"Il divertimento non manca, il gioco del 'chi è stato' è presente, il messaggio è positivo. Un piacevole film per famiglie",Kyle Balda,"Ciro Priello, Arianna Craviotto, Emma Thompson, Hugh Jackman",CINEMA Madison,"15:30, 17:30, 19:30, 21:35"
DISCLOSURE DAY,"3,20",SI,"Fantascienza, Drammatico",USA,2026,145,Spielberg torna al cinema di fantascienza e si conferma maestro della tensione,Steven Spielberg,"Emily Blunt, Josh O'Connor, Colin Firth, Eve Hewson","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Eden
Eurcine Multisala
CINEMA Farnese
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Jolly
CINEMA Multisala Lux
Multisala Odeon
Quattro Fontane
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 18:00, 21:00
17:30, 21:00
21:00
17:05
18:50 | VO: 14:30, 16:45, 19:20, 21:30
15:00
18:30, 21:20
21:00
21:10
16:30, 18:45, 21:15
19:00
21:00
16:00, 18:45 | VO: 21:15
VO: 21:00
17:00, 21:00
16:00, 18:50, 21:30
21:00
VO: 17:30, 20:45
21:00
18:45, 21:00
14:40, 18:15, 20:40
16:00, 18:45, 21:30
19:20, 22:10
14:00, 16:10, 19:20, 21:20
14:00, 16:10, 19:20, 22:10
21:30"
TUNER - L'ACCORDATORE,"3,15",SI,Drammatico,"Canada, USA",2025,109,Un film d'autore con un andamento jazz capace di parlare al grande pubblico. Con Hoffman in una parte scritta con amore e grazia,Daniel Roher,"Leo Woodall, Dustin Hoffman, Havana Rose Liu, Lior Raz","CINEMA Madison
CINEMA Tiziano","17:30, 19:30, 21:35
17:00"
IL BENE COMUNE,"3,13",SI,Commedia,Italia,2026,103,"A un passo dal musical, una favola che conferma il cinema originale di Rocco Papaleo",Rocco Papaleo,"Claudia Pandolfi, Rocco Papaleo, Teresa Saponangelo, Vanessa Scalera",Cinevillage Piazza Vittorio,21:15
AMARGA NAVIDAD,"3,09",SI,Drammatico,Spagna,2026,111,"Almodóvar è ancora magnifico nel contrapporre spazi, musiche e tinte. Ma la messinscena risulta asfittica",Pedro Almodóvar,"Bárbara Lennie, Leonardo Sbaraglia, Aitana Sánchez-Gijón, Vicky Luengo","CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
Quattro Fontane","16:00
16:30, 21:30
16:45
VO: 18:45"
BACKROOMS,"3,07",SI,Horror,USA,2026,111,Un'opera d'arte contemporanea sulla terrificante presenza dell'assenza,Kane Parsons,"Chiwetel Ejiofor, Renate Reinsve, Mark Duplass, Finn Bennett","CINEMA Adriano
CINEMA Atlantic
CINEMA Barberini
CINEMA Cineland
Eurcine Multisala
CINEMA Madison
CINEMA Multisala Lux
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","16:00, 21:40
22:00
VO: 16:50, 19:30, 21:30, 22:00
21:30
18:30, 21:00
15:15, 19:25, 21:35
17:45, 22:30
16:05, 19:00, 21:15
21:00
17:50, 20:20, 22:50
17:30, 20:20, 22:40
17:50, 20:20, 22:40
17:55, 22:00"
GOAT - SOGNA IN GRANDE,"3,00",SI,"Animazione, Avventura, Commedia",USA,2026,100,Una favola inclusiva in cui lo sport è una questione di stile ma soprattutto di comportamento,"Tyree Dillihay, Adam Rosette","Alessandro Florenzi, Beatrice Arnera, Pierluigi Pardo, David Harbour",CINEMA Madison,15:40
MINIONS & MONSTERS,"3,00",SI,Animazione,USA,2026,90,Un'avventura godibile - e una bella lettera d'amore per il cinema - che mantiene viva la natura surreale dei piccoli protagonisti,"Pierre Coffin, Patrick Delage","Marcello Macchia, Pierre Coffin, Romesh Ranganathan, Zoey Deutch","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:30, 16:30, 17:30, 18:30, 19:30, 20:30, 21:30
17:30, 18:30, 19:20, 21:30
16:00, 18:00, 20:00
15:00, 15:50, 16:50, 17:40, 18:40, 19:30, 20:30, 21:20
VO: 14:45, 16:30, 18:10, 19:50
15:30, 17:15, 19:10, 21:00
16:30, 17:30, 18:30, 19:30, 20:30
16:00, 17:00, 18:00, 19:00, 20:00, 21:45
17:00, 18:00, 19:00, 20:00, 21:00
16:00, 18:00, 20:00
17:00, 18:00, 19:00, 20:00 | VO: 21:00
17:00, 18:00, 19:00, 20:00, 21:00, 22:00
15:00, 16:00, 17:00, 18:00, 19:00, 20:00, 21:00
16:00, 17:00, 18:00, 19:00, 20:00, 22:00
16:00, 17:00, 18:00, 19:00, 20:00, 22:00
17:00, 19:00, 21:00
16:30, 17:30, 19:25, 21:20
15:20, 16:20, 17:40, 18:40, 19:00, 20:00, 21:00, 22:20
14:00, 14:25, 15:20, 15:45, 16:20, 16:35, 17:05, 17:20, 17:40, 17:50, 18:40, 19:00, 19:05, 19:25, 20:00, 20:20, 21:00, 21:20, 21:45, 22:20, 22:45, 18:35
16:15, 17:00, 18:00, 19:00, 20:00, 21:00
16:30, 17:10, 17:40, 18:40, 19:30, 20:10, 20:40, 21:00, 21:50, 22:30, 23:15 | VO: 19:00, 16:50
14:10, 14:50, 15:20, 16:00, 16:30, 17:40, 18:20, 19:30, 20:10, 20:40, 21:10, 21:50, 22:20, 22:50 | VO: 19:10, 16:50
14:10, 14:50, 15:30, 16:00, 16:30, 17:10, 17:40, 18:10, 18:40, 19:00, 19:30, 20:10, 20:40, 21:00, 21:50, 22:20, 22:50, 23:20, 14:30, 16:50
10:30, 12:40, 14:10, 14:50, 16:30, 17:10, 17:45, 18:40, 19:30, 20:00, 21:00, 21:50 | VO: 15:30"
COS'È L'AMORE?,"2,98",SI,Commedia,Francia,2025,98,"Commedia francese girata con brio fatta di equivoci, romanticismo e incroci familiari",Fabien Gorgeart,"Laure Calamy, Vincent Macaigne, Lyes Salem, Mélanie Thierry","CINEMA Cineland
Eurcine Multisala
CINEMA Farnese
CINEMA Giulio Cesare
Quattro Fontane","16:20
16:00, 19:15, 21:45
17:00 | VO: 21:30
16:30, 18:30, 20:30
16:30, 18:30 | VO: 21:15"
"GOOD LUCK, HAVE FUN, DON'T DIE","2,95",SI,"Animazione, Avventura, Azione","Germania, USA",2025,134,Un disaster movie apocalittico e delirante sull'AI. Con un istrionico Sam Rockwell,Gore Verbinski,"Sam Rockwell, Juno Temple, Haley Lu Richardson, Michael Peña","CINEMA Multisala Lux
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","16:15
14:00
15:20"
ALLORA BALLIAMO,"2,94",SI,Drammatico,Francia,2025,94,Un film alla francese in cui l'intrattenimento - anche musicale - si fonde con i temi del reale,Amélie Bonnin,"Juliette Armanet, Bastien Bouillon, François Rollin, Tewfik Jallab","CINEMA Eden
CINEMA Greenwich
CINEMA Mignon
CINEMA Multisala Lux
CINEMA Nuovo Olimpia","16:20, 18:30, 21:20
17:15 | VO: 19:10
17:00, 19:00, 21:00
18:10
VO: 16:30, 18:30, 20:30"
SUPER MARIO GALAXY - IL FILM,"2,93",SI,"Animazione, Avventura, Commedia",USA,2026,98,Ancora una volta il look è luccicante ma in questo sequel la trama non regge,"Michael Jelenic, Aaron Horvath","Claudio Santamaria, Anya Taylor-Joy, Chris Pratt, Brie Larson",CINEMA Madison,15:15
IL DIAVOLO VESTE PRADA 2,"2,88",SI,"Commedia, Drammatico",USA,2026,119,Un sequel che ci dà quello che aspettavamo. C'è meno ferocia ma il cast si conferma di primo piano,David Frankel,"Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci","CINEMA Adriano
CINEMA Madison","21:30
17:30, 19:30, 21:35"
