TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
BILLIE EILISH - HIT ME HARD AND SOFT - THE TOUR,"4,34",ASSOLUTAMENTE SI,Documentario,USA,2026,114,"Un'esaltante esperienza visiva e sensoriale, qualcosa di magico e sacro","James Cameron, Billie Eilish",Billie Eilish,"CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Cineland
CINEMA Multisala Lux
The Space Moderno
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","VO: 16:00
VO: 18:40
15:15
VO: 17:00, 20:00
VO: 17:45, 22:15, 16:15
VO: 19:30, 18:30
VO: 21:50, 19:30
VO: 18:20, 21:00
18:20 | VO: 15:40, 21:00
VO: 15:00, 18:20, 21:00
VO: 18:10, 21:00"
MANAS - SORELLE,"4,00",ASSOLUTAMENTE SI,Drammatico,Brasile,2024,101,"Un notevole esordio alla regia, che racconta il Male ma restituisce anche la bellezza dei luoghi e delle persone",Marianna Brennand Fortes,"Jamilli Correa, Dira Paes, Fatima Macedo, Rômulo Braga",CINEMA Multisala Lux,VO: 18:00
LA TORTA DEL PRESIDENTE,"3,92",ASSOLUTAMENTE SI,Drammatico,"Iraq, USA, Qatar",2025,102,"In perfetto equilibrio tra fiaba e realtà, un esordio che dimostra che il particolare può avere una risonanza universale",Hasan Hadi,"Baneen Ahmad Nayyef, Waheed Thabet Khreibat, Sajad Mohamad Qasem, Muthanna Malaghi",CINEMA Tiziano,20:30
THE SEA,"3,88",ASSOLUTAMENTE SI,Drammatico,Israele,2025,93,"Un'opera divenuta un ""caso"" che ci costringe a non voltare lo sguardo altrove",Shai Carmeli-Pollak,"Muhammad Gazawi, Khalifa Natour, Marlene Bajali, Hilla Sarjon","CINEMA Giulio Cesare
CINEMA Intrastevere
CINEMA Multisala Lux
Multisala Odeon
CINEMA Tibur","VO: 21:00
17:15, 19:30
16:00, 18:00, 20:00, 22:00
16:00, 18:00, 20:00, 22:00
17:50, 20:10"
RENTAL FAMILY - NELLE VITE DEGLI ALTRI,"3,86",ASSOLUTAMENTE SI,Commedia drammatica,"Giappone, USA",2025,103,Una commedia universale che riesce nell'impresa di aprire i cuori e contagiare speranza in chi guarda,HIKARI,"Brendan Fraser, Paolo Andrea Di Pietro, Takehiro Hira, Shinji Ozeki (II)","Eurcine Multisala
CINEMA Madison","18:15
17:20, 21:35"
SOLARIS,"3,84",SI,Fantascienza,URSS,1971,165,Solaris: follia e visioni nello spazio,Andrei Tarkovsky,"Natalya Bondarchuk, Donatas Banionis, Yuri Charvet, Jüri Järvet, Vladislav Dvorzhetskiy",CINEMA Troisi,VO: 18:00
RESURRECTION,"3,82",SI,Drammatico,Cina,2025,160,Un romantico e ambiziosissimo viaggio che prova a digerire e risputare un secolo abbondante di cinema,Gan Bi,"Jackson Yee, Qi Shu, Mark Chao, Gengxi Li, Jue Huang","CINEMA Madison
Nuovo Cinema Aquila","VO: 14:50, 21:05
VO: 17:00, 20:00"
IL CASO 137,"3,81",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo","CINEMA Giulio Cesare
CINEMA Nuovo Sacher
Quattro Fontane","18:30
18:00
VO: 21:30"
HAMNET - NEL NOME DEL FIGLIO,"3,80",SI,Drammatico,USA,2025,125,"Un film di fantasmi, di morti e rinascite. L'energia potentemente femminile della regista sa affrontare un dolore lancinante con coraggio ed empatia","Drammatico, USA, 2025",N.D.,"CINEMA Madison
CINEMA Tiziano","21:35
16:30"
NINO,"3,73",SI,Drammatico,Francia,2025,96,Un esordio ricco di sfumature e di sottili trovate narrative. Una piccola opera che contiene moltitudini,Pauline Loquès,"Théodore Pellerin, Jeanne Balibar, William Lebghil, Salomé Dewaels","CINEMA Farnese
CINEMA Madison
Nuovo Cinema Aquila
Palazzo San Lorenzo","17:15
15:40, 19:35
VO: 21:00
17:30"
È L'ULTIMA BATTUTA?,"3,72",SI,Commedia,USA,2025,121,Il terzo film di Bradley Cooper è bellissimo e travolgente. Strepitosi Will Arnett e Laura Dern,Bradley Cooper,"Will Arnett, Laura Dern, Andra Day, Bradley Cooper",CINEMA Madison,19:25
KOKUHO - IL MAESTRO DI KABUKI,"3,69",SI,Drammatico,Giappone,2025,174,Un mélo storico di grande respiro che riflette sul vedere e sull'essere visti,Sang-il Lee,"Ryô Yoshizawa, Ryûsei Yokohama, Mitsuki Takahata, Shinobu Terajima","CINEMA Greenwich
CINEMA Mignon
CINEMA Nuovo Olimpia","VO: 18:00
18:00
VO: 17:30"
LA MATTINA SCRIVO,"3,67",SI,Drammatico,Francia,2025,92,"Un racconto che ruota attorno a un punto di rottura. Una fotografia del presente, scattata con gentilezza, ma crudamente a fuoco",Valérie Donzelli,"Bastien Bouillon, André Marcon, Virginie Ledoyen, Adrien Barazzone",CINEMA Madison,17:30
LO STRANIERO,"3,65",SI,Drammatico,Francia,2025,120,Ozon indovina il giusto equilibrio tra la fedeltà al testo di Camus e la necessità di personalizzarlo,François Ozon,"Benjamin Voisin, Rebecca Marder, Pierre Lottin, Denis Lavant","CINEMA Mignon
Quattro Fontane","15:45, 21:15
17:00"
MILLENNIUM ACTRESS,"3,65",SI,Animazione,Giappone,2001,87,Un'affascinante e complessa indagine sul potere dell'amore e del cinema,Satoshi Kon,"Fumiko Orikasa, Mami Koyama, Miyoko Shoji, Kôichi Yamadera","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Dei Piccoli
CINEMA Multisala Lux
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","19:20
21:20 | VO: 16:30
19:30
17:15, 19:00, 21:30
VO: 21:00
18:00, 20:00 | VO: 22:00
18:50
18:50
19:20
18:40
18:40, 20:50
18:40, 20:50
17:10"
MR. NOBODY AGAINST PUTIN - IL FILM CONTRO TUTTE LE GUERRE,"3,57",SI,Documentario,"Danimarca, Repubblica Ceca",2025,90,Un documentario che riesce a mostrare dove la propaganda di un regime può arrivare,"David Borenstein, Pavel Ilyich Talankin",N.D.,"CINEMA Intrastevere
CINEMA Nuovo Olimpia","VO: 15:30
VO: 21:00"
"PARIS, TEXAS","3,57",SI,Drammatico,USA,1984,150,L'ultimo film del periodo 'americano' di Wenders. Un'opera molto riuscita,Wim Wenders,"Harry Dean Stanton, Hunter Carson, Justin Hogg, Nastassja Kinski",Palazzo San Lorenzo,22:45
GRAND CIEL,"3,51",SI,"Drammatico, Fantascienza, Thriller","Francia, Lussemburgo",2025,91,"Gran bell'esordio di Akihiro Hata, rappresentazione spietata e visionaria degli effetti del capitalismo",Akihiro Hata,"Damien Bonnard, Samir Guesmi, Mouna Soualem, Tudor Istodor",CINEMA Adriano,VO: 20:30
A CENA CON IL DITTATORE,"3,49",SI,"Commedia, Drammatico, Storico","Spagna, Francia",2025,106,Un film dal deciso affondo politico. Un cinema vecchia scuola che è sempre un piacere da guardare,Manuel Gómez Pereira,"Mario Casas, Alberto San Juan, Asier Etxeandia, Oscar Lasarte","CINEMA Eden
CINEMA Greenwich
CINEMA Mignon","15:00, 21:00
16:00
16:15, 18:20, 20:30"
C'ERAVAMO TANTO AMATI,"3,45",SI,Commedia,Italia,1974,127,La storia di tre amici attraverso trent'anni di storia italiana,Ettore Scola,"Nino Manfredi, Vittorio Gassman, Aldo Fabrizi, Stefania Sandrelli",Palazzo San Lorenzo,20:00
GIOIA MIA,"3,44",SI,Drammatico,Italia,2025,90,Un film semplice e nostalgico che guarda alla proverbiale estate italiana che forse non esiste più,Margherita Spampinato,"Marco Fiore, Aurora Quattrocchi, Martina Ziami, Camille Dugay Comencini",CINEMA Eden,"15:00, 17:10, 19:10, 21:00"
YELLOW LETTERS,"3,44",SI,Drammatico,"Germania, Turchia, Francia",2026,127,"Catak si insinua nella coscienza dei suoi personaggi, rivelandone ambiguità morali e passi falsi comportamentali",Ilker Çatak,"Özgü Namal, Tansu Biçer, Leyla Smyrna Cabas, Ipek Bilgin","CINEMA Giulio Cesare
CINEMA Greenwich
Nuovo Cinema Aquila
CINEMA Nuovo Olimpia
Quattro Fontane","16:00 | VO: 20:45
16:30, 19:00 | VO: 21:30
17:15 | VO: 20:30
VO: 17:00
16:00, 18:30 | VO: 21:00"
LA SALITA,"3,41",SI,Drammatico,Italia,2026,90,"Esordio alla regia dell'attore Massimiliano Gallo, un tributo all'amore per il palcoscenico e alla sua capacità trasformativa",Massimiliano Gallo,"Roberta Caronia, Francesco Cossu, Antonio Milo, Shalana Santana","CINEMA Greenwich
CINEMA Madison","15:45
15:25, 19:35"
LE CITTÀ DI PIANURA,"3,39",SI,Drammatico,"Italia, Germania",2025,100,Un road movie che riesce a raccontare un'Italia vera con una sua energia lenta e sul finale commovente,Francesco Sossai,"Filippo Scotti, Sergio Romano, Pierpaolo Capovilla, Roberto Citran","CINEMA Giulio Cesare
CINEMA Greenwich
Quattro Fontane","16:30, 18:30, 21:15
17:00, 19:00, 21:15
17:00, 19:00, 21:00"
