TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
LA GRAZIA,"4,13",ASSOLUTAMENTE SI,Drammatico,Italia,2025,131,"Un'ode comica e malinconica sulla condizione umana. Un film toccato dalla grazia, con Toni Servillo che giganteggia",Paolo Sorrentino,"Toni Servillo, Anna Ferzetti, Orlando Cinque, Massimo Venturiello",CINEMA Eden,21:10
ANDREJ RUBLËV,"4,08",ASSOLUTAMENTE SI,Biografico,URSS,1966,190,N.D.,Andrei Tarkovsky,"Anatoliy Solonitsyn, Nikolaj Grinko, Rolan Bykov, Jurij Nikulin, Yuriy Nazarov",CINEMA Troisi,VO: 18:00
NOUVELLE VAGUE,"3,89",ASSOLUTAMENTE SI,"Commedia, Biografico, Drammatico",Francia,2025,106,"Il racconto appassionato e appassionante della realizzazione di Fino all'ultimo respiro, film-simbolo della nouvelle vague",Richard Linklater,"Guillaume Marbeck, Zoey Deutch, Aubry Dullin, Alix Bénézech","CINEMA Madison
CINEMA Tiziano","19:30
16:30"
RENTAL FAMILY - NELLE VITE DEGLI ALTRI,"3,85",ASSOLUTAMENTE SI,Commedia drammatica,"Giappone, USA",2025,103,Una commedia universale che riesce nell'impresa di aprire i cuori e contagiare speranza in chi guarda,HIKARI,"Brendan Fraser, Paolo Andrea Di Pietro, Takehiro Hira, Shinji Ozeki (II)","Eurcine Multisala
CINEMA Madison","16:30, 18:45, 21:00
15:25, 21:35"
HAMNET - NEL NOME DEL FIGLIO,"3,83",SI,Drammatico,USA,2025,125,"Un film di fantasmi, di morti e rinascite. L'energia potentemente femminile della regista sa affrontare un dolore lancinante con coraggio ed empatia","Drammatico, USA, 2025",N.D.,"CINEMA Eden
CINEMA Madison
Teatro Don Bosco","15:00, 19:00
21:35
16:00"
LA TORTA DEL PRESIDENTE,"3,82",SI,Drammatico,"Iraq, USA, Qatar",2025,102,"In perfetto equilibrio tra fiaba e realtà, un esordio che dimostra che il particolare può avere una risonanza universale",Hasan Hadi,"Baneen Ahmad Nayyef, Waheed Thabet Khreibat, Sajad Mohamad Qasem, Muthanna Malaghi","CINEMA Giulio Cesare
CINEMA Madison","15:45 | VO: 19:50
15:30, 19:30"
RESURRECTION,"3,81",SI,Drammatico,Cina,2025,160,Un romantico e ambiziosissimo viaggio che prova a digerire e risputare un secolo abbondante di cinema,Gan Bi,"Jackson Yee, Qi Shu, Mark Chao, Gengxi Li, Jue Huang","CINEMA Barberini
CINEMA Farnese
Nuovo Cinema Aquila
CINEMA Troisi","VO: 14:45, 18:40
VO: 18:15
VO: 17:00, 20:00
VO: 17:00, 13:00"
SENTIMENTAL VALUE,"3,79",SI,"Commedia, Drammatico","Norvegia, Germania, Danimarca, Francia, Svezia",2025,132,"Con una cifra stilistica inconfondibile, Trier delinea con morbidezza e fluidità la complessità dei rapporti familiari",Joachim Trier,"Renate Reinsve, Stellan Skarsgård, Inga Ibsdotter Lilleaas, Elle Fanning","CINEMA Madison
Teatro Don Bosco","21:30
19:00"
PORTE APERTE,"3,75",SI,Drammatico,Italia,1990,108,Gianni Amelio e Gian Maria Volontè magistrali in un film che fa emergere le loro qualità,Gianni Amelio,"Gian Maria Volonté, Ennio Fantastichini, Renzo Giovampietro, Renato Carpentieri","Nuovo Cinema Aquila
CINEMA Troisi","21:00
21:30"
È L'ULTIMA BATTUTA?,"3,72",SI,Commedia,USA,2025,121,Il terzo film di Bradley Cooper è bellissimo e travolgente. Strepitosi Will Arnett e Laura Dern,Bradley Cooper,"Will Arnett, Laura Dern, Andra Day, Bradley Cooper","CINEMA Adriano
CINEMA Barberini
CINEMA Farnese
CINEMA Madison
CINEMA Savoy","18:00, 20:30
VO: 17:40
VO: 21:00
17:15, 19:25
16:15, 18:40, 21:00"
LA MATTINA SCRIVO,"3,67",SI,Drammatico,Francia,2025,92,"Un racconto che ruota attorno a un punto di rottura. Una fotografia del presente, scattata con gentilezza, ma crudamente a fuoco",Valérie Donzelli,"Bastien Bouillon, André Marcon, Virginie Ledoyen, Adrien Barazzone",CINEMA Madison,17:45
LO STRANIERO,"3,63",SI,Drammatico,Francia,2025,120,Ozon indovina il giusto equilibrio tra la fedeltà al testo di Camus e la necessità di personalizzarlo,François Ozon,"Benjamin Voisin, Rebecca Marder, Pierre Lottin, Denis Lavant","CINEMA Eden
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Mignon
Nuovo Cinema Aquila
Quattro Fontane","15:45, 18:10, 21:00
16:00, 18:30 | VO: 21:00
16:15, 18:45 | VO: 21:15
16:00, 18:30, 21:15
VO: 18:00
16:00, 21:00 | VO: 18:30"
PRIMA DELL'ALBA,"3,53",SI,Sentimentale,"USA, Australia, Svizzera",1995,105,Un film alla Rohmer molto piacevole. Linklater - americano - aderisce alle sfumature del cinema europeo,Richard Linklater,"Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Poschl",CINEMA Troisi,"VO: 13:00, 11:00"
IL FIGLIO PIÙ BELLO,"3,50",SI,Documentario,Italia,2025,81,"Un doc discreto e attento dedicato a Stefano Rulli e al suo rapporto con il figlio più bello, quello più bisognoso di aiuto","Giovanni Piperno, Stefano Rulli",N.D.,CINEMA Madison,15:40
A CENA CON IL DITTATORE,"3,49",SI,"Commedia, Drammatico, Storico","Spagna, Francia",2025,106,Un film dal deciso affondo politico. Un cinema vecchia scuola che è sempre un piacere da guardare,Manuel Gómez Pereira,"Mario Casas, Alberto San Juan, Asier Etxeandia, Oscar Lasarte","CINEMA Eden
CINEMA Greenwich
CINEMA Mignon
CINEMA Tibur","15:00, 17:10, 19:20, 21:30
17:30 | VO: 19:30
16:30, 18:45, 21:00
16:00"
IL DIO DELL'AMORE,"3,49",SI,Commedia,Italia,2026,100,Una commedia delicata e gentile che scalda il cuore,Francesco Lagi,"Anna Bellato, Enrico Borello, Benedetta Cimatti, Chiara Ferrara","Eurcine Multisala
CINEMA Intrastevere
CINEMA Madison","20:45
15:30
15:15, 21:35"
MIO FRATELLO È UN VICHINGO - THE LAST VIKING,"3,42",SI,"Commedia, Drammatico","Danimarca, Svezia",2025,116,"Jensen prosegue a raccontare il dramma con feroce umorismo, incrementando qualità e complessità della narrazione",Anders Thomas Jensen,"Mads Mikkelsen, Nikolaj Lie Kaas, Sofie Gråbøl, Søren Malling",CINEMA Madison,19:25
LA SALITA,"3,41",SI,Drammatico,Italia,2026,90,"Esordio alla regia dell'attore Massimiliano Gallo, un tributo all'amore per il palcoscenico e alla sua capacità trasformativa",Massimiliano Gallo,"Roberta Caronia, Francesco Cossu, Antonio Milo, Shalana Santana","CINEMA Eden
CINEMA Greenwich
CINEMA Multisala Lux
Multisala Odeon
Quattro Fontane","17:30, 19:20
15:45, 17:45
16:00
16:00, 20:10
16:15, 19:40"
LE AQUILE DELLA REPUBBLICA,"3,40",SI,Drammatico,"Svezia, Francia",2025,127,"Una fotografia dell'Egitto di oggi che intreccia sapientemente commedia, intrigo politico e denuncia esplicita",Tarik Saleh,"Fares Fares, Lyna Khoudri, Zineb Triki, Amr Waked","CINEMA Farnese
CINEMA Madison","16:00 | VO: 21:00
15:25, 21:30"
MICHAEL,"3,40",SI,Biografico,USA,2026,127,"Un film-evento musicale, dal ritmo travolgente. Da brividi la performance di Jafaar Jackson",Antoine Fuqua,"Jaafar Jackson, Nia Long, Laura Harrier, Juliano Valdi","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Intrastevere
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Tibur
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:20, 17:45, 19:00, 20:30, 21:40 | VO: 21:00
16:20, 17:30, 18:50, 20:30, 21:20 | VO: 21:10
16:30, 19:00, 21:30
15:30, 18:00, 19:00, 20:30, 21:30
15:00, 16:30, 17:30 | VO: 14:45, 17:10, 18:50
14:45, 17:00, 19:15, 21:00
16:00, 17:00, 18:30, 20:15, 21:15
16:30, 19:00, 21:30
16:15, 18:45, 21:15
16:15 | VO: 18:45, 21:15
16:30 | VO: 19:00, 21:30
16:00, 17:00, 18:30, 20:00, 21:00, 22:20
14:45, 16:00, 17:00, 18:20, 19:20, 21:00, 21:40
16:30, 19:00, 21:30 | VO: 17:30, 20:00, 22:30
16:30, 19:00, 21:30
16:30, 19:00 | VO: 21:30
16:30, 17:45, 20:15, 21:30 | VO: 19:00
15:00, 17:00, 18:00, 19:00, 20:10, 21:05, 22:20
14:05, 15:00, 15:20, 16:00, 16:15, 16:35, 17:05, 17:20, 17:35, 18:00, 18:20, 18:35, 18:50, 19:00, 19:05, 19:35, 20:05, 20:20, 20:40, 21:00, 21:15, 21:35, 22:00, 22:15
16:15, 18:45, 20:00 | VO: 21:30
16:30, 19:00, 20:00, 21:30
16:00, 16:30, 17:00, 18:00, 18:30, 19:00, 19:30, 20:00, 21:00, 21:30, 22:00, 22:30 | VO: 19:20
14:00, 15:00, 16:00, 16:30, 17:00, 18:00, 18:30, 19:00, 19:30, 20:00, 21:00, 21:30, 22:00, 22:30, 22:50 | VO: 15:30, 19:20, 21:10
14:00, 15:00, 15:30, 16:00, 16:30, 17:00, 18:00, 18:30, 19:00, 19:30, 21:00, 21:30, 22:00, 22:30 | VO: 14:30, 19:20
11:40, 13:15, 14:00, 15:20, 16:00, 17:00, 18:15, 19:00, 19:40, 20:30, 21:20, 22:00, 22:30, 23:20"
SUICIDE CLUB,"3,09",SI,Horror,Giappone,2001,99,Un'opera perturbante che fa sollevare domande allo spettatore. Anche sul presente,Sion Sono,"Ryo Ishibashi, Masatoshi Nagase, Mai Hosho, Tamao Satô","Azzurro Scipioni
CINEMA Troisi","19:00, 21:00
VO: 11:00, 15:00, 16:00"
SUPER MARIO GALAXY - IL FILM,"3,05",SI,"Animazione, Avventura, Commedia",USA,2026,98,Ancora una volta il look è luccicante ma in questo sequel la trama non regge,"Michael Jelenic, Aaron Horvath","Claudio Santamaria, Anya Taylor-Joy, Chris Pratt, Brie Larson","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 17:20, 19:30
16:50, 18:40
16:30
15:00, 17:00
15:30, 17:20, 19:10
16:30, 17:30, 18:30
16:30, 18:30
16:30
16:00, 18:00
15:30, 17:30
17:00
16:30, 17:30, 18:35, 20:45
15:00, 17:35
14:30, 15:45, 17:45, 18:50
16:00, 17:00, 18:00
17:10, 18:10, 19:10
15:10, 16:10, 16:50, 17:30, 18:20
14:40, 15:50, 17:10, 17:40, 18:10, 19:10
14:50, 15:40, 17:15, 18:05"
... CHE DIO PERDONA A TUTTI,"3,02",SI,Commedia,Italia,2026,113,"La quarta regia di Pif è un lavoro piacevole ma discontinuo, con un ottimo cast",Pif,"Pif, Giusy Buscemi, Francesco Scianna, Carlos Hipólito","CINEMA Adriano
CINEMA Antares
CINEMA Broadway
CINEMA Doria
CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Intrastevere
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon","17:50
21:00
15:00, 18:45
21:00
15:00
16:15, 18:45, 21:15
20:30
15:30
16:30, 20:45
17:20
17:50, 20:10
16:30
14:35
18:30"
THE DRAMA - UN SEGRETO È PER SEMPRE,"3,01",SI,Commedia,USA,2026,106,Una commedia surreale che rompe le convenzioni sociali e parla a ognuno di noi. Con un cast di superstar,Kristoffer Borgli,"Robert Pattinson, Zendaya, Alana Haim, Mamoudou Athie","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Intrastevere
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Nuovo Olimpia
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:30, 18:00, 20:30
18:45, 21:20
17:20, 20:00
VO: 15:00, 16:40, 17:00, 19:00
21:30
18:30, 20:50
16:30 | VO: 18:45, 21:00
VO: 21:00
VO: 19:45, 21:45
19:30, 21:40
17:30, 19:30, 21:35
18:00, 20:15, 22:30 | VO: 22:30
15:45, 18:00, 20:15, 22:30
VO: 16:30, 18:30, 20:45
16:00, 18:30, 21:15
21:15
22:10
14:40, 16:30, 20:35, 21:30, 22:10
18:15, 21:00
16:50, 20:45, 22:10
14:00, 17:10, 22:10
16:50, 20:10, 22:10
20:00, 22:40"
