TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
IL SILENZIO DEGLI INNOCENTI,"3,91",ASSOLUTAMENTE SI,Thriller,USA,1991,118,"Jonathan Demme sperimenta e innova il genere thriller, cambiandolo per sempre",Jonathan Demme,"Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine",Uci Cinemas Parco Leonardo,23:20
IL CASO 137,"3,81",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo","CINEMA Dei Piccoli
CINEMA Madison","VO: 21:30
21:35"
MABOROSI - I BAGLIORI DELL'ANIMA,"3,73",SI,Drammatico,Giappone,1995,110,"Un'opera silenziosa, quasi astratta, un debutto sorprendente per rigore formale e intensità emotiva",Kore'eda Hirokazu,"Makiko Esumi, Takashi Naitô, Tadanobu Asano, Gohki Kashiyama","CINEMA Giulio Cesare
Quattro Fontane","17:00
16:45"
NINO,"3,73",SI,Drammatico,Francia,2025,96,Un esordio ricco di sfumature e di sottili trovate narrative. Una piccola opera che contiene moltitudini,Pauline Loquès,"Théodore Pellerin, Jeanne Balibar, William Lebghil, Salomé Dewaels","Casa del Cinema
Nuovo Cinema Aquila","20:30
VO: 16:10"
PRIMA PAGINA,"3,71",SI,Commedia,USA,1974,105,Lemmon-Matthau nella terza edizione di un soggetto tratto da Charles MacArthur e Ben Echt,Billy Wilder,"Jack Lemmon, David Wayne, Susan Sarandon, Carol Burnett",Cineclub Alphaville,21:00
IL CASTELLO NEL CIELO,"3,70",SI,Animazione,Giappone,1986,124,"La favola più avventurosa di Miyazaki, alla ricerca di una città nel cielo dove tutto può accadere",Hayao Miyazaki,N.D.,in Piazza San Cosimato - Trastevere,21:15
FUORI,"3,66",SI,Drammatico,"Italia, Francia",2025,115,Un film che nel suo apparente disordine sa mostrare l'animo femminile in tutta la sua complessità. Magistrale Valeria Golino,Mario Martone,"Valeria Golino, Matilda De Angelis, Elodie, Corrado Fortuna",Nuovo Teatro Ateneo,19:00
LO STRANIERO,"3,65",SI,Drammatico,Francia,2025,120,Ozon indovina il giusto equilibrio tra la fedeltà al testo di Camus e la necessità di personalizzarlo,François Ozon,"Benjamin Voisin, Rebecca Marder, Pierre Lottin, Denis Lavant","CINEMA Nuovo Olimpia
CINEMA Tiziano","VO: 17:30, 20:15
18:15"
THE SEA,"3,65",SI,Drammatico,Israele,2025,93,"Un'opera divenuta un ""caso"" che ci costringe a non voltare lo sguardo altrove",Shai Carmeli-Pollak,"Muhammad Gazawi, Khalifa Natour, Marlene Bajali, Hilla Sarjon",CINEMA Madison,"16:00, 17:45, 19:35, 21:35"
OBSESSION,"3,56",SI,Horror,USA,2026,108,La conferma del talento dell'astro nascente Curry Barker,Curry Barker,"Michael Johnston (II), Inde Navarrette, Cooper Tomlinson, Megan Lawless","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","17:00, 19:15, 21:40, 22:50
21:20
17:15, 22:00
VO: 14:20, 18:00, 20:00, 22:00
17:00, 21:35
16:15, 18:30, 21:40
15:45, 21:35
20:00, 22:15
20:10, 22:30
18:50, 21:40
14:20, 15:55, 17:00, 18:10, 19:50, 20:45, 22:40, 23:10
21:00, 22:30
17:35, 20:20, 22:00, 23:10
16:10, 18:20, 20:10, 22:50
18:20, 20:10, 22:10, 23:10"
YELLOW LETTERS,"3,53",SI,Drammatico,"Germania, Turchia, Francia",2026,127,"Catak si insinua nella coscienza dei suoi personaggi, rivelandone ambiguità morali e passi falsi comportamentali",Ilker Çatak,"Özgü Namal, Tansu Biçer, Leyla Smyrna Cabas, Ipek Bilgin",CINEMA Eden,"15:00, 16:00, 18:50, 21:00"
NOBODY KNOWS,"3,52",SI,Drammatico,Giappone,2004,141,"Il film più realista di Kore-eda, tratto da un drammatico fatto di cronaca",Kore'eda Hirokazu,"Yûya Yagira, Ayu Kitaura, Hiei Kimura, Momoko Shimizu","CINEMA Greenwich
Nuovo Cinema Aquila","16:45
VO: 20:10"
A CENA CON IL DITTATORE,"3,49",SI,"Commedia, Drammatico, Storico","Spagna, Francia",2025,106,Un film dal deciso affondo politico. Un cinema vecchia scuola che è sempre un piacere da guardare,Manuel Gómez Pereira,"Mario Casas, Alberto San Juan, Asier Etxeandia, Oscar Lasarte","Azzurro Scipioni
CINEMA Eden
CINEMA Mignon
Teatro Don Bosco","17:00, 21:00
21:30
17:00
18:00"
GIOIA MIA,"3,45",SI,Drammatico,Italia,2025,90,Un film semplice e nostalgico che guarda alla proverbiale estate italiana che forse non esiste più,Margherita Spampinato,"Marco Fiore, Aurora Quattrocchi, Martina Ziami, Camille Dugay Comencini","CINEMA Eden
CINEMA Mignon","15:10, 17:10, 19:10, 21:00
16:45, 19:15, 21:00"
L'AMORE CHE RIMANE,"3,38",SI,Drammatico,"Islanda, Danimarca, Svezia, Francia",2025,109,Un'opera che sembra aver trovato la soluzione perfetta per equilibrare la commedia con un tocco di surreale e il dramma famigliare,Hlynur Palmason,"Saga Garðarsdóttir, Sverrir Gudnason, Ída Mekkín Hlynsdóttir, Grímur Hlynsson",CINEMA Farnese,"17:30, 19:30 | VO: 21:30"
LE CITTÀ DI PIANURA,"3,35",SI,Drammatico,"Italia, Germania",2025,100,Un road movie che riesce a raccontare un'Italia vera con una sua energia lenta e sul finale commovente,Francesco Sossai,"Filippo Scotti, Sergio Romano, Pierpaolo Capovilla, Roberto Citran","CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Multisala Lux
Quattro Fontane","15:00, 17:00, 21:20
17:00, 19:00, 21:16
17:45, 19:40, 21:30
17:00
15:30, 17:50
19:00, 21:00"
BACKROOMS,"3,34",SI,Horror,USA,2026,111,Un'opera d'arte contemporanea sulla terrificante presenza dell'assenza,Kane Parsons,"Chiwetel Ejiofor, Renate Reinsve, Mark Duplass, Finn Bennett","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
CINEMA Troisi
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:30, 18:00, 20:40, 22:45
19:00, 21:20
17:15, 19:20
VO: 15:00, 17:00, 19:00, 21:00, 21:30, 22:00
15:00, 17:20, 21:30
16:15, 20:45
18:45, 21:15
19:40, 22:00
15:30, 21:35
16:45, 20:15, 22:30
17:50, 20:10, 22:30
16:30, 18:50, 21:40
14:00, 15:30, 17:00, 18:15, 22:45
14:00, 15:35, 16:25, 17:05, 17:45, 18:25, 18:45, 19:15, 19:55, 21:10, 21:55, 22:30, 23:25
17:50, 19:30, 21:30
VO: 00:30, 17:15, 21:30
15:00, 16:30, 17:20, 18:00, 19:15, 20:40, 22:40, 23:30
14:00, 15:40, 16:40, 17:20, 18:00, 19:10, 20:40, 21:50, 22:20, 22:50, 23:30
15:40, 16:20, 17:00, 18:00, 20:00, 20:40, 22:20, 23:30
14:00, 16:45, 17:25, 19:50, 22:15, 22:40, 23:50"
IL SILENZIO DEGLI ALTRI,"3,34",SI,Drammatico,Spagna,2025,99,Un film che immerge nelle percezioni della protagonista trovando una completa identificazione tra il suo sguardo e quello della cineasta,Eva Libertad,"Miriam Garlo, Álvaro Cervantes, Elena Irureta, Joaquín Notario","CINEMA Giulio Cesare
CINEMA Greenwich
Quattro Fontane","17:00, 19:00 | VO: 21:00
17:00, 19:00 | VO: 21:00
16:45, 19:00 | VO: 21:00"
