TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
MANAS - SORELLE,"4,00",ASSOLUTAMENTE SI,Drammatico,Brasile,2024,101,"Un notevole esordio alla regia, che racconta il Male ma restituisce anche la bellezza dei luoghi e delle persone",Marianna Brennand Fortes,"Jamilli Correa, Dira Paes, Fatima Macedo, Rômulo Braga",Delle Provincie,VO: 16:00
IL CASO 137,"3,81",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo",CINEMA Madison,21:35
ORFEO,"3,79",SI,Fantasy,Italia,2025,74,Love story all'insegna della fantasia e della sperimentazione. Villoresi mette in mostra un talento determinato,Virgilio Villoresi,"Luca Vergoni, Giulia Maenza, Aomi Muyock, Lorenzo Talotti",CINEMA Farnese,21:30
MABOROSI - I BAGLIORI DELL'ANIMA,"3,73",SI,Drammatico,Giappone,1995,110,"Un'opera silenziosa, quasi astratta, un debutto sorprendente per rigore formale e intensità emotiva",Kore'eda Hirokazu,"Makiko Esumi, Takashi Naitô, Tadanobu Asano, Gohki Kashiyama","CINEMA Giulio Cesare
Quattro Fontane","17:00
16:45"
NINO,"3,73",SI,Drammatico,Francia,2025,96,Un esordio ricco di sfumature e di sottili trovate narrative. Una piccola opera che contiene moltitudini,Pauline Loquès,"Théodore Pellerin, Jeanne Balibar, William Lebghil, Salomé Dewaels",Nuovo Cinema Aquila,VO: 16:10
FUORI,"3,66",SI,Drammatico,"Italia, Francia",2025,115,Un film che nel suo apparente disordine sa mostrare l'animo femminile in tutta la sua complessità. Magistrale Valeria Golino,Mario Martone,"Valeria Golino, Matilda De Angelis, Elodie, Corrado Fortuna",Nuovo Teatro Ateneo,19:00
LO STRANIERO,"3,65",SI,Drammatico,Francia,2025,120,Ozon indovina il giusto equilibrio tra la fedeltà al testo di Camus e la necessità di personalizzarlo,François Ozon,"Benjamin Voisin, Rebecca Marder, Pierre Lottin, Denis Lavant","CINEMA Nuovo Olimpia
CINEMA Tiziano","VO: 17:30, 20:15
20:30"
THE SEA,"3,65",SI,Drammatico,Israele,2025,93,"Un'opera divenuta un ""caso"" che ci costringe a non voltare lo sguardo altrove",Shai Carmeli-Pollak,"Muhammad Gazawi, Khalifa Natour, Marlene Bajali, Hilla Sarjon",CINEMA Madison,"16:00, 17:45, 19:35, 21:35"
LA CADUTA DEGLI DEI,"3,57",SI,Drammatico,Italia,1969,155,Un film che è una vera opera d'arte totale,Luchino Visconti,"Dirk Bogarde, Ingrid Thulin, Helmut Griem, Renaud Verley, Umberto Orsini",Casa del Cinema,18:30
OBSESSION,"3,54",SI,Horror,USA,2026,108,La conferma del talento dell'astro nascente Curry Barker,Curry Barker,"Michael Johnston (II), Inde Navarrette, Cooper Tomlinson, Megan Lawless","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","16:50, 19:15, 21:40
21:20
17:00, 22:00
VO: 14:30, 19:20, 21:00
15:00, 21:35
16:15, 18:30, 21:40
15:45, 21:35
20:00, 22:15
20:10, 22:30
19:25, 21:40
15:45, 19:35, 22:10
21:00, 22:30
17:30, 20:20, 22:00, 23:00
16:50, 18:10, 20:45, 23:05
17:40, 20:20, 22:00, 23:00"
YELLOW LETTERS,"3,51",SI,Drammatico,"Germania, Turchia, Francia",2026,127,"Catak si insinua nella coscienza dei suoi personaggi, rivelandone ambiguità morali e passi falsi comportamentali",Ilker Çatak,"Özgü Namal, Tansu Biçer, Leyla Smyrna Cabas, Ipek Bilgin",CINEMA Eden,"16:00, 21:00"
MAMA,"3,50",SI,Drammatico,"Israele, Polonia, Italia",2025,91,"L'esordio nel lungometraggio di Or Sinai è la storia di tante donne dell'est, un'esistenza semplice raccontata con dignità",Or Sinai,"Evgenia Dodina, Arkadiusz Jakubik, Katarzyna Lubik, Dominika Bednarczyk",Delle Provincie,20:00
A CENA CON IL DITTATORE,"3,49",SI,"Commedia, Drammatico, Storico","Spagna, Francia",2025,106,Un film dal deciso affondo politico. Un cinema vecchia scuola che è sempre un piacere da guardare,Manuel Gómez Pereira,"Mario Casas, Alberto San Juan, Asier Etxeandia, Oscar Lasarte","Azzurro Scipioni
CINEMA Eden
CINEMA Madison
CINEMA Mignon
Teatro Don Bosco
CINEMA Tiziano","21:00
15:00, 21:30
15:30
17:00
20:30
18:30"
NOBODY KNOWS,"3,48",SI,Drammatico,Giappone,2004,141,"Il film più realista di Kore-eda, tratto da un drammatico fatto di cronaca",Kore'eda Hirokazu,"Yûya Yagira, Ayu Kitaura, Hiei Kimura, Momoko Shimizu","CINEMA Greenwich
Nuovo Cinema Aquila","16:45
VO: 18:00"
GIOIA MIA,"3,45",SI,Drammatico,Italia,2025,90,Un film semplice e nostalgico che guarda alla proverbiale estate italiana che forse non esiste più,Margherita Spampinato,"Marco Fiore, Aurora Quattrocchi, Martina Ziami, Camille Dugay Comencini","CINEMA Eden
CINEMA Mignon","15:10, 17:10, 19:10, 21:00
16:45, 19:15, 21:00"
LE CITTÀ DI PIANURA,"3,35",SI,Drammatico,"Italia, Germania",2025,100,Un road movie che riesce a raccontare un'Italia vera con una sua energia lenta e sul finale commovente,Francesco Sossai,"Filippo Scotti, Sergio Romano, Pierpaolo Capovilla, Roberto Citran","CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Multisala Lux
Quattro Fontane","15:00, 17:10, 19:20, 21:20
17:00, 19:00, 21:15
17:45, 19:40, 21:30
17:00
15:30, 17:30
19:00, 21:00"
L'AMORE CHE RIMANE,"3,32",SI,Drammatico,"Islanda, Danimarca, Svezia, Francia",2025,109,Un'opera che sembra aver trovato la soluzione perfetta per equilibrare la commedia con un tocco di surreale e il dramma famigliare,Hlynur Palmason,"Saga Garðarsdóttir, Sverrir Gudnason, Ída Mekkín Hlynsdóttir, Grímur Hlynsson",CINEMA Farnese,"VO: 17:30, 21:30"
MICHAEL,"3,30",SI,Biografico,USA,2026,127,"Un film-evento musicale, dal ritmo travolgente. Da brividi la performance di Jafaar Jackson",Antoine Fuqua,"Jaafar Jackson, Nia Long, Laura Harrier, Juliano Valdi","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:20, 17:45, 19:00, 20:30
16:20, 18:50, 21:20
10:00, 10:30, 15:30, 18:00, 20:30
VO: 14:30, 17:00, 21:30
15:00, 19:15
16:00, 17:00, 18:30, 20:15, 21:15
21:30
16:30, 19:00, 21:30
16:30, 19:00 | VO: 21:30
17:00, 19:30, 22:00
14:45, 17:00, 19:20, 21:35
16:30, 19:00, 21:30
16:30, 19:00, 21:30
19:00, 21:30
16:50, 18:40, 21:30
16:30, 18:45
15:35, 16:35, 18:25, 20:25, 21:30, 22:15
16:30, 19:00, 21:30
16:10, 17:20, 19:00, 21:10, 22:20
14:00, 15:10, 16:40, 19:30, 21:20, 22:30
15:10, 16:20, 19:20, 21:10, 22:30
15:10, 18:00, 21:00"
DIRTY DIFFICULT DANGEROUS,"3,26",SI,Drammatico,"Francia, Italia, Libano",2022,83,Un'epopea romantica che mescola pathos e humor come atto di resistenza,Wissam Charaf,"Darina Al Joundi, Ziad Jallad, Clara Couturet, Rifaat Tarabay",CINEMA Barberini,18:30
ANTARTICA - QUASI UNA FIABA,"3,22",SI,Commedia,Italia,2026,93,"Un film più unico che raro in Italia sulla ricerca scientifica, con un ottimo cast",Lucia Calamaro,"Silvio Orlando, Barbara Ronchi, Valentina Bellè, Simone Liberati","CINEMA Giulio Cesare
Quattro Fontane","16:00
17:00"
HEN - STORIA DI UNA GALLINA,"3,22",SI,"Commedia, Drammatico","Germania, Grecia, Ungheria",2025,96,"Coming of age ma anche thriller, particolarmente riuscito nelle percezioni sonore della gallina",György Pálfi,"Yannis Kokiasmenos, Maria Diakopanayotou, Argyris Pantazaras, Machmout Bamerni","Eurcine Multisala
CINEMA Madison","16:45
17:45, 19:35"
NO GOOD MEN,"3,20",SI,"Biografico, Commedia","Germania, Francia, Danimarca, Norvegia",2026,103,Una commedia coinvolgente che si fa critica sociale verso un regime e un sistema che opprime donne e oppositori politici,Shahrbanoo Sadat,"Shahrbanoo Sadat, Anwar Hashimi, Liam Hussaini, Yasin Negah","CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Multisala Lux
Nuovo Cinema Aquila
Quattro Fontane","16:15, 18:45 | VO: 21:00
16:30, 18:45 | VO: 21:00
15:45, 18:00, 20:15
16:40
17:00, 19:00 | VO: 21:00"
IL BENE COMUNE,"3,18",SI,Commedia,Italia,2026,103,"A un passo dal musical, una favola che conferma il cinema originale di Rocco Papaleo",Rocco Papaleo,"Claudia Pandolfi, Rocco Papaleo, Teresa Saponangelo, Vanessa Scalera",Delle Provincie,18:00
PECORE SOTTO COPERTURA,"3,11",SI,"Azione, Commedia","Irlanda, Gran Bretagna, Germania, USA",2026,109,"Il divertimento non manca, il gioco del 'chi è stato' è presente, il messaggio è positivo. Un piacevole film per famiglie",Kyle Balda,"Ciro Priello, Arianna Craviotto, Emma Thompson, Hugh Jackman","CINEMA Adriano
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Nuovo Sacher
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","16:30
17:30, 19:30
15:30, 17:45
16:15
VO: 17:00
14:10, 16:45
16:00
13:50, 16:20
14:00"
THE DRAMA - UN SEGRETO È PER SEMPRE,"3,02",SI,Commedia,USA,2026,106,Una commedia surreale che rompe le convenzioni sociali e parla a ognuno di noi. Con un cast di superstar,Kristoffer Borgli,"Robert Pattinson, Zendaya, Alana Haim, Mamoudou Athie",CINEMA Tiziano,16:30
SUPER MARIO GALAXY - IL FILM,"2,98",SI,"Animazione, Avventura, Commedia",USA,2026,98,Ancora una volta il look è luccicante ma in questo sequel la trama non regge,"Michael Jelenic, Aaron Horvath","Claudio Santamaria, Anya Taylor-Joy, Chris Pratt, Brie Larson","CINEMA Cineland
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","17:50
17:00
15:20
15:00, 17:10"
IO NON TI LASCIO SOLO,"2,92",SI,Commedia,Italia,2026,98,Un film che va oltre il genere codificato family aprendosi a considerazioni più ampie,Fabrizio Cattani,"Giorgio Pasotti, Mimmo Borrelli, Andrea Matrone, Michael D'Arma",The Screen Cinemas Roma Ottavia,"16:45, 19:25"
IL DIAVOLO VESTE PRADA 2,"2,89",SI,"Commedia, Drammatico",USA,2026,119,Un sequel che ci dà quello che aspettavamo. C'è meno ferocia ma il cast si conferma di primo piano,David Frankel,"Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
Teatro Don Bosco
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 17:40, 19:00, 20:20, 21:30
16:30
18:45
15:00, 17:20, 21:30
VO: 14:30, 16:45, 19:20
16:55
16:00, 18:30, 20:00, 21:00
16:15, 21:00
18:30
16:45, 18:45, 21:15
16:30, 19:15 | VO: 21:30
17:15, 22:00
15:00, 17:15, 19:25, 21:35
16:30, 19:00, 21:30
15:30, 17:50
18:00, 21:00
18:00
18:50, 21:30
15:20, 18:00
15:10, 17:10, 19:40, 20:50, 21:40
16:00, 18:30, 21:00
17:40, 19:30, 21:40
14:20, 17:20, 19:50, 21:30
14:20, 17:20, 19:20, 21:20
11:05, 19:30"
IN THE GREY,"2,88",SI,Azione,"Gran Bretagna, USA",2026,98,"Il personale Mission: Impossible di Guy Ritchie. Con Eiza González, un asso nella manica",Guy Ritchie,"Jake Gyllenhaal, Henry Cavill, Eiza González, Kristofer Hivju","The Space Parco de Medici
Uci Cinemas Parco Leonardo","14:45, 17:20, 22:25
17:05"
MOTHER MARY,"2,82",SI,Drammatico,"Gran Bretagna, USA, Germania, Finlandia",2025,112,Un'opera libera che scruta il lato oscuro dell'animo umano. Con due attrici dal livello altissimo,David Lowery,"Anne Hathaway, Michaela Coel, Hunter Schafer, Sian Clifford",CINEMA Troisi,VO: 11:00
CENA DI CLASSE,"2,77",SI,Commedia,Italia,2026,94,Una commedia che perde la genuinità dell'ispirazione in una trama caotica,Francesco Mandelli,"Beatrice Arnera, Luigi Luciano, Giovanni Esposito, Roberto Lipari",Uci Luce Maximo,11:15
ILLUSIONE,"2,70",SI,Drammatico,"Italia, Belgio",2025,110,Un'opera che spiazza per la complessità della narrazione e dei registri utilizzati,Francesca Archibugi,"Jasmine Trinca, Michele Riondino, Angelina Andrei, Vittoria Puccini",CINEMA Eden,"17:00, 19:10"
STAR WARS - THE MANDALORIAN AND GROGU,"2,56",NI,"Azione, Avventura, Fantasy",USA,2026,132,"Chicche per i fan, un adorabile Grogu e un trionfo di marionette animatronic. Un'opera che funziona",Jon Favreau,"Pedro Pascal, Sigourney Weaver, Steve Blum, Hemky Madera","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:00, 17:50, 20:40
16:20, 18:50
18:30
15:20, 18:00, 20:40
VO: 14:30, 17:00, 18:30, 21:30
17:00, 19:20
15:50, 17:00, 18:30, 20:00, 21:10
16:00, 18:30
16:30, 18:30, 21:15
16:30, 18:20 | VO: 21:00
17:00, 19:30
15:20
16:00, 18:30, 21:00 | VO: 22:00
18:30, 21:00
16:30
16:45, 21:20
16:50, 21:00
14:10, 14:55, 16:50, 18:05, 18:50, 21:00, 21:40
16:00, 18:30
16:40, 18:30, 19:40, 21:30, 22:15
14:10, 15:30, 18:40, 19:40, 21:40, 22:40
14:10, 15:40, 16:40, 18:30, 19:30, 21:30
14:30, 15:40, 18:35, 21:30 | VO: 17:25"
IL FIGLIO DEL DESERTO,"2,50",NI,Family,Francia,2026,92,Gilles de Maistre conferma il suo format di cinema spettacolare per famiglie. Dove tutto è un po' troppo prevedibile,Gilles de Maistre,"Nahel Tran, Nahil Bouazzaoui, Zayn Sekkat, Kev Adams",Uci Luce Maximo,12:50
