TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
ROSSO COME IL CIELO,"3,41",SI,Drammatico,Italia,2005,96,Un'opera che segnò i fondamentali primi passi nel racconto delle disabilità,Cristiano Bortone,"Luca Capriotti, Paolo Sassanelli, Marco Cocci, Simone Colombari",Arena Corto Circuito,21:00
WICKED - PARTE 1,"3,41",SI,"Fantasy, Drammatico",USA,2024,160,"Un film-tripudio di colori sgargianti e acuti vibranti che canta di un universo terribilmente polarizzato, specchio del nostro",Jon M. Chu,"Cynthia Erivo, Ariana Grande, Michelle Yeoh, Jeff Goldblum",CINEMA Aura Movies,21:00
LE CITTÀ DI PIANURA,"3,40",SI,Drammatico,"Italia, Germania",2025,100,Un road movie che riesce a raccontare un'Italia vera con una sua energia lenta e sul finale commovente,Francesco Sossai,"Filippo Scotti, Sergio Romano, Pierpaolo Capovilla, Roberto Citran","Eurcine Multisala
CINEMA Nuovo Olimpia","21:30
VO: 16:45, 18:45, 21:30"
DIAZ - NON PULIRE QUESTO SANGUE,"3,39",SI,Drammatico,Italia,2012,120,Un film di forte impegno civile,"Drammatico, Italia, 2012",N.D.,"CINEMA Giulio Cesare
CINEMA Nuovo Sacher
Quattro Fontane
Uci Cinemas Parco Leonardo
Uci Cinemas Roma Est","18:30, 21:30
16:15
21:15
18:50
18:00"
REBUILDING - COME L'ACQUA PER IL FUOCO,"3,39",SI,Drammatico,USA,2025,95,Il canto di un'America aspra e rurale cucito addosso al talento gentile di Josh O'Connor,Max Walker-Silverman,"Josh O'Connor, Meghann Fahy, Amy Madigan, Lily LaTorre","CINEMA Farnese
CINEMA Giulio Cesare
CINEMA Mignon
CINEMA Nuovo Sacher
The Space Parco de Medici","16:00
19:00 | VO: 21:00
21:45
18:30, 20:45
14:10"
NO GOOD MEN,"3,37",SI,"Biografico, Commedia","Germania, Francia, Danimarca, Norvegia",2026,103,Una commedia coinvolgente che si fa critica sociale verso un regime e un sistema che opprime donne e oppositori politici,Shahrbanoo Sadat,"Shahrbanoo Sadat, Anwar Hashimi, Liam Hussaini, Yasin Negah","CINEMA Giulio Cesare
CINEMA Greenwich
Nuovo Cinema Aquila
Quattro Fontane","16:30, 18:45 | VO: 21:00
16:30, 19:00 | VO: 21:00
16:40
16:15, 19:00 | VO: 21:00"
IL RESTO DI NIENTE,"3,35",SI,Storico,Italia,2004,103,"Un film colto, intenso e coerente con le idee rivoluzionarie della protagonista",Antonietta De Lillo,"Maria de Medeiros, Rosario Sparno, Imma Villa, Raffaele Di Florio",Nuovo Teatro Ateneo,19:00
NEL TEPORE DEL BALLO,"3,35",SI,Drammatico,Italia,2026,92,"Attori che sanno osare in un film libero, dove Pupi Avati si rinnova rimanendo fedele a se stesso",Pupi Avati,"Massimo Ghini, Isabella Ferrari, Giuliana De Sio, Lina Sastri","CINEMA Greenwich
CINEMA Mignon","16:30
18:00"
OBSESSION,"3,34",SI,Horror,USA,2026,108,La conferma del talento dell'astro nascente Curry Barker,Curry Barker,"Michael Johnston (II), Inde Navarrette, Cooper Tomlinson, Megan Lawless","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","17:00, 19:15, 21:40
20:40
19:20, 22:00
VO: 19:20, 19:30, 21:30
15:00, 19:00
16:15, 18:30, 21:40
15:30, 19:30, 21:35
20:10, 22:20 | VO: 22:30
20:15, 22:30
21:40
14:20, 16:45, 19:35, 22:30
20:10
23:00
20:10, 23:10, 23:30
23:00"
MICHAEL,"3,29",SI,Biografico,USA,2026,127,"Un film-evento musicale, dal ritmo travolgente. Da brividi la performance di Jaafar Jackson",Antoine Fuqua,"Jaafar Jackson, Nia Long, Laura Harrier, Juliano Valdi","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Cineland
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","15:00, 17:40, 20:40
18:00
17:30, 21:40
VO: 15:00
18:30, 20:30
21:00
VO: 20:45
20:00
14:50, 17:00, 19:20
19:00, 21:30
16:30, 21:45
18:30
14:50, 17:30, 19:20, 20:30, 22:15
16:30, 21:45
17:00, 22:30
11:30, 18:20, 21:40
16:40, 19:50"
HEN - STORIA DI UNA GALLINA,"3,28",SI,"Commedia, Drammatico","Germania, Grecia, Ungheria",2025,96,"Coming of age ma anche thriller, particolarmente riuscito nelle percezioni sonore della gallina",György Pálfi,"Yannis Kokiasmenos, Maria Diakopanayotou, Argyris Pantazaras, Machmout Bamerni","Azzurro Scipioni
CINEMA Madison
CINEMA Tiziano","21:00
17:15
18:30"
DISCLOSURE DAY,"3,24",SI,"Fantascienza, Drammatico",USA,2026,145,Spielberg torna al cinema di fantascienza e si conferma maestro della tensione,Steven Spielberg,"Emily Blunt, Josh O'Connor, Colin Firth, Eve Hewson","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Eden
Eurcine Multisala
CINEMA Farnese
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Intrastevere
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
Quattro Fontane
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
CINEMA Troisi
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:20, 17:30, 18:30, 20:40, 21:30 | VO: 19:30
17:10, 18:20, 20:00, 21:10 | VO: 21:00
16:00, 17:30, 18:45, 21:30
15:00, 16:15, 17:50, 19:15, 20:40, 21:30
14:30, 16:30, 19:10, 20:30 | VO: 15:00, 17:40, 19:10, 21:00, 21:45
15:30, 18:15, 21:00
15:45, 18:30, 21:20
16:00, 17:30, 18:45, 21:30
15:30, 17:10, 18:20, 21:10
16:15, 18:20, 21:15
18:30 | VO: 16:00, 21:00
16:15 | VO: 18:30, 21:30
16:15 | VO: 18:30, 21:15
16:00, 18:45 | VO: 21:30
17:30, 18:30, 19:30, 20:30, 21:30
15:30, 18:15, 21:15
15:45, 18:45, 21:45 | VO: 19:15, 22:15
15:45, 18:45, 21:45
16:15 | VO: 18:20, 21:15
16:00, 17:30, 18:45, 21:30 | VO: 20:15
18:50, 21:10
14:10, 16:15, 16:50, 17:20, 18:30, 19:10, 19:20, 20:00, 20:30, 21:00, 21:40, 21:50
16:00, 17:30, 18:45, 20:30, 21:30
VO: 15:00, 18:00, 21:00
16:00, 17:10, 18:10, 19:10, 20:20, 20:50, 21:20, 21:50, 22:20 | VO: 19:30
10:40, 12:10, 13:00, 14:00, 15:00, 16:00, 17:10, 18:10, 19:10, 19:30, 20:20, 20:50, 21:20, 21:50, 22:20, 23:30 | VO: 11:50
14:10, 15:00, 16:00, 17:10, 18:10, 20:40, 21:20, 21:50
11:30, 15:00, 17:10, 18:10, 20:20, 21:20"
ROMERÍA - IL MARE DEI RICORDI,"3,23",SI,Drammatico,"Spagna, Germania",2025,115,Un poema di sole e iodio che riflette con grande dolcezza sulla verità della memoria,Carla Simón,"Llúcia Garcia, Mitch Martín, Tristán Ulloa, Alberto Gracia","CINEMA Barberini
Nuovo Cinema Aquila","VO: 15:00, 17:20
VO: 19:00"
LA CRONOLOGIA DELL'ACQUA,"3,22",SI,"Biografico, Drammatico","Francia, Lettonia, USA",2025,128,Un flusso di immagini ed emozioni che non teme l'indicibile e il conturbante. Alla sua opera prima Stewart mostra di saper osare,Kristen Stewart,"Imogen Poots, Thora Birch, Jim Belushi, Charlie Carrick","CINEMA Adriano
CINEMA Barberini
CINEMA Mignon
CINEMA Troisi","VO: 21:30
VO: 16:50
16:15, 21:00
VO: 11:00"
NONOSTANTE,"3,22",SI,Drammatico,Italia,2024,92,Un film visceralmente personale che esprime attraverso la leggerezza la paura della morte,Valerio Mastandrea,"Valerio Mastandrea, Dolores Fonzi, Lino Musella, Laura Morante",Casilino Sky Park - sul Tetto,21:00
IL BENE COMUNE,"3,18",SI,Commedia,Italia,2026,103,"A un passo dal musical, una favola che conferma il cinema originale di Rocco Papaleo",Rocco Papaleo,"Claudia Pandolfi, Rocco Papaleo, Teresa Saponangelo, Vanessa Scalera",CINEMA Eden,21:30
SMART WORKING,"3,18",SI,Commedia,Italia,2026,96,Un racconto dai temi attuali. Con un lavoro accurato in scrittura e regia,Svevo Moltrasio,"Marcello Macchia, Sara Lazzaro, Alessandro Tiberi, Maurizio Nichetti","CINEMA Adriano
CINEMA Andromeda
CINEMA Barberini
CINEMA Cineland
Eurcine Multisala
CINEMA Multisala Lux
Multisala Odeon
The Space Parco de Medici
CINEMA Trianon
Uci Luce Maximo","17:30
17:00, 19:00, 21:15
15:00
18:30
18:45
18:00
20:15
16:50
16:15
17:00, 19:20"
TUNER - L'ACCORDATORE,"3,17",SI,Drammatico,"Canada, USA",2025,109,Un film d'autore con un andamento jazz capace di parlare al grande pubblico. Con Hoffman in una parte scritta con amore e grazia,Daniel Roher,"Leo Woodall, Dustin Hoffman, Havana Rose Liu, Lior Raz","CINEMA Antares
CINEMA Doria
CINEMA Intrastevere
CINEMA Madison
CINEMA Multisala Lux
CINEMA Savoy
The Space Parco de Medici","20:15
16:30, 18:45
17:00, 21:30
17:30, 19:30, 21:35
17:50
18:45
17:10"
PECORE SOTTO COPERTURA,"3,11",SI,"Azione, Commedia","Irlanda, Gran Bretagna, Germania, USA",2026,109,"Il divertimento non manca, il gioco del 'chi è stato' è presente, il messaggio è positivo. Un piacevole film per famiglie",Kyle Balda,"Ciro Priello, Arianna Craviotto, Emma Thompson, Hugh Jackman","CINEMA Adriano
CINEMA Dei Piccoli
CINEMA Madison
The Space Parco de Medici","15:20
17:30
15:30, 17:30, 19:30, 21:35
14:10"
LE BAMBINE,"3,10",SI,Drammatico,"Italia, Svizzera, Francia",2025,105,"Un racconto d'infanzia ipercinetico con un'estetica viva, originale e salutare per il nostro cinema","Valentina Bertani, Nicole Bertani","Mia Ferricelli, Agnese Scazza, Petra Scheggia, Clara Tramontano","Nuovo Cinema Aquila
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma","21:15
17:20
19:50
16:40"
BACKROOMS,"3,07",SI,Horror,USA,2026,111,Un'opera d'arte contemporanea sulla terrificante presenza dell'assenza,Kane Parsons,"Chiwetel Ejiofor, Renate Reinsve, Mark Duplass, Finn Bennett","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","17:15, 19:30, 21:40
21:20
17:00, 22:00
VO: 14:30, 19:15, 21:45
17:00, 21:00
16:15, 21:00
21:00
15:15, 19:30, 21:35
18:00, 20:15, 22:30
18:00, 22:15
21:00
16:40
14:05, 16:00, 18:00, 18:50, 20:45, 21:15, 22:20
18:00, 22:00
17:30, 20:00, 21:40, 22:40
10:50, 13:20, 15:30, 17:00, 18:00, 20:00, 22:40, 23:10
17:20, 20:00, 21:10, 22:30
22:55"
AMARGA NAVIDAD,"3,04",SI,Drammatico,Spagna,2026,111,"Almodóvar è ancora magnifico nel contrapporre spazi, musiche e tinte. Ma la messinscena risulta asfittica",Pedro Almodóvar,"Bárbara Lennie, Leonardo Sbaraglia, Aitana Sánchez-Gijón, Vicky Luengo","CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Madison
CINEMA Mignon
CINEMA Multisala Lux
Nuovo Cinema Aquila
Quattro Fontane
Uci Luce Maximo","15:00, 17:10, 19:20 | VO: 21:30
16:15, 19:00, 21:15
16:00, 18:45 | VO: 21:45
16:15, 18:30 | VO: 21:00
17:30, 19:30
16:15, 18:45, 21:00
15:30, 20:10
VO: 16:45
18:30
11:55, 18:25, 21:40"
COME SPOSARE UN MILIONARIO,"3,02",SI,Commedia,USA,1953,95,In cerca di facoltoso marito,Jean Negulesco,"Betty Grable, Marilyn Monroe, Lauren Bacall, David Wayne","Casa del Cinema
Teatro all'Aperto Ettore Scola","21:30
21:30"
LE OCCASIONI DELL'AMORE,"2,99",SI,Drammatico,Francia,2023,115,"Da commedia raffinata a dramma, un film su una relazione 'fuori stagione'",Stéphane Brizé,"Guillaume Canet, Alba Rohrwacher, Marie Drucker, Sharif Andoura",CINEMA Adriano,VO: 20:30
NOI DUE SCONOSCIUTI,"2,98",SI,Commedia,"Norvegia, Lettonia, Lituania, Danimarca, Finlandia",2025,100,Dramma e commedia sentimentale si mescolano in un'indagine avvincente che racconta un aspetto poco trattato della maternità,Janicke Askevold,"Lisa Loven Kongsli, Herbert Nordrum, Rolf Kristian Larsen, Nasrin Khusrawi",CINEMA Dei Piccoli,VO: 19:25
SUPER MARIO GALAXY - IL FILM,"2,98",SI,"Animazione, Avventura, Commedia",USA,2026,98,Ancora una volta il look è luccicante ma in questo sequel la trama non regge,"Michael Jelenic, Aaron Horvath","Claudio Santamaria, Anya Taylor-Joy, Chris Pratt, Brie Larson","CINEMA Madison
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","15:15
14:35
16:50
13:10, 14:10, 17:20
14:40"
TOFU IN JAPAN - LA RICETTA SEGRETA DEL SIGNOR TAKANO,"2,97",SI,Drammatico,Giappone,2023,119,Un semplice dramma sentimentale che ci fa venire voglia di assaggiare il tofu del signor Takano,Mitsuhiro Mihara,"Tatsuya Fuji, Kumiko Aso, Kumi Nakamura, Akama Mariko",Istituto Giapponese,VO: 18:00
IL DIAVOLO VESTE PRADA 2,"2,90",SI,"Commedia, Drammatico",USA,2026,119,Un sequel che ci dà quello che aspettavamo. C'è meno ferocia ma il cast si conferma di primo piano,David Frankel,"Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci","CINEMA Adriano
CINEMA Cineland
Eurcine Multisala
CINEMA Madison
CINEMA Multisala Lux
The Space Parco de Medici
CINEMA Tiziano
Uci Cinemas Roma Est","15:00, 17:30
18:30
16:30, 21:30
17:30, 21:35
15:30, 17:50
14:05, 16:00, 18:50, 20:40
20:30
14:30, 16:10"
MASTERS OF THE UNIVERSE,"2,89",SI,"Azione, Avventura, Drammatico",USA,2026,140,Un adattamento che lavora sull'effetto nostalgia e sulle fragilità del maschio contemporaneo,Travis Knight,"Nicholas Galitzine, Jared Leto, Camila Mendes, Alison Brie","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Cineland
CINEMA Multisala Lux
Multisala Odeon
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:30, 18:30
18:15
17:15, 20:00
18:30
16:00, 18:45, 21:30
17:00, 19:00
15:15, 17:50, 19:15, 21:05
19:00
18:00, 21:30
16:30, 19:50, 21:30
14:50, 17:40, 21:30
19:10"
IL PRIGIONIERO,"2,88",SI,Drammatico,"Spagna, Italia",2024,134,Una biofiction libera e coraggiosa dedicata a Miguel de Cervantes. E al potere delle storie di sottrarci alla sottomissione,Alejandro Amenábar,"Julio Peña (III), Alessandro Borghi, Miguel Rellán, Fernando Tejero","CINEMA Cineland
CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Multisala Lux
Nuovo Cinema Aquila
CINEMA Nuovo Olimpia
Quattro Fontane
The Space Parco de Medici
Uci Cinemas Porta di Roma","15:45, 21:00
15:30, 18:20, 21:10
16:15, 18:30, 21:15
16:30 | VO: 18:45
16:30
17:30 | VO: 20:30
VO: 16:30, 19:00
16:15, 18:45 | VO: 21:30
18:05
15:40"
STAR WARS - THE MANDALORIAN AND GROGU,"2,81",SI,"Azione, Avventura, Fantasy",USA,2026,132,"Chicche per i fan, un adorabile Grogu e un trionfo di marionette animatronic. Un'opera che funziona",Jon Favreau,"Pedro Pascal, Sigourney Weaver, Steve Blum, Hemky Madera","CINEMA Adriano
CINEMA Atlantic
CINEMA Broadway
CINEMA Cineland
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:15, 18:00, 20:40
15:00
17:20
17:00, 20:00
15:35, 17:55, 21:25
18:40
15:20, 18:40
15:50
14:35"
CENA DI CLASSE,"2,77",SI,Commedia,Italia,2026,94,Una commedia che perde la genuinità dell'ispirazione in una trama caotica,Francesco Mandelli,"Beatrice Arnera, Luigi Luciano, Giovanni Esposito, Roberto Lipari",Uci Luce Maximo,"11:35, 14:00, 16:45, 22:15"
ARRAPAHO,"2,76",SI,Comico,Italia,1984,98,Uno scult movie che ha finito per diventare un cult,Ciro Ippolito,"Urs Althaus, Daniele Pace, Tinì Cansino, Alfredo Cerruti","CINEMA Adriano
CINEMA Multisala Lux","15:20
20:30, 22:00"
ILLUSIONE,"2,76",SI,Drammatico,"Italia, Belgio",2025,110,Un'opera che spiazza per la complessità della narrazione e dei registri utilizzati,Francesca Archibugi,"Jasmine Trinca, Michele Riondino, Angelina Andrei, Vittoria Puccini","CINEMA Eden
CINEMA Greenwich
CINEMA Mignon","15:00, 16:50, 21:30
19:00
16:00"
INNAMORARSI E ALTRE PESSIME IDEE,"2,71",SI,Commedia,Italia,2026,97,"Prevedibile commedia romantica, accompagnata da una regia che asseconda con grazia le evoluzioni romantiche dei protagonisti",Simone Aleandri,"Lino Guanciale, Ilenia Pastorelli, Andrea Delogu, Claudio Colica","CINEMA Adriano
CINEMA Cineland
Eurcine Multisala
The Space Parco de Medici
Uci Luce Maximo","15:00
16:30
16:30
22:10
14:25, 17:40, 20:30"
IL FIGLIO DEL DESERTO,"2,50",NI,Family,Francia,2026,92,Gilles de Maistre conferma il suo format di cinema spettacolare per famiglie. Dove tutto è un po' troppo prevedibile,Gilles de Maistre,"Nahel Tran, Nahil Bouazzaoui, Zayn Sekkat, Kev Adams",Uci Luce Maximo,"11:00, 12:20, 13:20, 15:40"
HOPPER - IL SEGRETO DELLA MARMOTTA,"2,42",NI,Animazione,"Belgio, USA, Francia",2025,88,Un'animazione europea che guarda ai capolavori Disney per celebrare inclusione e diversità,Benjamin Mousquet,"Joe Ochman, Bernardo de Paula, Jordan Tartakow, Mimi Maynard","Uci Cinemas Porta di Roma
Uci Luce Maximo","14:20
11:45, 14:40"
SCARY MOVIE,"1,67",NO,"Commedia, Horror",USA,2026,95,Il tentativo di revival del franchise più scurrile di sempre è di una pochezza desolante,Michael Tiddes,"Marlon Wayans, Shawn Wayans, Anna Faris, Regina Hall","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Intrastevere
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 17:20, 21:40
17:20, 19:20, 21:20
15:00, 17:30, 20:00
VO: 17:20, 21:30
15:30, 19:40, 21:30
16:30, 18:30
20:15
VO: 19:30
15:40, 21:35
16:30, 18:30, 20:30, 22:30
20:00, 22:00
19:40, 21:45
14:00, 16:30, 18:45, 20:05, 21:55
20:00, 22:15
17:20, 18:30, 19:40, 20:30, 21:10, 22:00, 22:50
11:00, 15:20, 16:10, 17:40, 18:30, 19:40, 20:30, 21:10, 22:00, 22:30, 23:00
15:10, 17:30, 18:30, 19:40, 20:30, 21:00, 21:40, 22:00, 22:50, 23:40
18:00, 20:10, 22:30"
DISCOVER ROME,"0,00",N.D.,Documentario,Italia,2019,30,Un viaggio nel tempo,Paco Lanciano,N.D.,Augustus - Welcome To Rome,09:00
FRAMMENTI,"0,00",N.D.,Commedia,Italia,2019,75,Tra città e periferia,"Paolo Bianchini, Sebastian Alexandre, Claudia Bonsangue, Giorgio Picinni Leopardi, Caterina Peta, Simone Scardovi, Gabriele Teti","Leonardo D'Attilio, Andrea Galasso, Fabio Lazzaroni, Simone Mannetta, Alessandro De Montis","Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","16:10
10:40, 13:40, 19:00
14:15, 19:00
21:00"
IL PORTABORSE,"0,00",N.D.,Commedia,Italia,1991,91,"Tra ironia e denuncia, tra farsa un po' alla francese e politica, il risultato è rispettabile, con un'ottima interpretazione di Moretti",Daniele Luchetti,"Silvio Orlando, Nanni Moretti, Angela Finocchiaro, Giulio Brogi, Guido Alberti",Eur Social Park,19:30
IL SEDUTTORE,"0,00",N.D.,Commedia,Italia,1971,N.D.,N.D.,Flaminio Bollini,"Carlo Giuffré, Mila Vannucci, Delia Boccardo",Arena Villa Sordi,21:00
MOTHER'S BABY,"0,00",N.D.,Thriller,"Austria, Germania, Svizzera",2025,108,Legame complesso,Johanna Moder,"Claes Bang, Julia Franz Richter, Marie Leuenberger, Hans Löw",Forum Austriaco di Cultura - Arena all'aperto,20:30
RUFUS - IL DRAGHETTO MARINO CHE NON SAPEVA NUOTARE,"0,00",N.D.,"Animazione, Family","Norvegia, Belgio, Germania",2026,80,Dalla Norvegia una favola ecologista dal tradizionale impianto narrativo,Endre Skandfer,"Gisken Armand, Kåre Conradi, Janne Formoe, Stig Henrik Hoff","CINEMA Andromeda
CINEMA Cineland
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","17:00
16:45
16:15
16:15
16:40
14:05, 15:00, 17:05
16:20, 18:20
14:40, 16:50
14:00, 16:20
12:10, 14:15, 16:20"
SAVAGE HOUSE,"0,00",N.D.,"Commedia, Drammatico",Regno Unito,2026,113,"Audace e malinconico, un film capace di scorgere il dramma dietro la comicità",Peter Glanz,"Richard E. Grant, Claire Foy, Jack Farthing, Bel Powley","CINEMA Adriano
CINEMA Atlantic
CINEMA Cineland
CINEMA Jolly
CINEMA Multisala Lux
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","17:40
15:15
21:15
17:30
16:30
15:05, 22:25
16:40
17:30
16:30"
